n,stopping_time,max_excursion_log,odd_even_ratio,entropy,compression_ratio,excursion_normalized,up_down_ratio,variance_log,peak_late,omega,steps
32919,41.0,5.3467616449341975,0.3125,0.8296071030882031,2.7321252075345437,6.750144293569064,0.3125,2.223559985121543,0.11904761904761904,STABLE,41
49300,158.0,4.692855728406588,0.5288461538461539,0.9360186160699067,10.13515678926821,1.0,0.5288461538461539,0.7286599133230772,0.0,STABLE,158
49305,158.0,5.221176810804694,0.5288461538461539,0.9360186160699067,10.13506166849277,3.375073521955177,0.5288461538461539,0.9421524850547481,0.03773584905660377,STABLE,158
8346,127.0,4.0976390155468385,0.5238095238095238,0.9354557645575772,9.749080765214618,1.5001198178768271,0.5238095238095238,0.6308368598579484,0.015625,STABLE,127
49299,96.0,5.95404220524343,0.4696969696969697,0.9148210087144519,6.158081507723681,18.247510091482585,0.4696969696969697,2.552281333916566,0.32989690721649484,STABLE,96
49309,158.0,5.170053321430143,0.5288461538461539,0.9360186160699067,10.134985580102748,3.000020280273378,0.5288461538461539,1.065530296174521,0.006289308176100629,STABLE,158
16542,97.0,4.923000372247522,0.48484848484848486,0.9216597034450194,6.92172581566888,5.062991173981381,0.48484848484848486,1.2692534769690862,0.08163265306122448,STABLE,97
16543,97.0,5.979556113635344,0.48484848484848486,0.9216597034450194,6.921682740425223,57.66886296318685,0.48484848484848486,2.3066019745545128,0.20408163265306123,STABLE,97
32925,54.0,4.994655831875836,0.375,0.8698926856041562,3.5983457636802325,3.000030372057707,0.375,2.1470692785844734,0.01818181818181818,STABLE,54
41121,168.0,5.449313289619034,0.5363636363636364,0.9384798674230359,10.960628833066123,6.843024245519321,0.5363636363636364,1.2655562885683633,0.21301775147928995,STABLE,168
8353,88.0,4.831031077233856,0.48333333333333334,0.9219957030944405,6.754641407457619,8.113013288638813,0.48333333333333334,1.0758660191396363,0.3146067415730337,STABLE,88
