d,k,c,n,omega,cycle_or_info
2,4,6,559,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,57,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,3,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1403,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1135,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,209,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,990,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,886,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,489,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1777,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1990,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1822,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,845,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1194,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1142,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,993,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1269,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,429,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,155,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1852,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,364,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1020,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,802,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,801,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1809,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,947,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,91,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1716,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,224,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,135,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,844,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,593,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,164,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,982,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,988,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,598,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,925,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,713,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,873,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,970,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,472,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1612,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,133,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,237,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1603,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,804,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,337,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1582,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,547,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,254,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,474,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,945,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1345,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,712,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,565,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,505,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,204,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,886,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1244,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,532,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,53,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1072,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,510,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1945,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1140,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,203,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1279,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1862,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,90,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,917,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1635,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,164,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1312,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1264,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,240,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,834,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1768,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,839,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,12,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1665,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,570,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,3,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,330,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1048,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,530,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,29,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,863,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,234,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,211,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,666,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,6,1993,CYCLIC,[np.int32(-6), np.int32(-3)]
2,4,7,868,CYCLIC,[np.int32(1431655763)]
2,4,7,261,CYCLIC,[np.int32(1431655763)]
2,4,7,1108,CYCLIC,[np.int32(1431655763)]
2,4,7,1482,CYCLIC,[np.int32(1431655763)]
2,4,7,975,CYCLIC,[np.int32(1431655763)]
2,4,7,1672,CYCLIC,[np.int32(1431655763)]
2,4,7,1392,CYCLIC,[np.int32(1431655763)]
2,4,7,1441,CYCLIC,[np.int32(1431655763)]
2,4,7,907,CYCLIC,[np.int32(1431655763)]
2,4,7,482,CYCLIC,[np.int32(1431655763)]
2,4,7,566,CYCLIC,[np.int32(1431655763)]
2,4,7,1245,CYCLIC,[np.int32(1431655763)]
2,4,7,933,CYCLIC,[np.int32(1431655763)]
2,4,7,414,CYCLIC,[np.int32(1431655763)]
2,4,7,1116,CYCLIC,[np.int32(1431655763)]
2,4,7,609,CYCLIC,[np.int32(1431655763)]
2,4,7,1508,CYCLIC,[np.int32(1431655763)]
2,4,7,1685,CYCLIC,[np.int32(1431655763)]
2,4,7,466,CYCLIC,[np.int32(1431655763)]
2,4,7,1046,CYCLIC,[np.int32(1431655763)]
2,4,7,1492,CYCLIC,[np.int32(1431655763)]
2,4,7,164,CYCLIC,[np.int32(1431655763)]
2,4,7,489,CYCLIC,[np.int32(1431655763)]
2,4,7,1396,CYCLIC,[np.int32(1431655763)]
2,4,7,203,CYCLIC,[np.int32(1431655763)]
2,4,7,271,CYCLIC,[np.int32(1431655763)]
2,4,7,871,CYCLIC,[np.int32(1431655763)]
2,4,7,1036,CYCLIC,[np.int32(1431655763)]
2,4,7,629,CYCLIC,[np.int32(1431655763)]
2,4,7,1588,CYCLIC,[np.int32(1431655763)]
2,4,7,1051,CYCLIC,[np.int32(1431655763)]
2,4,7,619,CYCLIC,[np.int32(1431655763)]
2,4,7,1484,CYCLIC,[np.int32(1431655763)]
2,4,7,1491,CYCLIC,[np.int32(1431655763)]
2,4,7,659,CYCLIC,[np.int32(1431655763)]
2,4,7,692,CYCLIC,[np.int32(1431655763)]
2,4,7,379,CYCLIC,[np.int32(1431655763)]
2,4,7,1823,CYCLIC,[np.int32(1431655763)]
2,4,7,1707,CYCLIC,[np.int32(1431655763)]
2,4,7,1051,CYCLIC,[np.int32(1431655763)]
2,4,7,87,CYCLIC,[np.int32(1431655763)]
2,4,7,421,CYCLIC,[np.int32(1431655763)]
2,4,7,1003,CYCLIC,[np.int32(1431655763)]
2,4,7,1023,CYCLIC,[np.int32(1431655763)]
2,4,7,1385,CYCLIC,[np.int32(1431655763)]
2,4,7,314,CYCLIC,[np.int32(1431655763)]
2,4,7,1513,CYCLIC,[np.int32(1431655763)]
2,4,7,89,CYCLIC,[np.int32(1431655763)]
2,4,7,187,CYCLIC,[np.int32(1431655763)]
2,4,7,1446,CYCLIC,[np.int32(1431655763)]
2,4,7,1222,CYCLIC,[np.int32(1431655763)]
2,4,7,1623,CYCLIC,[np.int32(1431655763)]
2,4,7,623,CYCLIC,[np.int32(1431655763)]
2,4,7,292,CYCLIC,[np.int32(1431655763)]
2,4,7,865,CYCLIC,[np.int32(1431655763)]
2,4,7,1072,CYCLIC,[np.int32(1431655763)]
2,4,7,775,CYCLIC,[np.int32(1431655763)]
2,4,7,753,CYCLIC,[np.int32(1431655763)]
2,4,7,27,CYCLIC,[np.int32(1431655763)]
2,4,7,245,CYCLIC,[np.int32(1431655763)]
2,4,7,490,CYCLIC,[np.int32(1431655763)]
2,4,7,243,CYCLIC,[np.int32(1431655763)]
2,4,7,1901,CYCLIC,[np.int32(1431655763)]
2,4,7,768,CYCLIC,[np.int32(1431655763)]
2,4,7,477,CYCLIC,[np.int32(1431655763)]
2,4,7,1736,CYCLIC,[np.int32(1431655763)]
2,4,7,807,CYCLIC,[np.int32(1431655763)]
2,4,7,522,CYCLIC,[np.int32(1431655763)]
2,4,7,906,CYCLIC,[np.int32(1431655763)]
2,4,7,448,CYCLIC,[np.int32(1431655763)]
2,4,7,1585,CYCLIC,[np.int32(1431655763)]
2,4,7,1574,CYCLIC,[np.int32(1431655763)]
2,4,7,1173,CYCLIC,[np.int32(1431655763)]
2,4,7,943,CYCLIC,[np.int32(1431655763)]
2,4,7,1710,CYCLIC,[np.int32(1431655763)]
2,4,7,1781,CYCLIC,[np.int32(1431655763)]
2,4,7,1303,CYCLIC,[np.int32(1431655763)]
2,4,7,847,CYCLIC,[np.int32(1431655763)]
2,4,7,851,CYCLIC,[np.int32(1431655763)]
2,4,7,42,CYCLIC,[np.int32(1431655763)]
2,4,7,818,CYCLIC,[np.int32(1431655763)]
2,4,7,1877,CYCLIC,[np.int32(1431655763)]
2,4,7,1873,CYCLIC,[np.int32(1431655763)]
2,4,7,1819,CYCLIC,[np.int32(1431655763)]
2,4,7,1675,CYCLIC,[np.int32(1431655763)]
2,4,7,1505,CYCLIC,[np.int32(1431655763)]
2,4,7,738,CYCLIC,[np.int32(1431655763)]
2,4,7,647,CYCLIC,[np.int32(1431655763)]
2,4,7,1493,CYCLIC,[np.int32(1431655763)]
2,4,7,1582,CYCLIC,[np.int32(1431655763)]
2,4,7,1588,CYCLIC,[np.int32(1431655763)]
2,4,7,1431,CYCLIC,[np.int32(1431655763)]
2,4,7,1502,CYCLIC,[np.int32(1431655763)]
2,4,7,1792,CYCLIC,[np.int32(1431655763)]
2,4,7,1641,CYCLIC,[np.int32(1431655763)]
2,4,7,525,CYCLIC,[np.int32(1431655763)]
2,4,7,1610,CYCLIC,[np.int32(1431655763)]
2,4,7,1747,CYCLIC,[np.int32(1431655763)]
2,4,7,471,CYCLIC,[np.int32(1431655763)]
2,4,7,1462,CYCLIC,[np.int32(1431655763)]
2,4,9,1654,CYCLIC,[np.int32(-3)]
2,4,9,96,CYCLIC,[np.int32(-3)]
2,4,9,1204,CYCLIC,[np.int32(-3)]
2,4,9,43,CYCLIC,[np.int32(-3)]
2,4,9,295,CYCLIC,[np.int32(-3)]
2,4,9,1536,CYCLIC,[np.int32(-3)]
2,4,9,1391,CYCLIC,[np.int32(-3)]
2,4,9,787,CYCLIC,[np.int32(-3)]
2,4,9,1668,CYCLIC,[np.int32(-3)]
2,4,9,100,CYCLIC,[np.int32(-3)]
2,4,9,1129,CYCLIC,[np.int32(-3)]
2,4,9,234,CYCLIC,[np.int32(-3)]
2,4,9,1168,CYCLIC,[np.int32(-3)]
2,4,9,1892,CYCLIC,[np.int32(-3)]
2,4,9,1763,CYCLIC,[np.int32(-3)]
2,4,9,97,CYCLIC,[np.int32(-3)]
2,4,9,466,CYCLIC,[np.int32(-3)]
2,4,9,1208,CYCLIC,[np.int32(-3)]
2,4,9,914,CYCLIC,[np.int32(-3)]
2,4,9,367,CYCLIC,[np.int32(-3)]
2,4,9,615,CYCLIC,[np.int32(-3)]
2,4,9,804,CYCLIC,[np.int32(-3)]
2,4,9,1453,CYCLIC,[np.int32(-3)]
2,4,9,109,CYCLIC,[np.int32(-3)]
2,4,9,363,CYCLIC,[np.int32(-3)]
2,4,9,568,CYCLIC,[np.int32(-3)]
2,4,9,246,CYCLIC,[np.int32(-3)]
2,4,9,1566,CYCLIC,[np.int32(-3)]
2,4,9,233,CYCLIC,[np.int32(-3)]
2,4,9,617,CYCLIC,[np.int32(-3)]
2,4,9,1980,CYCLIC,[np.int32(-3)]
2,4,9,1205,CYCLIC,[np.int32(-3)]
2,4,9,283,CYCLIC,[np.int32(-3)]
2,4,9,249,CYCLIC,[np.int32(-3)]
2,4,9,1387,CYCLIC,[np.int32(-3)]
2,4,9,1021,CYCLIC,[np.int32(-3)]
2,4,9,7,CYCLIC,[np.int32(-3)]
2,4,9,816,CYCLIC,[np.int32(-3)]
2,4,9,952,CYCLIC,[np.int32(-3)]
2,4,9,1196,CYCLIC,[np.int32(-3)]
2,4,9,322,CYCLIC,[np.int32(-3)]
2,4,9,1588,CYCLIC,[np.int32(-3)]
2,4,9,423,CYCLIC,[np.int32(-3)]
2,4,9,1018,CYCLIC,[np.int32(-3)]
2,4,9,1008,CYCLIC,[np.int32(-3)]
2,4,9,1985,CYCLIC,[np.int32(-3)]
2,4,9,1321,CYCLIC,[np.int32(-3)]
2,4,9,56,CYCLIC,[np.int32(-3)]
2,4,9,1559,CYCLIC,[np.int32(-3)]
2,4,9,1420,CYCLIC,[np.int32(-3)]
2,4,9,1396,CYCLIC,[np.int32(-3)]
2,4,9,1940,CYCLIC,[np.int32(-3)]
2,4,9,957,CYCLIC,[np.int32(-3)]
2,4,9,551,CYCLIC,[np.int32(-3)]
2,4,9,1762,CYCLIC,[np.int32(-3)]
2,4,9,1097,CYCLIC,[np.int32(-3)]
2,4,9,1419,CYCLIC,[np.int32(-3)]
2,4,9,215,CYCLIC,[np.int32(-3)]
2,4,9,1097,CYCLIC,[np.int32(-3)]
2,4,9,1646,CYCLIC,[np.int32(-3)]
2,4,9,520,CYCLIC,[np.int32(-3)]
2,4,9,825,CYCLIC,[np.int32(-3)]
2,4,9,1099,CYCLIC,[np.int32(-3)]
2,4,9,1929,CYCLIC,[np.int32(-3)]
2,4,9,838,CYCLIC,[np.int32(-3)]
2,4,9,1781,CYCLIC,[np.int32(-3)]
2,4,9,753,CYCLIC,[np.int32(-3)]
2,4,9,456,CYCLIC,[np.int32(-3)]
2,4,9,1165,CYCLIC,[np.int32(-3)]
2,4,9,351,CYCLIC,[np.int32(-3)]
2,4,9,1537,CYCLIC,[np.int32(-3)]
2,4,9,209,CYCLIC,[np.int32(-3)]
2,4,9,819,CYCLIC,[np.int32(-3)]
2,4,9,1351,CYCLIC,[np.int32(-3)]
2,4,9,1405,CYCLIC,[np.int32(-3)]
2,4,9,970,CYCLIC,[np.int32(-3)]
2,4,9,1625,CYCLIC,[np.int32(-3)]
2,4,9,1275,CYCLIC,[np.int32(-3)]
2,4,9,1607,CYCLIC,[np.int32(-3)]
2,4,9,1970,CYCLIC,[np.int32(-3)]
2,4,9,19,CYCLIC,[np.int32(-3)]
2,4,9,1188,CYCLIC,[np.int32(-3)]
2,4,9,470,CYCLIC,[np.int32(-3)]
2,4,9,1479,CYCLIC,[np.int32(-3)]
2,4,9,267,CYCLIC,[np.int32(-3)]
2,4,9,1113,CYCLIC,[np.int32(-3)]
2,4,9,392,CYCLIC,[np.int32(-3)]
2,4,9,998,CYCLIC,[np.int32(-3)]
2,4,9,1159,CYCLIC,[np.int32(-3)]
2,4,9,1045,CYCLIC,[np.int32(-3)]
2,4,9,150,CYCLIC,[np.int32(-3)]
2,4,9,211,CYCLIC,[np.int32(-3)]
2,4,9,1388,CYCLIC,[np.int32(-3)]
2,4,9,1592,CYCLIC,[np.int32(-3)]
2,4,9,1501,CYCLIC,[np.int32(-3)]
2,4,9,1192,CYCLIC,[np.int32(-3)]
2,4,9,284,CYCLIC,[np.int32(-3)]
2,4,9,732,CYCLIC,[np.int32(-3)]
2,4,9,1489,CYCLIC,[np.int32(-3)]
2,4,9,359,CYCLIC,[np.int32(-3)]
2,5,1,637,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,637,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1218,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1052,CYCLIC,[np.int32(416), np.int32(208), np.int32(104), np.int32(52), np.int32(26), np.int32(13), np.int32(66), np.int32(33), np.int32(166), np.int32(83)]
2,5,1,585,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1637,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,342,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,415,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,264,CYCLIC,[np.int32(66), np.int32(33), np.int32(166), np.int32(83), np.int32(416), np.int32(208), np.int32(104), np.int32(52), np.int32(26), np.int32(13)]
2,5,1,1576,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,550,CYCLIC,[np.int32(86), np.int32(43), np.int32(216), np.int32(108), np.int32(54), np.int32(27), np.int32(136), np.int32(68), np.int32(34), np.int32(17)]
2,5,1,596,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1368,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1481,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1750,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,536,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1710,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1462,CYCLIC,[np.int32(416), np.int32(208), np.int32(104), np.int32(52), np.int32(26), np.int32(13), np.int32(66), np.int32(33), np.int32(166), np.int32(83)]
2,5,1,1260,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,1656,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,13,CYCLIC,[np.int32(13), np.int32(66), np.int32(33), np.int32(166), np.int32(83), np.int32(416), np.int32(208), np.int32(104), np.int32(52), np.int32(26)]
2,5,1,1795,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,203,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,1,731,CYCLIC,[np.int32(416), np.int32(208), np.int32(104), np.int32(52), np.int32(26), np.int32(13), np.int32(66), np.int32(33), np.int32(166), np.int32(83)]
2,5,1,1559,CYCLIC,[np.int32(86), np.int32(43), np.int32(216), np.int32(108), np.int32(54), np.int32(27), np.int32(136), np.int32(68), np.int32(34), np.int32(17)]
2,5,1,551,CYCLIC,[np.int32(-4), np.int32(-2), np.int32(-1)]
2,5,3,1795,CYCLIC,[np.int32(268), np.int32(134), np.int32(67), np.int32(338), np.int32(169), np.int32(848), np.int32(424), np.int32(212), np.int32(106), np.int32(53)]
2,5,3,1886,CYCLIC,[np.int32(-2), np.int32(-1)]
2,5,3,1838,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,1263,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,973,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,570,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,285,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,1105,CYCLIC,[np.int32(338), np.int32(169), np.int32(848), np.int32(424), np.int32(212), np.int32(106), np.int32(53), np.int32(268), np.int32(134), np.int32(67)]
2,5,3,964,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,502,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,607,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,268,CYCLIC,[np.int32(268), np.int32(134), np.int32(67), np.int32(338), np.int32(169), np.int32(848), np.int32(424), np.int32(212), np.int32(106), np.int32(53)]
2,5,3,1541,CYCLIC,[np.int32(-2), np.int32(-1)]
2,5,3,1502,CYCLIC,[np.int32(-402), np.int32(-201), np.int32(-1002), np.int32(-501), np.int32(-2502), np.int32(-1251), np.int32(-6252), np.int32(-3126), np.int32(-1563), np.int32(-7812)]...
2,5,3,976,CYCLIC,[np.int32(488), np.int32(244), np.int32(122), np.int32(61), np.int32(308), np.int32(154), np.int32(77), np.int32(388), np.int32(194), np.int32(97)]
2,5,3,586,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,388,CYCLIC,[np.int32(388), np.int32(194), np.int32(97), np.int32(488), np.int32(244), np.int32(122), np.int32(61), np.int32(308), np.int32(154), np.int32(77)]
2,5,3,548,CYCLIC,[np.int32(548), np.int32(274), np.int32(137), np.int32(688), np.int32(344), np.int32(172), np.int32(86), np.int32(43), np.int32(218), np.int32(109)]
2,5,3,776,CYCLIC,[np.int32(388), np.int32(194), np.int32(97), np.int32(488), np.int32(244), np.int32(122), np.int32(61), np.int32(308), np.int32(154), np.int32(77)]
2,5,3,154,CYCLIC,[np.int32(154), np.int32(77), np.int32(388), np.int32(194), np.int32(97), np.int32(488), np.int32(244), np.int32(122), np.int32(61), np.int32(308)]
2,5,3,94,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,735,CYCLIC,[np.int32(1248), np.int32(624), np.int32(312), np.int32(156), np.int32(78), np.int32(39), np.int32(198), np.int32(99), np.int32(498), np.int32(249)]
2,5,3,1986,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,555,CYCLIC,[np.int32(198), np.int32(99), np.int32(498), np.int32(249), np.int32(1248), np.int32(624), np.int32(312), np.int32(156), np.int32(78), np.int32(39)]
2,5,3,1796,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,1930,CYCLIC,[np.int32(-11502), np.int32(-5751), np.int32(-28752), np.int32(-14376), np.int32(-7188), np.int32(-3594), np.int32(-1797), np.int32(-8982), np.int32(-4491), np.int32(-22452)]...
2,5,3,464,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,954,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,665,CYCLIC,[np.int32(-1182), np.int32(-591), np.int32(-2952), np.int32(-1476), np.int32(-738), np.int32(-369), np.int32(-1842), np.int32(-921), np.int32(-4602), np.int32(-2301)]...
2,5,3,465,CYCLIC,[np.int32(18), np.int32(9), np.int32(48), np.int32(24), np.int32(12), np.int32(6), np.int32(3)]
2,5,5,842,CYCLIC,[np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65)]
2,5,5,1074,CYCLIC,[np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415)]
2,5,5,429,CYCLIC,[np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415)]
2,5,5,1600,CYCLIC,[np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080), np.int32(1040), np.int32(520), np.int32(260)]
2,5,5,1561,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,1332,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,1332,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,232,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,5,25,CYCLIC,[np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080), np.int32(1040), np.int32(520), np.int32(260)]
2,5,5,686,CYCLIC,[np.int32(430), np.int32(215), np.int32(1080), np.int32(540), np.int32(270), np.int32(135), np.int32(680), np.int32(340), np.int32(170), np.int32(85)]
2,5,5,1534,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,5,239,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,5,1609,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,1706,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,504,CYCLIC,[np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(30), np.int32(15)]
