d,k,c,n,omega,cycle_or_info
2,2,9,108,CYCLIC,[np.int32(-9)]
2,2,9,1663,CYCLIC,[np.int32(-9)]
2,2,9,1939,CYCLIC,[np.int32(-9)]
2,2,9,1871,CYCLIC,[np.int32(-9)]
2,2,9,42,CYCLIC,[np.int32(-9)]
2,2,9,427,CYCLIC,[np.int32(-9)]
2,2,9,1348,CYCLIC,[np.int32(-9)]
2,2,9,1393,CYCLIC,[np.int32(-9)]
2,2,9,771,CYCLIC,[np.int32(-9)]
2,2,9,1113,CYCLIC,[np.int32(-9)]
2,2,9,298,CYCLIC,[np.int32(-9)]
2,2,9,787,CYCLIC,[np.int32(-9)]
2,2,9,984,CYCLIC,[np.int32(-9)]
2,2,9,1695,CYCLIC,[np.int32(-9)]
2,2,9,1240,CYCLIC,[np.int32(-9)]
2,2,9,97,CYCLIC,[np.int32(-9)]
2,2,9,1717,CYCLIC,[np.int32(-9)]
2,2,9,922,CYCLIC,[np.int32(-9)]
2,2,9,1781,CYCLIC,[np.int32(-9)]
2,2,9,820,CYCLIC,[np.int32(-9)]
2,2,9,1972,CYCLIC,[np.int32(-9)]
2,2,9,941,CYCLIC,[np.int32(-9)]
2,3,3,603,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1110,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,31,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,202,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1288,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,585,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1719,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,974,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1619,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1763,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,869,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1938,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1092,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,462,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1034,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,271,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1836,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,446,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1835,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,86,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1444,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,494,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,873,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1466,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1355,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1144,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1395,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1099,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1249,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1847,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,233,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,862,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1599,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1491,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,284,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,397,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,346,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1641,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1964,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1184,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1246,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,83,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1658,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1912,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,926,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,265,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1749,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,86,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,879,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,618,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1209,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1736,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1955,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1712,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1257,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,428,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,441,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1005,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1151,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1485,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,964,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,310,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1666,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,302,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1894,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,146,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,13,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1402,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,968,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,475,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1224,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,300,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1078,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,816,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,378,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,520,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,561,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1757,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,474,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1513,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1693,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,373,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,28,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,84,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,758,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,350,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1029,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1556,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,278,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,538,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1904,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1831,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1953,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1166,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,724,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,777,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,1709,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,681,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,3,727,CYCLIC,[np.int32(12), np.int32(6), np.int32(3)]
2,3,5,1108,CYCLIC,[np.int32(92), np.int32(46), np.int32(23), np.int32(74), np.int32(37), np.int32(116), np.int32(58), np.int32(29)]
2,3,5,727,CYCLIC,[np.int32(116), np.int32(58), np.int32(29), np.int32(92), np.int32(46), np.int32(23), np.int32(74), np.int32(37)]
2,3,5,1989,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1002,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1620,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1365,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1667,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,723,CYCLIC,[np.int32(1226), np.int32(613), np.int32(1844), np.int32(922), np.int32(461), np.int32(1388), np.int32(694), np.int32(347), np.int32(1046), np.int32(523)]...
2,3,5,1234,CYCLIC,[np.int32(116), np.int32(58), np.int32(29), np.int32(92), np.int32(46), np.int32(23), np.int32(74), np.int32(37)]
2,3,5,1985,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1274,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1689,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1350,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,608,CYCLIC,[np.int32(152), np.int32(76), np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49)]
2,3,5,396,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,880,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1716,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,916,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1931,CYCLIC,[np.int32(92), np.int32(46), np.int32(23), np.int32(74), np.int32(37), np.int32(116), np.int32(58), np.int32(29)]
2,3,5,1423,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,230,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,630,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1879,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,701,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,945,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1171,CYCLIC,[np.int32(92), np.int32(46), np.int32(23), np.int32(74), np.int32(37), np.int32(116), np.int32(58), np.int32(29)]
2,3,5,202,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1431,CYCLIC,[np.int32(98), np.int32(49), np.int32(152), np.int32(76), np.int32(38), np.int32(19), np.int32(62), np.int32(31)]
2,3,5,690,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1443,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,250,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,501,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,947,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1920,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1214,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,685,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1078,CYCLIC,[np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76), np.int32(38), np.int32(19)]
2,3,5,1716,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1684,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1881,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,342,CYCLIC,[np.int32(1334), np.int32(667), np.int32(2006), np.int32(1003), np.int32(3014), np.int32(1507), np.int32(4526), np.int32(2263), np.int32(6794), np.int32(3397)]...
2,3,5,1604,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1518,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1682,CYCLIC,[np.int32(92), np.int32(46), np.int32(23), np.int32(74), np.int32(37), np.int32(116), np.int32(58), np.int32(29)]
2,3,5,1214,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,588,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,174,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,958,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,80,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,741,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,461,CYCLIC,[np.int32(461), np.int32(1388), np.int32(694), np.int32(347), np.int32(1046), np.int32(523), np.int32(1574), np.int32(787), np.int32(2366), np.int32(1183)]...
2,3,5,1638,CYCLIC,[np.int32(1388), np.int32(694), np.int32(347), np.int32(1046), np.int32(523), np.int32(1574), np.int32(787), np.int32(2366), np.int32(1183), np.int32(3554)]...
2,3,5,1518,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1150,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1408,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,678,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,350,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1163,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,730,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1508,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1418,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,887,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,926,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,19,CYCLIC,[np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76), np.int32(38)]
2,3,5,1405,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1415,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,114,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,834,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1740,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1934,CYCLIC,[np.int32(1934), np.int32(967), np.int32(2906), np.int32(1453), np.int32(4364), np.int32(2182), np.int32(1091), np.int32(3278), np.int32(1639), np.int32(4922)]...
2,3,5,962,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,162,CYCLIC,[np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76), np.int32(38), np.int32(19)]
2,3,5,93,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1216,CYCLIC,[np.int32(152), np.int32(76), np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49)]
2,3,5,1854,CYCLIC,[np.int32(1046), np.int32(523), np.int32(1574), np.int32(787), np.int32(2366), np.int32(1183), np.int32(3554), np.int32(1777), np.int32(5336), np.int32(2668)]...
2,3,5,546,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1521,CYCLIC,[np.int32(3278), np.int32(1639), np.int32(4922), np.int32(2461), np.int32(7388), np.int32(3694), np.int32(1847), np.int32(5546), np.int32(2773), np.int32(8324)]...
2,3,5,1886,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1117,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1498,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,851,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1933,CYCLIC,[np.int32(38), np.int32(19), np.int32(62), np.int32(31), np.int32(98), np.int32(49), np.int32(152), np.int32(76)]
2,3,5,1475,CYCLIC,[np.int32(20), np.int32(10), np.int32(5)]
2,3,5,1786,CYCLIC,[np.int32(3278), np.int32(1639), np.int32(4922), np.int32(2461), np.int32(7388), np.int32(3694), np.int32(1847), np.int32(5546), np.int32(2773), np.int32(8324)]...
2,3,7,1718,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,56,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,279,CYCLIC,[np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(22), np.int32(11)]
2,3,7,330,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,518,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,1185,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1547,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,1764,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,630,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,1419,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,88,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,918,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1004,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,488,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1955,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1689,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,306,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,618,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1555,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1764,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,604,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1325,CYCLIC,[np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(22), np.int32(11)]
2,3,7,985,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,7,CYCLIC,[np.int32(7), np.int32(28), np.int32(14)]
2,3,7,1320,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,1858,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,539,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,1344,CYCLIC,[np.int32(28), np.int32(14), np.int32(7)]
2,3,7,488,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,7,108,CYCLIC,[np.int32(22), np.int32(11), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,3,9,1784,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1811,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1918,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1477,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,333,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,367,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1620,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1403,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,583,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,90,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1695,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,736,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1288,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,586,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,53,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,225,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,390,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1966,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,314,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1154,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1148,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1409,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1840,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,263,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1732,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,44,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1939,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1047,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1544,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1336,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,860,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,279,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,535,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,407,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,99,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1911,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1676,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1778,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,776,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,351,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,703,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1982,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,851,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,577,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,249,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,400,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1141,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,917,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,1616,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,976,CYCLIC,[np.int32(18), np.int32(9), np.int32(36)]
2,3,9,422,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,648,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
2,3,9,298,CYCLIC,[np.int32(36), np.int32(18), np.int32(9)]
