n,cluster,length,max_log,stopping_time,event_entropy,event_compression,peak_count,return_count,cycle_count,avg_run_length,max_run_length,up_ratio,unique_values,fractal_like
26094,4,202,5.281026545814859,201,1.5772200339505784,0.9895833333333334,5,178,0.0,1.0105263157894737,3,0.1875,202,1.0
17903,2,98,5.485592254339498,97,1.689310981987966,0.9520958083832335,6,64,0.0,1.050314465408805,3,0.19161676646706588,98,1.0
1519,4,154,4.4145221155206515,153,1.6502003271288224,0.9626865671641791,6,109,0.0,1.0387596899224807,3,0.20522388059701493,154,1.0
17906,6,142,4.53149169022153,141,1.5437890304053234,1.0,3,136,0.0,1.0,1,0.175,142,1.0
26099,4,202,5.281026545814859,201,1.5669729593211157,0.9868766404199475,4,176,0.0,1.0132978723404256,3,0.1889763779527559,202,1.0
17910,2,98,4.883757934316753,97,1.6448006256686516,0.9662921348314607,5,76,0.0,1.0348837209302326,2,0.1797752808988764,98,1.0
42487,2,102,5.457568546931349,101,1.5967596975626948,0.9672131147540983,3,79,0.0,1.0338983050847457,3,0.18032786885245902,102,1.0
9722,4,167,4.442495447282601,166,1.5407343678813539,0.9939024390243902,3,159,0.0,1.0061349693251533,2,0.1798780487804878,167,1.0
17920,0,23,4.253362239833068,22,1.2873178489188395,1.0,0,22,0.0,1.0,1,0.06818181818181818,23,1.0
26114,6,171,4.592986832552585,170,1.4957835538411952,1.0,1,168,0.0,1.0,1,0.17699115044247787,171,1.0
17922,0,49,4.429510040813138,48,1.4991769566727307,1.0,1,46,0.0,1.0,1,0.1368421052631579,49,1.0
34308,0,68,4.535408059915369,67,1.439729386821452,1.0,0,67,0.0,1.0,1,0.14925373134328357,68,1.0
9739,5,48,4.641761561928513,47,1.5820436700694174,0.9772727272727273,2,39,0.0,1.0232558139534884,2,0.14772727272727273,48,1.0
1551,4,154,4.196259110505376,153,1.6218436780248573,0.9583333333333334,4,107,0.0,1.0434782608695652,4,0.20833333333333334,154,1.0
26131,5,52,5.0703814701087,51,1.5867855433102163,0.9565217391304348,2,39,0.0,1.0454545454545454,3,0.15217391304347827,52,1.0
26132,6,140,4.417189268459015,139,1.4649111396254342,1.0,0,139,0.0,1.0,1,0.17266187050359713,140,1.0
9761,5,48,4.466645228363979,47,1.5281068830254765,0.9659090909090909,1,40,0.0,1.035294117647059,2,0.14772727272727273,48,1.0
34339,5,81,5.18900999416934,80,1.5415469222966243,0.9872611464968153,2,75,0.0,1.0129032258064516,3,0.1592356687898089,81,1.0
26149,6,109,4.894587411947813,108,1.5209030252371498,0.9902439024390244,1,96,0.0,1.0098522167487685,2,0.17560975609756097,109,1.0
9765,5,74,4.466823151065687,73,1.511459294850129,0.993006993006993,1,69,0.0,1.0070422535211268,2,0.16083916083916083,74,1.0
9769,1,105,5.44981305494966,104,1.734238048913192,0.9352941176470588,8,58,0.0,1.069182389937107,3,0.20588235294117646,105,1.0
34346,0,29,4.711984283898866,28,1.449613350233287,1.0,1,27,0.0,1.0,1,0.08928571428571429,29,1.0
9778,5,48,4.320083942715693,47,1.612256479431107,0.989010989010989,3,41,0.0,1.011111111111111,2,0.14285714285714285,48,1.0
42549,5,58,5.106017416898334,57,1.4959805869001639,0.9911504424778761,1,55,0.0,1.0089285714285714,2,0.1415929203539823,58,1.0
34357,0,29,5.013144916625075,28,1.4565779292443595,0.9818181818181818,1,26,0.0,1.0185185185185186,2,0.09090909090909091,29,1.0
17978,0,80,4.430864843281459,79,1.4992130080983006,1.0,1,78,0.0,1.0,1,0.15822784810126583,80,1.0
34362,0,81,4.71218654396046,80,1.4964914192985155,1.0,1,79,0.0,1.0,1,0.15625,81,1.0
26176,0,47,4.417919872997741,46,1.414027862689752,1.0,0,46,0.0,1.0,1,0.13043478260869565,47,1.0
1601,5,61,3.681693392004564,60,1.549623010739071,0.9636363636363636,1,49,0.0,1.0377358490566038,2,0.17272727272727273,61,1.0
17987,5,80,4.9081900274010115,79,1.547841588360897,0.987012987012987,2,73,0.0,1.013157894736842,3,0.16233766233766234,80,1.0
17989,0,49,4.732144371029723,48,1.4991769566727309,0.9894736842105263,1,46,0.0,1.0106382978723405,2,0.1368421052631579,49,1.0
9799,2,48,4.820523283175604,47,1.6643730104247851,0.9358974358974359,3,28,0.0,1.0684931506849316,3,0.16666666666666666,48,1.0
17994,0,49,4.431251154695155,48,1.4943760636611876,1.0,1,47,0.0,1.0,1,0.13541666666666666,49,1.0
42570,0,58,4.80520851154057,57,1.4919118753527483,1.0,1,56,0.0,1.0,1,0.14035087719298245,58,1.0
17997,0,49,4.732337458740906,48,1.5039078807867505,0.9893617021276596,1,45,0.0,1.010752688172043,2,0.13829787234042554,49,1.0
34383,1,143,5.979556113635344,142,1.7173880824051788,0.9342105263157895,9,77,0.0,1.0704225352112675,5,0.2149122807017544,143,1.0
26192,0,47,4.418185242939565,46,1.414027862689752,1.0,0,46,0.0,1.0,1,0.13043478260869565,47,1.0
26194,4,127,5.173771733947819,126,1.6037910930874726,0.987603305785124,5,111,0.0,1.0125523012552302,3,0.17768595041322313,127,1.0
18002,4,142,5.010914489420639,141,1.5946856605359399,0.9926470588235294,5,126,0.0,1.0074074074074073,3,0.1801470588235294,142,1.0
1625,4,136,3.965342835560622,135,1.6026065033088206,0.976,4,111,0.0,1.0245901639344261,3,0.192,136,1.0
42588,0,58,4.85656577281353,57,1.5378512735226566,1.0,2,55,0.0,1.0,1,0.14035087719298245,58,1.0
9821,6,136,4.469306445431168,135,1.503115138914756,0.9962546816479401,1,131,0.0,1.0037593984962405,2,0.1760299625468165,136,1.0
42591,2,102,5.810813653353996,101,1.6302297659137521,0.9788359788359788,5,83,0.0,1.0216216216216216,4,0.1746031746031746,102,1.0
42596,0,58,4.629379013907319,57,1.428202619456569,1.0,0,57,0.0,1.0,1,0.14035087719298245,58,1.0
1640,0,30,3.215108581053093,29,1.3986632550737212,1.0,0,29,0.0,1.0,1,0.1206896551724138,30,1.0
18025,2,67,5.136368550900693,66,1.66309942741212,0.9568965517241379,4,46,0.0,1.045045045045045,3,0.1724137931034483,67,1.0
1641,2,74,4.095970922343715,73,1.659958822180349,0.9618320610687023,4,54,0.0,1.0396825396825398,3,0.183206106870229,74,1.0
18024,0,49,4.255875273391466,48,1.4213289386011196,1.0,0,48,0.0,1.0,1,0.13541666666666666,49,1.0
26216,0,47,4.418582994066992,46,1.414027862689752,1.0,0,46,0.0,1.0,1,0.13043478260869565,47,1.0
42608,6,89,4.658211794022155,88,1.4960483362909145,1.0,1,87,0.0,1.0,1,0.1590909090909091,89,1.0
9855,1,97,5.98186072127759,96,1.7929311421145444,0.92,11,43,0.0,1.0869565217391304,5,0.21333333333333335,97,1.0
26244,0,78,4.41904657710416,77,1.4475563605477277,1.0,0,77,0.0,1.0,1,0.15584415584415584,78,1.0
42629,5,89,5.106833191509575,88,1.4987645834980177,0.9942857142857143,1,86,0.0,1.0057471264367817,2,0.16,89,1.0
26245,5,78,4.896178863486135,77,1.500653947945277,0.9934640522875817,1,75,0.0,1.006578947368421,2,0.1568627450980392,78,1.0
34438,4,174,4.889240056333886,173,1.516534075651293,0.997093023255814,2,169,0.0,1.0029154518950438,2,0.17732558139534885,174,1.0
34440,0,81,4.595110255778039,80,1.4964914192985155,1.0,1,79,0.0,1.0,1,0.15625,81,1.0
42634,0,58,4.805860921807424,57,1.4919118753527483,1.0,1,56,0.0,1.0,1,0.14035087719298245,58,1.0
26253,5,78,4.8963112215814295,77,1.5037272952481935,0.993421052631579,1,74,0.0,1.0066225165562914,2,0.15789473684210525,78,1.0
1683,5,43,3.8794972872494284,42,1.6033508793824924,0.9615384615384616,2,34,0.0,1.04,3,0.15384615384615385,43,1.0
34452,0,81,4.595110255778039,80,1.4964914192985155,1.0,1,79,0.0,1.0,1,0.15625,81,1.0
26261,5,78,4.896443539350796,77,1.500653947945277,0.9934640522875817,1,75,0.0,1.006578947368421,2,0.1568627450980392,78,1.0
1690,0,43,3.404320467221731,42,1.5127233743710122,1.0,1,41,0.0,1.0,1,0.14285714285714285,43,1.0
26266,0,78,4.595507244388281,77,1.4975568320528894,1.0,1,76,0.0,1.0,1,0.15584415584415584,78,1.0
9885,6,136,4.472127217179851,135,1.5084257160670478,0.9962121212121212,1,128,0.0,1.0038022813688212,2,0.17803030303030304,136,1.0
26270,5,78,5.123854906326854,77,1.6145421502922737,0.9864864864864865,4,67,0.0,1.0136986301369864,3,0.16216216216216217,78,1.0
9887,3,242,5.989183196502892,241,1.688469431173214,0.9570405727923628,13,165,0.0,1.0448877805486285,4,0.2100238663484487,242,1.0
1696,0,17,3.229681842317676,16,1.271782221599798,1.0,0,16,0.0,1.0,1,0.0625,17,1.0
18081,5,93,4.734359713534696,92,1.5240082122516225,0.9770114942528736,1,81,0.0,1.0235294117647058,2,0.1724137931034483,93,1.0
42659,4,195,5.28323110257895,194,1.5247779316704821,0.9920424403183024,2,181,0.0,1.0080213903743316,3,0.1830238726790451,195,1.0
1699,2,61,3.965342835560622,60,1.6448302231583982,0.9626168224299065,3,44,0.0,1.0388349514563107,3,0.17757009345794392,61,1.0
34469,4,174,5.321559079158719,173,1.5581843423114219,0.981651376146789,3,151,0.0,1.0186915887850467,3,0.18654434250764526,174,1.0
9894,4,123,4.6261452503796185,122,1.597327833403634,0.9869565217391304,4,104,0.0,1.013215859030837,3,0.1826086956521739,123,1.0
26283,3,215,5.398816398669286,214,1.6224299451159991,0.9442896935933147,5,140,0.0,1.0589970501474926,3,0.21448467966573817,215,1.0
34476,4,143,4.982076661723761,142,1.5874605488548632,0.9927797833935018,5,130,0.0,1.0072727272727273,2,0.17689530685920576,143,1.0
34478,4,143,5.065837302289574,142,1.5612829540555504,0.988929889298893,3,126,0.0,1.0111940298507462,2,0.18081180811808117,143,1.0
42673,5,58,5.1072812152421,57,1.5039706746276646,0.9819819819819819,1,53,0.0,1.018348623853211,2,0.14414414414414414,58,1.0
26291,5,47,5.073032466674229,46,1.563176954925253,0.9772727272727273,2,40,0.0,1.0232558139534884,3,0.13636363636363635,47,1.0
18105,5,41,4.786105176895488,40,1.5870014843714926,0.958904109589041,2,31,0.0,1.042857142857143,2,0.136986301369863,41,1.0
18106,0,41,4.433945755538029,40,1.4899695279779017,1.0,1,39,0.0,1.0,1,0.125,41,1.0
1721,5,56,3.764400322956388,55,1.5853071235164675,0.9711538461538461,2,47,0.0,1.0297029702970297,2,0.16346153846153846,56,1.0
1723,2,56,3.9409644934927996,55,1.6424528590648908,0.96,3,42,0.0,1.0416666666666667,3,0.17,56,1.0
34498,4,143,5.043507673552018,142,1.5904301885889107,0.9886792452830189,4,119,0.0,1.0114503816793894,2,0.18490566037735848,143,1.0
26306,5,101,4.9257915107149115,100,1.617870492521748,0.9891304347826086,4,80,0.0,1.010989010989011,2,0.1793478260869565,101,1.0
9925,0,43,4.473880940928732,42,1.50141344071442,0.9879518072289156,1,40,0.0,1.0121951219512195,2,0.13253012048192772,43,1.0
18121,5,41,4.9625824050050005,40,1.6316023934494122,0.9594594594594594,3,31,0.0,1.0422535211267605,3,0.13513513513513514,41,1.0
42698,0,58,4.806512353473801,57,1.4919118753527483,1.0,1,56,0.0,1.0,1,0.14035087719298245,58,1.0
34507,1,187,6.231030231296859,186,1.7078064371902824,0.9100719424460432,10,82,0.0,1.098814229249012,5,0.23741007194244604,187,1.0
1740,0,30,3.292477593667784,29,1.5068617212993536,1.0,1,28,0.0,1.0,1,0.1206896551724138,30,1.0
26321,4,202,5.159389709781053,201,1.5601718323501523,0.9786096256684492,3,170,0.0,1.0218579234972678,3,0.1925133689839572,202,1.0
1747,4,149,3.965342835560622,148,1.6011190308869137,0.9573643410852714,3,107,0.0,1.0445344129554657,3,0.2054263565891473,149,1.0
1748,4,118,3.965342835560622,117,1.6355189489624606,0.9821428571428571,6,101,0.0,1.018181818181818,3,0.18303571428571427,118,1.0
18133,5,67,4.735606882979251,66,1.5027175673666884,0.9923664122137404,1,64,0.0,1.0076923076923077,2,0.15267175572519084,67,1.0
9944,0,74,3.9976047874604546,73,1.4494688926040666,1.0,0,73,0.0,1.0,1,0.15753424657534246,74,1.0
42714,0,50,4.806675058827879,49,1.4891872275603824,1.0,1,48,0.0,1.0,1,0.1326530612244898,50,1.0
42719,2,50,5.812116865591551,49,1.70728037258356,0.9418604651162791,5,32,0.0,1.0617283950617284,3,0.1511627906976744,50,1.0
34534,5,55,4.890448964779618,54,1.544946071351598,0.9906542056074766,2,51,0.0,1.009433962264151,2,0.14018691588785046,55,1.0
1768,4,118,3.965342835560622,117,1.6355189489624606,0.9821428571428571,6,101,0.0,1.018181818181818,3,0.18303571428571427,118,1.0
42731,5,89,5.386279533445992,88,1.599090342447318,0.9751552795031055,3,70,0.0,1.0254777070063694,3,0.17391304347826086,89,1.0
1777,6,118,3.965342835560622,117,1.5889772397930104,0.9723502304147466,3,97,0.0,1.028436018957346,3,0.1889400921658986,118,1.0
9969,5,92,4.475801892745725,91,1.5088561147031894,0.9888268156424581,1,87,0.0,1.0112994350282485,2,0.16759776536312848,92,1.0
42739,2,102,5.312594096062814,101,1.594640139551554,0.9728260869565217,3,80,0.0,1.0279329608938548,3,0.1793478260869565,102,1.0
18172,3,186,6.106169471086994,185,1.7381912492024583,0.9319727891156463,13,96,0.0,1.072992700729927,4,0.22448979591836735,186,1.0
18174,3,186,6.106169471086994,185,1.7299409915761035,0.9273356401384083,12,92,0.0,1.078358208955224,4,0.22837370242214533,186,1.0
42750,2,102,5.863594655297867,101,1.6922179611576211,0.9608938547486033,7,71,0.0,1.0406976744186047,3,0.18435754189944134,102,1.0
9987,4,167,4.652681384763574,166,1.5326810528878885,0.9906542056074766,2,153,0.0,1.009433962264151,3,0.1838006230529595,167,1.0
26372,6,127,4.42115953477408,126,1.4630143377262081,1.0,0,126,0.0,1.0,1,0.17063492063492064,127,1.0
34568,4,174,4.919627153833269,173,1.5327648963158493,0.9971014492753624,3,169,0.0,1.002906976744186,2,0.17681159420289855,174,1.0
26379,5,78,5.074483646521272,77,1.5867744962757246,0.9705882352941176,2,57,0.0,1.0303030303030303,2,0.17647058823529413,78,1.0
1809,5,56,3.73471984165568,55,1.5450531479446856,0.9705882352941176,1,46,0.0,1.0303030303030303,2,0.16666666666666666,56,1.0
26387,4,127,5.074615331828475,126,1.5467336765211388,0.9790794979079498,2,111,0.0,1.0213675213675213,3,0.1799163179916318,127,1.0
10004,0,30,4.00021709297223,29,1.36775429077692,1.0,0,29,0.0,1.0,1,0.10344827586206896,30,1.0
34582,1,99,5.777468147277004,98,1.735234914626951,0.937888198757764,8,55,0.0,1.0662251655629138,4,0.19875776397515527,99,1.0
34589,5,55,5.016067631549727,54,1.509527912069932,0.9903846153846154,1,49,0.0,1.0097087378640777,2,0.14423076923076922,55,1.0
10015,2,66,5.182177751815188,65,1.6887641406443588,0.9572649572649573,5,47,0.0,1.0446428571428572,3,0.17094017094017094,66,1.0
10017,5,92,4.477887831360864,91,1.5166113971997548,0.9829545454545454,1,84,0.0,1.0173410404624277,2,0.17045454545454544,92,1.0
18211,4,155,4.913564856132247,154,1.5221550926366034,0.9934426229508196,2,149,0.0,1.0066006600660067,3,0.17704918032786884,155,1.0
10019,5,92,4.654070603474727,91,1.5416902780241892,0.9888268156424581,2,86,0.0,1.0112994350282485,3,0.16759776536312848,92,1.0
42788,6,195,4.733686674334263,194,1.492811215142813,1.0,1,193,0.0,1.0,1,0.17783505154639176,195,1.0
18218,0,62,4.436623740641528,61,1.4979384013771246,1.0,1,60,0.0,1.0,1,0.14754098360655737,62,1.0
10027,5,92,4.654417214913714,91,1.5523484841850461,0.9828571428571429,2,82,0.0,1.0174418604651163,2,0.17142857142857143,92,1.0
10029,0,43,4.478407754317061,42,1.5067651758055094,0.9878048780487805,1,39,0.0,1.0123456790123457,2,0.13414634146341464,43,1.0
18230,4,155,5.016368861779009,154,1.5807200183712833,0.9900662251655629,5,143,0.0,1.0100334448160535,3,0.17880794701986755,155,1.0
34615,2,55,5.368578796341865,54,1.627066896131319,0.9587628865979382,3,40,0.0,1.043010752688172,3,0.15463917525773196,55,1.0
18232,6,155,4.4145221155206515,154,1.4971615354753103,1.0,1,152,0.0,1.0,1,0.1758957654723127,155,1.0
1848,4,131,3.965342835560622,130,1.6082042791313105,0.9879518072289156,5,114,0.0,1.0121951219512195,3,0.18473895582329317,131,1.0
10040,6,92,4.155609283678915,91,1.5114611592586895,1.0,1,86,0.0,1.0,1,0.16853932584269662,92,1.0
18236,6,155,4.664350468027745,154,1.5415063186484526,0.9967213114754099,3,148,0.0,1.0032894736842106,2,0.17704918032786884,155,1.0
26428,5,78,4.825458575036394,77,1.5761145598803556,0.9933774834437086,3,71,0.0,1.0066666666666666,2,0.15894039735099338,78,1.0
1860,0,38,3.269746373130767,37,1.4209260948781606,1.0,0,37,0.0,1.0,1,0.13513513513513514,38,1.0
10056,0,43,4.002468450128332,42,1.4148035515441015,1.0,0,42,0.0,1.0,1,0.13095238095238096,43,1.0
42825,5,58,5.336077306322113,57,1.6100113067318076,0.9716981132075472,3,46,0.0,1.029126213592233,3,0.1509433962264151,58,1.0
18251,5,62,4.914517686210375,61,1.5613736119340103,0.9829059829059829,2,54,0.0,1.017391304347826,2,0.15384615384615385,62,1.0
18255,4,155,5.266798309410112,154,1.5738928280286557,0.9831081081081081,4,138,0.0,1.0171821305841924,3,0.18243243243243243,155,1.0
42831,2,89,5.637162384297652,88,1.6208053380411607,0.9693251533742331,4,71,0.0,1.0316455696202531,3,0.17177914110429449,89,1.0
18257,6,155,4.738566528545448,154,1.506496986757103,0.9900332225913622,1,146,0.0,1.0100671140939597,2,0.17940199335548174,155,1.0
18259,2,67,5.193138517826327,66,1.6777275710531658,0.9363636363636364,4,40,0.0,1.0679611650485437,3,0.18181818181818182,67,1.0
42840,6,102,4.631859599634449,101,1.4557766367033624,1.0,0,101,0.0,1.0,1,0.16336633663366337,102,1.0
1881,5,38,3.8029788553352617,37,1.5981211722409605,0.9714285714285714,2,31,0.0,1.0294117647058822,2,0.14285714285714285,38,1.0
18265,5,62,4.789926036357473,61,1.5575344161244846,0.9830508474576272,2,55,0.0,1.0172413793103448,2,0.15254237288135594,62,1.0
26462,4,140,5.12701728245051,139,1.5700517080066017,0.9926470588235294,4,129,0.0,1.0074074074074073,2,0.17647058823529413,140,1.0
1892,0,38,3.277150613963797,37,1.4209260948781606,1.0,0,37,0.0,1.0,1,0.13513513513513514,38,1.0
18280,0,36,4.261999948651827,35,1.387756329066574,1.0,0,35,0.0,1.0,1,0.11428571428571428,36,1.0
34665,2,55,5.420366730112769,54,1.651742417510091,0.97,4,42,0.0,1.0309278350515463,3,0.15,55,1.0
1898,0,38,3.454692449239477,37,1.5105541283423214,1.0,1,36,0.0,1.0,1,0.13513513513513514,38,1.0
42859,5,102,5.285262428728119,101,1.5520756260256219,0.9842931937172775,2,88,0.0,1.0159574468085106,2,0.17277486910994763,102,1.0
10091,5,48,4.657180192506787,47,1.6104740406828255,0.9629629629629629,2,32,0.0,1.0384615384615385,2,0.16049382716049382,48,1.0
18285,5,62,4.739232053376588,61,1.5131522856891495,0.9915254237288136,1,56,0.0,1.0085470085470085,2,0.15254237288135594,62,1.0
1903,2,131,4.336239528754922,130,1.6452149115352586,0.9605263157894737,5,93,0.0,1.0410958904109588,4,0.20175438596491227,131,1.0
34677,6,143,5.017171122419949,142,1.4967353659167324,0.9964664310954063,1,140,0.0,1.00354609929078,2,0.17314487632508835,143,1.0
18293,0,36,4.739422016155787,35,1.4875538988471164,0.9855072463768116,1,33,0.0,1.0147058823529411,2,0.11594202898550725,36,1.0
26489,1,127,5.485592254339498,126,1.6812389088236603,0.9313725490196079,6,72,0.0,1.0736842105263158,3,0.2107843137254902,127,1.0
10106,4,180,5.141139228075312,179,1.6167545007617654,0.9852507374631269,7,153,0.0,1.0149700598802396,4,0.1887905604719764,180,1.0
10110,2,87,5.163700924991159,86,1.7403522803355282,0.9530201342281879,8,55,0.0,1.0492957746478873,3,0.18791946308724833,87,1.0
42878,1,76,6.194446903062575,75,1.810251800738187,0.9349593495934959,11,37,0.0,1.0695652173913044,5,0.18699186991869918,76,1.0
26498,0,78,4.599326207207714,77,1.500653947945277,1.0,1,75,0.0,1.0,1,0.1568627450980392,78,1.0
10117,5,74,4.482201621904094,73,1.508226767663179,0.9930555555555556,1,70,0.0,1.006993006993007,2,0.1597222222222222,74,1.0
26503,5,78,5.252612768142935,77,1.588776104210572,0.9795918367346939,3,67,0.0,1.0208333333333333,3,0.16326530612244897,78,1.0
26505,4,171,5.178876271341091,170,1.5807062117877622,0.9811320754716981,4,144,0.0,1.0192307692307692,3,0.18867924528301888,171,1.0
34699,4,161,5.193539207292618,160,1.553694011240394,0.9761904761904762,2,132,0.0,1.024390243902439,2,0.19047619047619047,161,1.0
10127,4,136,5.010914489420639,135,1.5903477352756052,0.9803921568627451,4,116,0.0,1.02,4,0.1843137254901961,136,1.0
10129,5,74,4.482716409141233,73,1.511459294850129,0.986013986013986,1,69,0.0,1.0141843971631206,2,0.16083916083916083,74,1.0
18328,6,155,4.263138771218142,154,1.4673233219893345,1.0,0,154,0.0,1.0,1,0.17532467532467533,155,1.0
42907,4,164,5.689089436141923,163,1.6133416991679437,0.9693877551020408,5,126,0.0,1.0315789473684212,4,0.19387755102040816,164,1.0
42908,5,102,5.087074759856658,101,1.5960326643527905,0.9948453608247423,4,89,0.0,1.005181347150259,2,0.17010309278350516,102,1.0
10141,2,87,4.790432953861682,86,1.6183725251694385,0.9671052631578947,3,63,0.0,1.034013605442177,3,0.18421052631578946,87,1.0
18334,2,93,5.348447007932347,92,1.7065968624701817,0.9629629629629629,7,63,0.0,1.0384615384615385,4,0.18518518518518517,93,1.0
18332,2,93,5.348447007932347,92,1.7118747899378979,0.9761904761904762,8,68,0.0,1.024390243902439,4,0.17857142857142858,93,1.0
42912,0,76,4.632588876637148,75,1.44464407636362,1.0,0,75,0.0,1.0,1,0.15333333333333332,76,1.0
1953,5,38,3.767971721381619,37,1.5514221402191626,0.9552238805970149,1,29,0.0,1.046875,2,0.14925373134328357,38,1.0
10145,5,35,4.483401844299177,34,1.5303624958688409,0.9508196721311475,1,26,0.0,1.0517241379310345,2,0.13114754098360656,35,1.0
42921,3,151,6.268661500019021,150,1.68203752448653,0.9626865671641791,9,109,0.0,1.0387596899224807,5,0.19402985074626866,151,1.0
10155,2,87,5.216833331439544,86,1.7126244432506308,0.9295774647887324,6,50,0.0,1.0757575757575757,4,0.19718309859154928,87,1.0
26545,5,96,4.901114891385686,95,1.5052399257695914,0.9893048128342246,1,91,0.0,1.0108108108108107,2,0.1657754010695187,96,1.0
1985,5,51,3.7750276000988445,50,1.530153606324938,0.9791666666666666,1,45,0.0,1.0212765957446808,2,0.15625,51,1.0
34758,5,50,4.893256732924708,49,1.5452028796471273,0.9896907216494846,2,46,0.0,1.0104166666666667,2,0.13402061855670103,50,1.0
26570,6,109,4.658211794022155,108,1.527971084423355,1.0,2,105,0.0,1.0,1,0.16744186046511628,109,1.0
42955,5,76,5.286234100760878,75,1.5494796863068576,0.9862068965517241,2,68,0.0,1.013986013986014,2,0.15862068965517243,76,1.0
10188,0,35,4.0593740590659575,34,1.4892799205077312,1.0,1,33,0.0,1.0,1,0.11764705882352941,35,1.0
10190,5,74,4.763794742623729,73,1.6573809010608105,0.9782608695652174,5,60,0.0,1.0222222222222221,3,0.16666666666666666,74,1.0
34766,2,55,5.296702476570942,54,1.6797855649210998,0.9702970297029703,5,42,0.0,1.030612244897959,3,0.1485148514851485,55,1.0
42960,6,102,4.633074381849491,101,1.4557766367033624,1.0,0,101,0.0,1.0,1,0.16336633663366337,102,1.0
26575,2,78,5.429883033005394,77,1.6299478727703924,0.972027972027972,4,62,0.0,1.0287769784172662,3,0.16783216783216784,78,1.0
34771,1,86,6.103442798836905,85,1.7478984423957558,0.9290780141843972,8,48,0.0,1.0763358778625953,4,0.19148936170212766,86,1.0
10197,5,61,4.485622066705574,60,1.5057515490216518,0.9915966386554622,1,58,0.0,1.0084745762711864,2,0.15126050420168066,61,1.0
34774,2,86,5.376534985393631,85,1.6992120963868937,0.952054794520548,6,55,0.0,1.0503597122302157,3,0.18493150684931506,86,1.0
42965,6,102,5.110242809528675,101,1.4982219173892102,0.9950248756218906,1,99,0.0,1.005,2,0.16417910447761194,102,1.0
2010,5,69,3.965342835560622,68,1.6806071444925395,0.9761904761904762,5,53,0.0,1.024390243902439,3,0.1746031746031746,69,1.0
42975,2,133,5.814711616546996,132,1.6348491746227674,0.9656652360515021,5,96,0.0,1.0355555555555556,3,0.19313304721030042,133,1.0
34790,4,205,5.281026545814859,204,1.5659988299610692,0.9899497487437185,5,189,0.0,1.0101522842639594,3,0.18341708542713567,205,1.0
34795,2,112,5.473149622185429,111,1.6205241828641046,0.964824120603015,4,84,0.0,1.0364583333333333,3,0.18592964824120603,112,1.0
42990,5,102,5.161658433134395,101,1.5621913741012587,0.9949494949494949,3,94,0.0,1.0050761421319796,2,0.16666666666666666,102,1.0
2034,4,157,3.965342835560622,156,1.643759464811318,0.9790940766550522,7,124,0.0,1.0213523131672597,3,0.1951219512195122,157,1.0
34803,5,81,5.194838900796531,80,1.570249917386882,0.9727891156462585,2,65,0.0,1.027972027972028,3,0.17006802721088435,81,1.0
42996,5,102,5.014255849290564,101,1.5597218595514097,0.9899497487437185,3,95,0.0,1.0101522842639594,2,0.1658291457286432,102,1.0
26613,5,78,4.982076661723761,77,1.5652528350811536,0.9722222222222222,2,65,0.0,1.0285714285714285,2,0.16666666666666666,78,1.0
26614,5,78,4.879652016855945,77,1.617707066014492,0.9727891156462585,4,66,0.0,1.027972027972028,2,0.16326530612244897,78,1.0
34808,5,81,5.348447007932347,80,1.6327009172174063,0.9870967741935484,5,70,0.0,1.0130718954248366,3,0.16129032258064516,81,1.0
34809,2,81,5.325788550985864,80,1.6832384154914608,0.9338235294117647,5,51,0.0,1.0708661417322836,3,0.18382352941176472,81,1.0
2042,5,51,4.117966935491767,50,1.7002237262558648,0.9789473684210527,5,40,0.0,1.021505376344086,3,0.15789473684210525,51,1.0
34811,1,86,5.92784085046263,85,1.7706446823232151,0.9083969465648855,9,37,0.0,1.1008403361344539,3,0.20610687022900764,86,1.0
2041,2,64,3.9409644934927996,63,1.6743072820149894,0.9464285714285714,4,45,0.0,1.0566037735849056,3,0.17857142857142858,64,1.0
26622,3,171,6.186185612289843,170,1.682458343505856,0.9671052631578947,10,124,0.0,1.034013605442177,4,0.19736842105263158,171,1.0
18439,5,49,5.095061200384769,48,1.62834884637204,0.9659090909090909,3,37,0.0,1.035294117647059,3,0.14772727272727273,49,1.0
26633,4,171,5.129809081301177,170,1.5624524967652782,0.987460815047022,3,146,0.0,1.0126984126984127,2,0.18808777429467086,171,1.0
2059,5,38,3.967032882158702,37,1.6097761888093558,0.9705882352941176,2,29,0.0,1.0303030303030303,2,0.14705882352941177,38,1.0
26635,4,171,5.078677896693273,170,1.5231692484874269,0.9940119760479041,2,162,0.0,1.0060240963855422,2,0.17964071856287425,171,1.0
26636,6,96,4.476672251730178,95,1.4976901468588897,1.0,1,94,0.0,1.0,1,0.1631578947368421,96,1.0
10259,4,149,4.664350468027745,148,1.5325790276646907,0.9895833333333334,2,138,0.0,1.0105263157894737,3,0.18055555555555555,149,1.0
43029,5,76,5.110889236512466,75,1.4988867544830384,0.9932885906040269,1,73,0.0,1.0067567567567568,2,0.15436241610738255,76,1.0
2070,4,126,3.965342835560622,125,1.613807964308838,0.9831932773109243,5,108,0.0,1.017094017094017,3,0.18487394957983194,126,1.0
43040,6,120,4.633882353026287,119,1.4605357602191582,1.0,0,119,0.0,1.0,1,0.16806722689075632,120,1.0
2080,0,33,3.318272080211627,32,1.4056390622295665,1.0,0,32,0.0,1.0,1,0.125,33,1.0
