q,n_start,steps_to_graph,on_graph 
2211,144940575,0,True
2212,145006111,0,True
2213,145071647,0,True
2214,145137183,0,True
2215,145202719,0,True
2216,145268255,0,True
2217,145333791,0,True
2218,145399327,0,True
2219,145464863,0,True
2220,145530399,0,True
2221,145595935,0,True
2222,145661471,0,True
2223,145727007,0,True
2224,145792543,0,True
2225,145858079,0,True
2226,145923615,0,True
2227,145989151,0,True
2228,146054687,0,True
2229,146120223,0,True
2230,146185759,0,True
2231,146251295,0,True
2232,146316831,0,True
2233,146382367,0,True
2234,146447903,0,True
2235,146513439,0,True
2236,146578975,0,True
2237,146644511,0,True
2238,146710047,0,True
2239,146775583,0,True
2240,146841119,0,True
2241,146906655,0,True
2242,146972191,0,True
2243,147037727,0,True
2244,147103263,0,True
2245,147168799,0,True
2246,147234335,0,True
2247,147299871,0,True
2248,147365407,0,True
2249,147430943,0,True
2250,147496479,0,True
2251,147562015,0,True
2252,147627551,0,True
2253,147693087,0,True
2254,147758623,0,True
2255,147824159,0,True
2256,147889695,0,True
2257,147955231,0,True
2258,148020767,0,True
2259,148086303,0,True
2260,148151839,0,True
2261,148217375,0,True
2262,148282911,0,True
2263,148348447,0,True
2264,148413983,0,True
2265,148479519,0,True
2266,148545055,0,True
2267,148610591,0,True
2268,148676127,0,True
2269,148741663,0,True
2270,148807199,0,True
2271,148872735,0,True
2272,148938271,0,True
2273,149003807,0,True
2274,149069343,0,True
2275,149134879,0,True
2276,149200415,0,True
2277,149265951,0,True
2278,149331487,0,True
2279,149397023,0,True
2280,149462559,0,True
2281,149528095,0,True
2282,149593631,0,True
2283,149659167,0,True
2284,149724703,0,True
2285,149790239,0,True
2286,149855775,0,True
2287,149921311,0,True
2288,149986847,0,True
2289,150052383,0,True
2290,150117919,0,True
2291,150183455,0,True
2292,150248991,0,True
2293,150314527,0,True
2294,150380063,0,True
2295,150445599,0,True
2296,150511135,0,True
2297,150576671,0,True
2298,150642207,0,True
2299,150707743,0,True
2300,150773279,0,True
2301,150838815,0,True
2302,150904351,0,True
2303,150969887,0,True
2304,151035423,0,True
2305,151100959,0,True
2306,151166495,0,True
2307,151232031,0,True
2308,151297567,0,True
2309,151363103,0,True
2310,151428639,0,True
2311,151494175,0,True
2312,151559711,0,True
2313,151625247,0,True
2314,151690783,0,True
2315,151756319,0,True
2316,151821855,0,True
2317,151887391,0,True
2318,151952927,0,True
2319,152018463,0,True
2320,152083999,0,True
2321,152149535,0,True
2322,152215071,0,True
2323,152280607,0,True
2324,152346143,0,True
2325,152411679,0,True
2326,152477215,0,True
2327,152542751,0,True
2328,152608287,0,True
2329,152673823,0,True
2330,152739359,0,True
2331,152804895,0,True
2332,152870431,0,True
2333,152935967,0,True
2334,153001503,0,True
2335,153067039,0,True
2336,153132575,0,True
2337,153198111,0,True
2338,153263647,0,True
2339,153329183,0,True
2340,153394719,0,True
2341,153460255,0,True
2342,153525791,0,True
2343,153591327,0,True
2344,153656863,0,True
2345,153722399,0,True
2346,153787935,0,True
2347,153853471,0,True
2348,153919007,0,True
2349,153984543,0,True
2350,154050079,0,True
2351,154115615,0,True
2352,154181151,0,True
2353,154246687,0,True
2354,154312223,0,True
2355,154377759,0,True
2356,154443295,0,True
2357,154508831,0,True
2358,154574367,0,True
2359,154639903,0,True
2360,154705439,0,True
2361,154770975,0,True
2362,154836511,0,True
2363,154902047,0,True
2364,154967583,0,True
2365,155033119,0,True
2366,155098655,0,True
2367,155164191,0,True
2368,155229727,0,True
2369,155295263,0,True
2370,155360799,0,True
2371,155426335,0,True
2372,155491871,0,True
2373,155557407,0,True
2374,155622943,0,True
2375,155688479,0,True
2376,155754015,0,True
2377,155819551,0,True
2378,155885087,0,True
2379,155950623,0,True
2380,156016159,0,True
2381,156081695,0,True
2382,156147231,0,True
2383,156212767,0,True
2384,156278303,0,True
2385,156343839,0,True
2386,156409375,0,True
2387,156474911,0,True
2388,156540447,0,True
2389,156605983,0,True
2390,156671519,0,True
2391,156737055,0,True
2392,156802591,0,True
2393,156868127,0,True
2394,156933663,0,True
2395,156999199,0,True
2396,157064735,0,True
2397,157130271,0,True
2398,157195807,0,True
2399,157261343,0,True
2400,157326879,0,True
2401,157392415,0,True
2402,157457951,0,True
2403,157523487,0,True
2404,157589023,0,True
2405,157654559,0,True
2406,157720095,0,True
2407,157785631,0,True
2408,157851167,0,True
2409,157916703,0,True
2410,157982239,0,True
2411,158047775,0,True
2412,158113311,0,True
2413,158178847,0,True
2414,158244383,0,True
2415,158309919,0,True
2416,158375455,0,True
2417,158440991,0,True
2418,158506527,0,True
2419,158572063,0,True
2420,158637599,0,True
2421,158703135,0,True
2422,158768671,0,True
2423,158834207,0,True
2424,158899743,0,True
2425,158965279,0,True
2426,159030815,0,True
2427,159096351,0,True
2428,159161887,0,True
2429,159227423,0,True
2430,159292959,0,True
2431,159358495,0,True
2432,159424031,0,True
2433,159489567,0,True
2434,159555103,0,True
2435,159620639,0,True
2436,159686175,0,True
2437,159751711,0,True
2438,159817247,0,True
2439,159882783,0,True
2440,159948319,0,True
2441,160013855,0,True
2442,160079391,0,True
2443,160144927,0,True
2444,160210463,0,True
2445,160275999,0,True
2446,160341535,0,True
2447,160407071,0,True
2448,160472607,0,True
2449,160538143,0,True
2450,160603679,0,True
2451,160669215,0,True
2452,160734751,0,True
2453,160800287,0,True
2454,160865823,0,True
2455,160931359,0,True
2456,160996895,0,True
2457,161062431,0,True
2458,161127967,0,True
2459,161193503,0,True
2460,161259039,0,True
2461,161324575,0,True
2462,161390111,0,True
2463,161455647,0,True
2464,161521183,0,True
2465,161586719,0,True
2466,161652255,0,True
2467,161717791,0,True
2468,161783327,0,True
2469,161848863,0,True
2470,161914399,0,True
2471,161979935,0,True
2472,162045471,0,True
2473,162111007,0,True
2474,162176543,0,True
2475,162242079,0,True
2476,162307615,0,True
2477,162373151,0,True
2478,162438687,0,True
2479,162504223,0,True
2480,162569759,0,True
2481,162635295,0,True
2482,162700831,0,True
2483,162766367,0,True
2484,162831903,0,True
2485,162897439,0,True
2486,162962975,0,True
2487,163028511,0,True
2488,163094047,0,True
2489,163159583,0,True
2490,163225119,0,True
2491,163290655,0,True
2492,163356191,0,True
2493,163421727,0,True
2494,163487263,0,True
2495,163552799,0,True
2496,163618335,0,True
2497,163683871,0,True
2498,163749407,0,True
2499,163814943,0,True
2500,163880479,0,True
2501,163946015,0,True
2502,164011551,0,True
2503,164077087,0,True
2504,164142623,0,True
2505,164208159,0,True
2506,164273695,0,True
2507,164339231,0,True
2508,164404767,0,True
2509,164470303,0,True
2510,164535839,0,True
2511,164601375,0,True
2512,164666911,0,True
2513,164732447,0,True
2514,164797983,0,True
2515,164863519,0,True
2516,164929055,0,True
2517,164994591,0,True
2518,165060127,0,True
2519,165125663,0,True
2520,165191199,0,True
2521,165256735,0,True
2522,165322271,0,True
2523,165387807,0,True
2524,165453343,0,True
2525,165518879,0,True
2526,165584415,0,True
2527,165649951,0,True
2528,165715487,0,True
2529,165781023,0,True
2530,165846559,0,True
2531,165912095,0,True
2532,165977631,0,True
2533,166043167,0,True
2534,166108703,0,True
2535,166174239,0,True
2536,166239775,0,True
2537,166305311,0,True
2538,166370847,0,True
2539,166436383,0,True
2540,166501919,0,True
2541,166567455,0,True
2542,166632991,0,True
2543,166698527,0,True
2544,166764063,0,True
2545,166829599,0,True
2546,166895135,0,True
2547,166960671,0,True
2548,167026207,0,True
2549,167091743,0,True
2550,167157279,0,True
2551,167222815,0,True
2552,167288351,0,True
2553,167353887,0,True
2554,167419423,0,True
2555,167484959,0,True
2556,167550495,0,True
2557,167616031,0,True
2558,167681567,0,True
2559,167747103,0,True
2560,167812639,0,True
2561,167878175,0,True
2562,167943711,0,True
2563,168009247,0,True
2564,168074783,0,True
2565,168140319,0,True
2566,168205855,0,True
2567,168271391,0,True
2568,168336927,0,True
2569,168402463,0,True
2570,168467999,0,True
2571,168533535,0,True
2572,168599071,0,True
2573,168664607,0,True
2574,168730143,0,True
2575,168795679,0,True
2576,168861215,0,True
2577,168926751,0,True
2578,168992287,0,True
2579,169057823,0,True
2580,169123359,0,True
2581,169188895,0,True
2582,169254431,0,True
2583,169319967,0,True
2584,169385503,0,True
2585,169451039,0,True
2586,169516575,0,True
2587,169582111,0,True
2588,169647647,0,True
2589,169713183,0,True
2590,169778719,0,True
2591,169844255,0,True
2592,169909791,0,True
2593,169975327,0,True
2594,170040863,0,True
2595,170106399,0,True
2596,170171935,0,True
2597,170237471,0,True
2598,170303007,0,True
2599,170368543,0,True
2600,170434079,0,True
2601,170499615,0,True
2602,170565151,0,True
2603,170630687,0,True
2604,170696223,0,True
2605,170761759,0,True
2606,170827295,0,True
2607,170892831,0,True
2608,170958367,0,True
2609,171023903,0,True
2610,171089439,0,True
2611,171154975,0,True
2612,171220511,0,True
2613,171286047,0,True
2614,171351583,0,True
2615,171417119,0,True
2616,171482655,0,True
2617,171548191,0,True
2618,171613727,0,True
2619,171679263,0,True
2620,171744799,0,True
2621,171810335,0,True
2622,171875871,0,True
2623,171941407,0,True
2624,172006943,0,True
2625,172072479,0,True
2626,172138015,0,True
2627,172203551,0,True
2628,172269087,0,True
2629,172334623,0,True
2630,172400159,0,True
2631,172465695,0,True
2632,172531231,0,True
2633,172596767,0,True
2634,172662303,0,True
2635,172727839,0,True
2636,172793375,0,True
2637,172858911,0,True
2638,172924447,0,True
2639,172989983,0,True
2640,173055519,0,True
2641,173121055,0,True
2642,173186591,0,True
2643,173252127,0,True
2644,173317663,0,True
2645,173383199,0,True
2646,173448735,0,True
2647,173514271,0,True
2648,173579807,0,True
2649,173645343,0,True
2650,173710879,0,True
2651,173776415,0,True
2652,173841951,0,True
2653,173907487,0,True
2654,173973023,0,True
2655,174038559,0,True
2656,174104095,0,True
2657,174169631,0,True
2658,174235167,0,True
2659,174300703,0,True
2660,174366239,0,True
2661,174431775,0,True
2662,174497311,0,True
2663,174562847,0,True
2664,174628383,0,True
2665,174693919,0,True
2666,174759455,0,True
2667,174824991,0,True
2668,174890527,0,True
2669,174956063,0,True
2670,175021599,0,True
2671,175087135,0,True
2672,175152671,0,True
2673,175218207,0,True
2674,175283743,0,True
2675,175349279,0,True
2676,175414815,0,True
2677,175480351,0,True
2678,175545887,0,True
2679,175611423,0,True
2680,175676959,0,True
2681,175742495,0,True
2682,175808031,0,True
2683,175873567,0,True
2684,175939103,0,True
2685,176004639,0,True
2686,176070175,0,True
2687,176135711,0,True
2688,176201247,0,True
2689,176266783,0,True
2690,176332319,0,True
2691,176397855,0,True
2692,176463391,0,True
2693,176528927,0,True
2694,176594463,0,True
2695,176659999,0,True
2696,176725535,0,True
2697,176791071,0,True
2698,176856607,0,True
2699,176922143,0,True
2700,176987679,0,True
2701,177053215,0,True
2702,177118751,0,True
2703,177184287,0,True
2704,177249823,0,True
2705,177315359,0,True
2706,177380895,0,True
2707,177446431,0,True
2708,177511967,0,True
2709,177577503,0,True
2710,177643039,0,True
2711,177708575,0,True
2712,177774111,0,True
2713,177839647,0,True
2714,177905183,0,True
2715,177970719,0,True
2716,178036255,0,True
2717,178101791,0,True
2718,178167327,0,True
2719,178232863,0,True
2720,178298399,0,True
2721,178363935,0,True
2722,178429471,0,True
2723,178495007,0,True
2724,178560543,0,True
2725,178626079,0,True
2726,178691615,0,True
2727,178757151,0,True
2728,178822687,0,True
2729,178888223,0,True
2730,178953759,0,True
2731,179019295,0,True
2732,179084831,0,True
2733,179150367,0,True
2734,179215903,0,True
2735,179281439,0,True
2736,179346975,0,True
2737,179412511,0,True
2738,179478047,0,True
2739,179543583,0,True
2740,179609119,0,True
2741,179674655,0,True
2742,179740191,0,True
2743,179805727,0,True
2744,179871263,0,True
2745,179936799,0,True
2746,180002335,0,True
2747,180067871,0,True
2748,180133407,0,True
2749,180198943,0,True
2750,180264479,0,True
2751,180330015,0,True
2752,180395551,0,True
2753,180461087,0,True
2754,180526623,0,True
2755,180592159,0,True
2756,180657695,0,True
2757,180723231,0,True
2758,180788767,0,True
2759,180854303,0,True
2760,180919839,0,True
2761,180985375,0,True
2762,181050911,0,True
2763,181116447,0,True
2764,181181983,0,True
2765,181247519,0,True
2766,181313055,0,True
2767,181378591,0,True
2768,181444127,0,True
2769,181509663,0,True
2770,181575199,0,True
2771,181640735,0,True
2772,181706271,0,True
2773,181771807,0,True
2774,181837343,0,True
2775,181902879,0,True
2776,181968415,0,True
2777,182033951,0,True
2778,182099487,0,True
2779,182165023,0,True
2780,182230559,0,True
2781,182296095,0,True
2782,182361631,0,True
2783,182427167,0,True
2784,182492703,0,True
2785,182558239,0,True
2786,182623775,0,True
2787,182689311,0,True
2788,182754847,0,True
2789,182820383,0,True
2790,182885919,0,True
2791,182951455,0,True
2792,183016991,0,True
2793,183082527,0,True
2794,183148063,0,True
2795,183213599,0,True
2796,183279135,0,True
2797,183344671,0,True
2798,183410207,0,True
2799,183475743,0,True
2800,183541279,0,True
2801,183606815,0,True
2802,183672351,0,True
2803,183737887,0,True
2804,183803423,0,True
2805,183868959,0,True
2806,183934495,0,True
2807,184000031,0,True
2808,184065567,0,True
2809,184131103,0,True
2810,184196639,0,True
2811,184262175,0,True
2812,184327711,0,True
2813,184393247,0,True
2814,184458783,0,True
2815,184524319,0,True
2816,184589855,0,True
2817,184655391,0,True
2818,184720927,0,True
2819,184786463,0,True
2820,184851999,0,True
2821,184917535,0,True
2822,184983071,0,True
2823,185048607,0,True
2824,185114143,0,True
2825,185179679,0,True
2826,185245215,0,True
2827,185310751,0,True
2828,185376287,0,True
2829,185441823,0,True
2830,185507359,0,True
2831,185572895,0,True
2832,185638431,0,True
2833,185703967,0,True
2834,185769503,0,True
2835,185835039,0,True
2836,185900575,0,True
2837,185966111,0,True
2838,186031647,0,True
2839,186097183,0,True
2840,186162719,0,True
2841,186228255,0,True
2842,186293791,0,True
2843,186359327,0,True
2844,186424863,0,True
2845,186490399,0,True
2846,186555935,0,True
2847,186621471,0,True
2848,186687007,0,True
2849,186752543,0,True
2850,186818079,0,True
2851,186883615,0,True
2852,186949151,0,True
2853,187014687,0,True
2854,187080223,0,True
2855,187145759,0,True
2856,187211295,0,True
2857,187276831,0,True
2858,187342367,0,True
2859,187407903,0,True
2860,187473439,0,True
2861,187538975,0,True
2862,187604511,0,True
2863,187670047,0,True
2864,187735583,0,True
2865,187801119,0,True
2866,187866655,0,True
2867,187932191,0,True
2868,187997727,0,True
2869,188063263,0,True
2870,188128799,0,True
2871,188194335,0,True
2872,188259871,0,True
2873,188325407,0,True
2874,188390943,0,True
2875,188456479,0,True
2876,188522015,0,True
2877,188587551,0,True
2878,188653087,0,True
2879,188718623,0,True
2880,188784159,0,True
2881,188849695,0,True
2882,188915231,0,True
2883,188980767,0,True
2884,189046303,0,True
2885,189111839,0,True
2886,189177375,0,True
2887,189242911,0,True
2888,189308447,0,True
2889,189373983,0,True
2890,189439519,0,True
2891,189505055,0,True
2892,189570591,0,True
2893,189636127,0,True
2894,189701663,0,True
2895,189767199,0,True
2896,189832735,0,True
2897,189898271,0,True
2898,189963807,0,True
2899,190029343,0,True
2900,190094879,0,True
2901,190160415,0,True
2902,190225951,0,True
2903,190291487,0,True
2904,190357023,0,True
2905,190422559,0,True
2906,190488095,0,True
2907,190553631,0,True
2908,190619167,0,True
2909,190684703,0,True
2910,190750239,0,True
2911,190815775,0,True
2912,190881311,0,True
2913,190946847,0,True
2914,191012383,0,True
2915,191077919,0,True
2916,191143455,0,True
2917,191208991,0,True
2918,191274527,0,True
2919,191340063,0,True
2920,191405599,0,True
2921,191471135,0,True
2922,191536671,0,True
2923,191602207,0,True
2924,191667743,0,True
2925,191733279,0,True
2926,191798815,0,True
2927,191864351,0,True
2928,191929887,0,True
2929,191995423,0,True
2930,192060959,0,True
2931,192126495,0,True
2932,192192031,0,True
2933,192257567,0,True
2934,192323103,0,True
2935,192388639,0,True
2936,192454175,0,True
2937,192519711,0,True
2938,192585247,0,True
2939,192650783,0,True
2940,192716319,0,True
2941,192781855,0,True
2942,192847391,0,True
2943,192912927,0,True
2944,192978463,0,True
2945,193043999,0,True
2946,193109535,0,True
2947,193175071,0,True
2948,193240607,0,True
2949,193306143,0,True
2950,193371679,0,True
2951,193437215,0,True
2952,193502751,0,True
2953,193568287,0,True
2954,193633823,0,True
2955,193699359,0,True
2956,193764895,0,True
2957,193830431,0,True
2958,193895967,0,True
2959,193961503,0,True
2960,194027039,0,True
2961,194092575,0,True
2962,194158111,0,True
2963,194223647,0,True
2964,194289183,0,True
2965,194354719,0,True
2966,194420255,0,True
2967,194485791,0,True
2968,194551327,0,True
2969,194616863,0,True
2970,194682399,0,True
2971,194747935,0,True
2972,194813471,0,True
2973,194879007,0,True
2974,194944543,0,True
2975,195010079,0,True
2976,195075615,0,True
2977,195141151,0,True
2978,195206687,0,True
2979,195272223,0,True
2980,195337759,0,True
2981,195403295,0,True
2982,195468831,0,True
2983,195534367,0,True
2984,195599903,0,True
2985,195665439,0,True
2986,195730975,0,True
2987,195796511,0,True
2988,195862047,0,True
2989,195927583,0,True
2990,195993119,0,True
2991,196058655,0,True
2992,196124191,0,True
2993,196189727,0,True
2994,196255263,0,True
2995,196320799,0,True
2996,196386335,0,True
2997,196451871,0,True
2998,196517407,0,True
2999,196582943,0,True
3000,196648479,0,True
3001,196714015,0,True
3002,196779551,0,True
3003,196845087,0,True
3004,196910623,0,True
3005,196976159,0,True
3006,197041695,0,True
3007,197107231,0,True
3008,197172767,0,True
3009,197238303,0,True
3010,197303839,0,True
3011,197369375,0,True
3012,197434911,0,True
3013,197500447,0,True
3014,197565983,0,True
3015,197631519,0,True
3016,197697055,0,True
3017,197762591,0,True
3018,197828127,0,True
3019,197893663,0,True
3020,197959199,0,True
3021,198024735,0,True
3022,198090271,0,True
3023,198155807,0,True
3024,198221343,0,True
3025,198286879,0,True
3026,198352415,0,True
3027,198417951,0,True
3028,198483487,0,True
3029,198549023,0,True
3030,198614559,0,True
3031,198680095,0,True
3032,198745631,0,True
3033,198811167,0,True
3034,198876703,0,True
3035,198942239,0,True
3036,199007775,0,True
3037,199073311,0,True
3038,199138847,0,True
3039,199204383,0,True
3040,199269919,0,True
3041,199335455,0,True
3042,199400991,0,True
3043,199466527,0,True
3044,199532063,0,True
3045,199597599,0,True
3046,199663135,0,True
3047,199728671,0,True
3048,199794207,0,True
3049,199859743,0,True
3050,199925279,0,True
3051,199990815,0,True
3052,200056351,0,True
3053,200121887,0,True
3054,200187423,0,True
3055,200252959,0,True
3056,200318495,0,True
3057,200384031,0,True
3058,200449567,0,True
3059,200515103,0,True
3060,200580639,0,True
3061,200646175,0,True
3062,200711711,0,True
3063,200777247,0,True
3064,200842783,0,True
3065,200908319,0,True
3066,200973855,0,True
3067,201039391,0,True
3068,201104927,0,True
3069,201170463,0,True
3070,201235999,0,True
3071,201301535,0,True
3072,201367071,0,True
3073,201432607,0,True
3074,201498143,0,True
3075,201563679,0,True
3076,201629215,0,True
3077,201694751,0,True
3078,201760287,0,True
3079,201825823,0,True
3080,201891359,0,True
3081,201956895,0,True
3082,202022431,0,True
3083,202087967,0,True
3084,202153503,0,True
3085,202219039,0,True
3086,202284575,0,True
3087,202350111,0,True
3088,202415647,0,True
3089,202481183,0,True
3090,202546719,0,True
3091,202612255,0,True
3092,202677791,0,True
3093,202743327,0,True
3094,202808863,0,True
3095,202874399,0,True
3096,202939935,0,True
3097,203005471,0,True
3098,203071007,0,True
3099,203136543,0,True
3100,203202079,0,True
3101,203267615,0,True
3102,203333151,0,True
3103,203398687,0,True
3104,203464223,0,True
3105,203529759,0,True
3106,203595295,0,True
3107,203660831,0,True
3108,203726367,0,True
3109,203791903,0,True
3110,203857439,0,True
3111,203922975,0,True
3112,203988511,0,True
3113,204054047,0,True
3114,204119583,0,True
3115,204185119,0,True
3116,204250655,0,True
3117,204316191,0,True
3118,204381727,0,True
3119,204447263,0,True
3120,204512799,0,True
3121,204578335,0,True
3122,204643871,0,True
3123,204709407,0,True
3124,204774943,0,True
3125,204840479,0,True
3126,204906015,0,True
3127,204971551,0,True
3128,205037087,0,True
3129,205102623,0,True
3130,205168159,0,True
3131,205233695,0,True
3132,205299231,0,True
3133,205364767,0,True
3134,205430303,0,True
3135,205495839,0,True
3136,205561375,0,True
3137,205626911,0,True
3138,205692447,0,True
3139,205757983,0,True
3140,205823519,0,True
3141,205889055,0,True
3142,205954591,0,True
3143,206020127,0,True
3144,206085663,0,True
3145,206151199,0,True
3146,206216735,0,True
3147,206282271,0,True
3148,206347807,0,True
3149,206413343,0,True
3150,206478879,0,True
3151,206544415,0,True
3152,206609951,0,True
3153,206675487,0,True
3154,206741023,0,True
3155,206806559,0,True
3156,206872095,0,True
3157,206937631,0,True
3158,207003167,0,True
3159,207068703,0,True
3160,207134239,0,True
3161,207199775,0,True
3162,207265311,0,True
3163,207330847,0,True
3164,207396383,0,True
3165,207461919,0,True
3166,207527455,0,True
3167,207592991,0,True
3168,207658527,0,True
3169,207724063,0,True
3170,207789599,0,True
3171,207855135,0,True
3172,207920671,0,True
3173,207986207,0,True
3174,208051743,0,True
3175,208117279,0,True
3176,208182815,0,True
3177,208248351,0,True
3178,208313887,0,True
3179,208379423,0,True
3180,208444959,0,True
3181,208510495,0,True
3182,208576031,0,True
3183,208641567,0,True
3184,208707103,0,True
3185,208772639,0,True
3186,208838175,0,True
3187,208903711,0,True
3188,208969247,0,True
3189,209034783,0,True
3190,209100319,0,True
3191,209165855,0,True
3192,209231391,0,True
3193,209296927,0,True
3194,209362463,0,True
3195,209427999,0,True
3196,209493535,0,True
3197,209559071,0,True
3198,209624607,0,True
3199,209690143,0,True
3200,209755679,0,True
3201,209821215,0,True
3202,209886751,0,True
3203,209952287,0,True
3204,210017823,0,True
3205,210083359,0,True
3206,210148895,0,True
3207,210214431,0,True
3208,210279967,0,True
3209,210345503,0,True
3210,210411039,0,True
3211,210476575,0,True
3212,210542111,0,True
3213,210607647,0,True
3214,210673183,0,True
3215,210738719,0,True
3216,210804255,0,True
3217,210869791,0,True
3218,210935327,0,True
3219,211000863,0,True
3220,211066399,0,True
3221,211131935,0,True
3222,211197471,0,True
3223,211263007,0,True
3224,211328543,0,True
3225,211394079,0,True
3226,211459615,0,True
3227,211525151,0,True
3228,211590687,0,True
3229,211656223,0,True
3230,211721759,0,True
3231,211787295,0,True
3232,211852831,0,True
3233,211918367,0,True
3234,211983903,0,True
3235,212049439,0,True
3236,212114975,0,True
3237,212180511,0,True
3238,212246047,0,True
3239,212311583,0,True
3240,212377119,0,True
3241,212442655,0,True
3242,212508191,0,True
3243,212573727,0,True
3244,212639263,0,True
3245,212704799,0,True
3246,212770335,0,True
3247,212835871,0,True
3248,212901407,0,True
3249,212966943,0,True
3250,213032479,0,True
3251,213098015,0,True
3252,213163551,0,True
3253,213229087,0,True
3254,213294623,0,True
3255,213360159,0,True
3256,213425695,0,True
3257,213491231,0,True
3258,213556767,0,True
3259,213622303,0,True
3260,213687839,0,True
3261,213753375,0,True
3262,213818911,0,True
3263,213884447,0,True
3264,213949983,0,True
3265,214015519,0,True
3266,214081055,0,True
3267,214146591,0,True
3268,214212127,0,True
3269,214277663,0,True
3270,214343199,0,True
3271,214408735,0,True
3272,214474271,0,True
3273,214539807,0,True
3274,214605343,0,True
3275,214670879,0,True
3276,214736415,0,True
3277,214801951,0,True
3278,214867487,0,True
3279,214933023,0,True
3280,214998559,0,True
3281,215064095,0,True
3282,215129631,0,True
3283,215195167,0,True
3284,215260703,0,True
3285,215326239,0,True
3286,215391775,0,True
3287,215457311,0,True
3288,215522847,0,True
3289,215588383,0,True
3290,215653919,0,True
3291,215719455,0,True
3292,215784991,0,True
3293,215850527,0,True
3294,215916063,0,True
3295,215981599,0,True
3296,216047135,0,True
3297,216112671,0,True
3298,216178207,0,True
3299,216243743,0,True
3300,216309279,0,True
3301,216374815,0,True
3302,216440351,0,True
3303,216505887,0,True
3304,216571423,0,True
3305,216636959,0,True
3306,216702495,0,True
3307,216768031,0,True
3308,216833567,0,True
3309,216899103,0,True
3310,216964639,0,True
3311,217030175,0,True
3312,217095711,0,True
3313,217161247,0,True
3314,217226783,0,True
3315,217292319,0,True
3316,217357855,0,True
3317,217423391,0,True
3318,217488927,0,True
3319,217554463,0,True
3320,217619999,0,True
3321,217685535,0,True
3322,217751071,0,True
3323,217816607,0,True
3324,217882143,0,True
3325,217947679,0,True
3326,218013215,0,True
3327,218078751,0,True
3328,218144287,0,True
3329,218209823,0,True
3330,218275359,0,True
3331,218340895,0,True
3332,218406431,0,True
3333,218471967,0,True
3334,218537503,0,True
3335,218603039,0,True
3336,218668575,0,True
3337,218734111,0,True
3338,218799647,0,True
3339,218865183,0,True
3340,218930719,0,True
3341,218996255,0,True
3342,219061791,0,True
3343,219127327,0,True
3344,219192863,0,True
3345,219258399,0,True
3346,219323935,0,True
3347,219389471,0,True
3348,219455007,0,True
3349,219520543,0,True
3350,219586079,0,True
3351,219651615,0,True
3352,219717151,0,True
3353,219782687,0,True
3354,219848223,0,True
3355,219913759,0,True
3356,219979295,0,True
3357,220044831,0,True
3358,220110367,0,True
3359,220175903,0,True
3360,220241439,0,True
3361,220306975,0,True
3362,220372511,0,True
3363,220438047,0,True
3364,220503583,0,True
3365,220569119,0,True
3366,220634655,0,True
3367,220700191,0,True
3368,220765727,0,True
3369,220831263,0,True
3370,220896799,0,True
3371,220962335,0,True
3372,221027871,0,True
3373,221093407,0,True
3374,221158943,0,True
3375,221224479,0,True
3376,221290015,0,True
3377,221355551,0,True
3378,221421087,0,True
3379,221486623,0,True
3380,221552159,0,True
3381,221617695,0,True
3382,221683231,0,True
3383,221748767,0,True
3384,221814303,0,True
3385,221879839,0,True
3386,221945375,0,True
3387,222010911,0,True
3388,222076447,0,True
3389,222141983,0,True
3390,222207519,0,True
3391,222273055,0,True
3392,222338591,0,True
3393,222404127,0,True
3394,222469663,0,True
3395,222535199,0,True
3396,222600735,0,True
3397,222666271,0,True
3398,222731807,0,True
3399,222797343,0,True
3400,222862879,0,True
3401,222928415,0,True
3402,222993951,0,True
3403,223059487,0,True
3404,223125023,0,True
3405,223190559,0,True
3406,223256095,0,True
3407,223321631,0,True
3408,223387167,0,True
3409,223452703,0,True
3410,223518239,0,True
3411,223583775,0,True
3412,223649311,0,True
3413,223714847,0,True
3414,223780383,0,True
3415,223845919,0,True
3416,223911455,0,True
3417,223976991,0,True
3418,224042527,0,True
3419,224108063,0,True
3420,224173599,0,True
3421,224239135,0,True
3422,224304671,0,True
3423,224370207,0,True
3424,224435743,0,True
3425,224501279,0,True
3426,224566815,0,True
3427,224632351,0,True
3428,224697887,0,True
3429,224763423,0,True
3430,224828959,0,True
3431,224894495,0,True
3432,224960031,0,True
3433,225025567,0,True
3434,225091103,0,True
3435,225156639,0,True
3436,225222175,0,True
3437,225287711,0,True
3438,225353247,0,True
3439,225418783,0,True
3440,225484319,0,True
3441,225549855,0,True
3442,225615391,0,True
3443,225680927,0,True
3444,225746463,0,True
3445,225811999,0,True
3446,225877535,0,True
3447,225943071,0,True
3448,226008607,0,True
3449,226074143,0,True
3450,226139679,0,True
3451,226205215,0,True
3452,226270751,0,True
3453,226336287,0,True
3454,226401823,0,True
3455,226467359,0,True
3456,226532895,0,True
3457,226598431,0,True
3458,226663967,0,True
3459,226729503,0,True
3460,226795039,0,True
3461,226860575,0,True
3462,226926111,0,True
3463,226991647,0,True
3464,227057183,0,True
3465,227122719,0,True
3466,227188255,0,True
3467,227253791,0,True
3468,227319327,0,True
3469,227384863,0,True
3470,227450399,0,True
3471,227515935,0,True
3472,227581471,0,True
3473,227647007,0,True
3474,227712543,0,True
3475,227778079,0,True
3476,227843615,0,True
3477,227909151,0,True
3478,227974687,0,True
3479,228040223,0,True
3480,228105759,0,True
