r,v,rank,rank_next,tau,efficiency,next_r,next_v
7195,0,169,168,1,1,21586,1
7196,2,68,67,1,1,3598,1
7197,0,68,67,1,1,21592,3
7198,1,68,67,1,1,3599,0
7199,0,137,136,1,1,21598,1
7200,3,55,54,1,1,3600,3
7201,0,161,160,1,1,21604,2
7202,1,117,116,1,1,3601,0
7203,0,117,116,1,1,21610,1
7204,2,161,160,1,1,3602,1
7205,0,161,160,1,1,21616,3
7206,1,161,160,1,1,3603,0
7207,0,68,67,1,1,21622,1
7208,3,55,54,1,1,3604,2
7209,0,138,137,1,1,21628,2
7210,1,55,54,1,1,3605,0
7211,0,117,116,1,1,21634,1
7212,2,42,41,1,1,3606,1
7213,0,42,41,1,1,21640,3
7214,1,42,41,1,1,3607,0
7215,0,44,43,1,1,21646,1
7216,3,55,54,1,1,3608,3
7217,0,42,41,1,1,21652,2
7218,1,42,41,1,1,3609,0
7219,0,42,41,1,1,21658,1
7220,2,55,54,1,1,3610,1
7221,0,55,54,1,1,21664,3
7222,1,68,67,1,1,3611,0
7223,0,68,67,1,1,21670,1
7224,3,117,116,1,1,3612,2
7225,0,42,41,1,1,21676,2
7226,1,117,116,1,1,3613,0
7227,0,97,96,1,1,21682,1
7228,2,117,116,1,1,3614,1
7229,0,117,116,1,1,21688,3
7230,1,68,67,1,1,3615,0
7231,0,150,149,1,1,21694,1
7232,3,16,15,1,1,3616,3
7233,0,161,160,1,1,21700,2
7234,1,161,160,1,1,3617,0
7235,0,161,160,1,1,21706,1
7236,2,55,54,1,1,3618,1
7237,0,55,54,1,1,21712,3
7238,1,55,54,1,1,3619,0
7239,0,42,41,1,1,21718,1
7240,3,68,67,1,1,3620,2
7241,0,74,73,1,1,21724,2
7242,1,68,67,1,1,3621,0
7243,0,55,54,1,1,21730,1
7244,2,68,67,1,1,3622,1
7245,0,68,67,1,1,21736,3
7246,1,117,116,1,1,3623,0
7247,0,31,30,1,1,21742,1
7248,3,16,15,1,1,3624,3
7249,0,68,67,1,1,21748,2
7250,1,51,50,1,1,3625,0
7251,0,51,50,1,1,21754,1
7252,2,16,15,1,1,3626,1
7253,0,16,15,1,1,21760,3
7254,1,55,54,1,1,3627,0
7255,0,55,54,1,1,21766,1
7256,3,55,54,1,1,3628,2
7257,0,68,67,1,1,21772,2
7258,1,55,54,1,1,3629,0
7259,0,167,166,1,1,21778,1
7260,2,55,54,1,1,3630,1
7261,0,55,54,1,1,21784,3
7262,1,188,187,1,1,3631,0
7263,0,150,149,1,1,21790,1
7264,3,16,15,1,1,3632,3
7265,0,161,160,1,1,21796,2
7266,1,68,67,1,1,3633,0
7267,0,68,67,1,1,21802,1
7268,2,68,67,1,1,3634,1
7269,0,68,67,1,1,21808,3
7270,1,68,67,1,1,3635,0
7271,0,63,62,1,1,21814,1
7272,3,16,15,1,1,3636,2
7273,0,110,109,1,1,21820,2
7274,1,16,15,1,1,3637,0
7275,0,147,146,1,1,21826,1
7276,2,106,105,1,1,3638,1
7277,0,106,105,1,1,21832,3
7278,1,106,105,1,1,3639,0
7279,0,163,162,1,1,21838,1
7280,3,42,41,1,1,3640,3
7281,0,16,15,1,1,21844,2
7282,1,117,116,1,1,3641,0
7283,0,117,116,1,1,21850,1
7284,2,42,41,1,1,3642,1
7285,0,42,41,1,1,21856,3
7286,1,161,160,1,1,3643,0
7287,0,161,160,1,1,21862,1
7288,3,42,41,1,1,3644,2
7289,0,117,116,1,1,21868,2
7290,1,42,41,1,1,3645,0
7291,0,161,160,1,1,21874,1
7292,2,161,160,1,1,3646,1
7293,0,161,160,1,1,21880,3
7294,1,107,106,1,1,3647,0
7295,0,119,118,1,1,21886,1
7296,3,37,36,1,1,3648,3
7297,0,161,160,1,1,21892,2
7298,1,42,41,1,1,3649,0
7299,0,42,41,1,1,21898,1
7300,2,42,41,1,1,3650,1
7301,0,42,41,1,1,21904,3
7302,1,42,41,1,1,3651,0
7303,0,161,160,1,1,21910,1
7304,3,130,129,1,1,3652,2
7305,0,100,99,1,1,21916,2
7306,1,130,129,1,1,3653,0
7307,0,42,41,1,1,21922,1
7308,2,130,129,1,1,3654,1
7309,0,130,129,1,1,21928,3
7310,1,117,116,1,1,3655,0
7311,0,132,131,1,1,21934,1
7312,3,130,129,1,1,3656,3
7313,0,117,116,1,1,21940,2
7314,1,117,116,1,1,3657,0
7315,0,117,116,1,1,21946,1
7316,2,130,129,1,1,3658,1
7317,0,130,129,1,1,21952,3
7318,1,130,129,1,1,3659,0
7319,0,130,129,1,1,21958,1
7320,3,130,129,1,1,3660,2
7321,0,42,41,1,1,21964,2
7322,1,130,129,1,1,3661,0
7323,0,74,73,1,1,21970,1
7324,2,68,67,1,1,3662,1
7325,0,68,67,1,1,21976,3
7326,1,68,67,1,1,3663,0
7327,0,57,56,1,1,21982,1
7328,3,37,36,1,1,3664,3
7329,0,152,151,1,1,21988,2
7330,1,42,41,1,1,3665,0
7331,0,42,41,1,1,21994,1
7332,2,42,41,1,1,3666,1
7333,0,42,41,1,1,22000,3
7334,1,42,41,1,1,3667,0
7335,0,68,67,1,1,22006,1
7336,3,37,36,1,1,3668,2
7337,0,195,194,1,1,22012,2
7338,1,37,36,1,1,3669,0
7339,0,115,114,1,1,22018,1
7340,2,130,129,1,1,3670,1
7341,0,130,129,1,1,22024,3
7342,1,130,129,1,1,3671,0
7343,0,52,51,1,1,22030,1
7344,3,130,129,1,1,3672,3
7345,0,161,160,1,1,22036,2
7346,1,161,160,1,1,3673,0
7347,0,161,160,1,1,22042,1
7348,2,130,129,1,1,3674,1
7349,0,130,129,1,1,22048,3
7350,1,99,98,1,1,3675,0
7351,0,99,98,1,1,22054,1
7352,3,130,129,1,1,3676,2
7353,0,161,160,1,1,22060,2
7354,1,130,129,1,1,3677,0
7355,0,99,98,1,1,22066,1
7356,2,161,160,1,1,3678,1
7357,0,161,160,1,1,22072,3
7358,1,161,160,1,1,3679,0
7359,0,165,164,1,1,22078,1
7360,3,37,36,1,1,3680,3
7361,0,130,129,1,1,22084,2
7362,1,130,129,1,1,3681,0
7363,0,130,129,1,1,22090,1
7364,2,130,129,1,1,3682,1
7365,0,130,129,1,1,22096,3
7366,1,130,129,1,1,3683,0
7367,0,117,116,1,1,22102,1
7368,3,130,129,1,1,3684,2
7369,0,42,41,1,1,22108,2
7370,1,130,129,1,1,3685,0
7371,0,42,41,1,1,22114,1
7372,2,130,129,1,1,3686,1
7373,0,130,129,1,1,22120,3
7374,1,42,41,1,1,3687,0
7375,0,39,38,1,1,22126,1
7376,3,37,36,1,1,3688,3
7377,0,79,78,1,1,22132,2
7378,1,79,78,1,1,3689,0
7379,0,79,78,1,1,22138,1
7380,2,37,36,1,1,3690,1
7381,0,37,36,1,1,22144,3
7382,1,68,67,1,1,3691,0
7383,0,68,67,1,1,22150,1
7384,3,68,67,1,1,3692,2
7385,0,68,67,1,1,22156,2
7386,1,68,67,1,1,3693,0
7387,0,68,67,1,1,22162,1
7388,2,68,67,1,1,3694,1
7389,0,68,67,1,1,22168,3
7390,1,110,109,1,1,3695,0
7391,0,158,157,1,1,22174,1
7392,3,130,129,1,1,3696,3
7393,0,149,148,1,1,22180,2
7394,1,37,36,1,1,3697,0
7395,0,37,36,1,1,22186,1
7396,2,68,67,1,1,3698,1
7397,0,68,67,1,1,22192,3
7398,1,68,67,1,1,3699,0
7399,0,164,163,1,1,22198,1
7400,3,130,129,1,1,3700,2
7401,0,68,67,1,1,22204,2
7402,1,130,129,1,1,3701,0
7403,0,103,102,1,1,22210,1
7404,2,130,129,1,1,3702,1
7405,0,130,129,1,1,22216,3
7406,1,130,129,1,1,3703,0
7407,0,96,95,1,1,22222,1
7408,3,130,129,1,1,3704,3
7409,0,130,129,1,1,22228,2
7410,1,161,160,1,1,3705,0
7411,0,161,160,1,1,22234,1
7412,2,130,129,1,1,3706,1
7413,0,130,129,1,1,22240,3
7414,1,130,129,1,1,3707,0
7415,0,130,129,1,1,22246,1
7416,3,117,116,1,1,3708,2
7417,0,117,116,1,1,22252,2
7418,1,117,116,1,1,3709,0
7419,0,87,86,1,1,22258,1
7420,2,117,116,1,1,3710,1
7421,0,117,116,1,1,22264,3
7422,1,109,108,1,1,3711,0
7423,0,78,77,1,1,22270,1
7424,3,24,23,1,1,3712,3
7425,0,130,129,1,1,22276,2
7426,1,68,67,1,1,3713,0
7427,0,68,67,1,1,22282,1
7428,2,37,36,1,1,3714,1
7429,0,37,36,1,1,22288,3
7430,1,37,36,1,1,3715,0
7431,0,41,40,1,1,22294,1
7432,3,130,129,1,1,3716,2
7433,0,68,67,1,1,22300,2
7434,1,130,129,1,1,3717,0
7435,0,42,41,1,1,22306,1
7436,2,130,129,1,1,3718,1
7437,0,130,129,1,1,22312,3
7438,1,42,41,1,1,3719,0
7439,0,47,46,1,1,22318,1
7440,3,37,36,1,1,3720,3
7441,0,130,129,1,1,22324,2
7442,1,50,49,1,1,3721,0
7443,0,50,49,1,1,22330,1
7444,2,37,36,1,1,3722,1
7445,0,37,36,1,1,22336,3
7446,1,130,129,1,1,3723,0
7447,0,130,129,1,1,22342,1
7448,3,37,36,1,1,3724,2
7449,0,112,111,1,1,22348,2
7450,1,37,36,1,1,3725,0
7451,0,84,83,1,1,22354,1
7452,2,68,67,1,1,3726,1
7453,0,68,67,1,1,22360,3
7454,1,68,67,1,1,3727,0
7455,0,96,95,1,1,22366,1
7456,3,86,85,1,1,3728,3
7457,0,68,67,1,1,22372,2
7458,1,68,67,1,1,3729,0
7459,0,68,67,1,1,22378,1
7460,2,68,67,1,1,3730,1
7461,0,68,67,1,1,22384,3
7462,1,68,67,1,1,3731,0
7463,0,68,67,1,1,22390,1
7464,3,86,85,1,1,3732,2
7465,0,146,145,1,1,22396,2
7466,1,86,85,1,1,3733,0
7467,0,68,67,1,1,22402,1
7468,2,37,36,1,1,3734,1
7469,0,37,36,1,1,22408,3
7470,1,37,36,1,1,3735,0
7471,0,78,77,1,1,22414,1
7472,3,86,85,1,1,3736,3
7473,0,99,98,1,1,22420,2
7474,1,99,98,1,1,3737,0
7475,0,99,98,1,1,22426,1
7476,2,86,85,1,1,3738,1
7477,0,86,85,1,1,22432,3
7478,1,61,60,1,1,3739,0
7479,0,61,60,1,1,22438,1
7480,3,130,129,1,1,3740,2
7481,0,93,92,1,1,22444,2
7482,1,130,129,1,1,3741,0
7483,0,37,36,1,1,22450,1
7484,2,130,129,1,1,3742,1
7485,0,130,129,1,1,22456,3
7486,1,48,47,1,1,3743,0
7487,0,60,59,1,1,22462,1
7488,3,24,23,1,1,3744,3
7489,0,86,85,1,1,22468,2
7490,1,161,160,1,1,3745,0
7491,0,161,160,1,1,22474,1
7492,2,86,85,1,1,3746,1
7493,0,86,85,1,1,22480,3
7494,1,86,85,1,1,3747,0
7495,0,56,55,1,1,22486,1
7496,3,79,78,1,1,3748,2
7497,0,60,59,1,1,22492,2
7498,1,79,78,1,1,3749,0
7499,0,86,85,1,1,22498,1
7500,2,79,78,1,1,3750,1
7501,0,79,78,1,1,22504,3
7502,1,60,59,1,1,3751,0
7503,0,60,59,1,1,22510,1
7504,3,24,23,1,1,3752,3
7505,0,79,78,1,1,22516,2
7506,1,74,73,1,1,3753,0
7507,0,74,73,1,1,22522,1
7508,2,24,23,1,1,3754,1
7509,0,24,23,1,1,22528,3
7510,1,60,59,1,1,3755,0
7511,0,60,59,1,1,22534,1
7512,3,86,85,1,1,3756,2
7513,0,86,85,1,1,22540,2
7514,1,86,85,1,1,3757,0
7515,0,179,178,1,1,22546,1
7516,2,86,85,1,1,3758,1
7517,0,86,85,1,1,22552,3
7518,1,86,85,1,1,3759,0
7519,0,34,33,1,1,22558,1
7520,3,130,129,1,1,3760,3
7521,0,42,41,1,1,22564,2
7522,1,37,36,1,1,3761,0
7523,0,37,36,1,1,22570,1
7524,2,37,36,1,1,3762,1
7525,0,37,36,1,1,22576,3
7526,1,37,36,1,1,3763,0
7527,0,97,96,1,1,22582,1
7528,3,130,129,1,1,3764,2
7529,0,60,59,1,1,22588,2
7530,1,130,129,1,1,3765,0
7531,0,60,59,1,1,22594,1
7532,2,86,85,1,1,3766,1
7533,0,86,85,1,1,22600,3
7534,1,86,85,1,1,3767,0
7535,0,122,121,1,1,22606,1
7536,3,130,129,1,1,3768,3
7537,0,130,129,1,1,22612,2
7538,1,112,111,1,1,3769,0
7539,0,112,111,1,1,22618,1
7540,2,130,129,1,1,3770,1
7541,0,130,129,1,1,22624,3
7542,1,112,111,1,1,3771,0
7543,0,112,111,1,1,22630,1
7544,3,37,36,1,1,3772,2
7545,0,162,161,1,1,22636,2
7546,1,37,36,1,1,3773,0
7547,0,167,166,1,1,22642,1
7548,2,37,36,1,1,3774,1
7549,0,37,36,1,1,22648,3
7550,1,53,52,1,1,3775,0
7551,0,122,121,1,1,22654,1
7552,3,37,36,1,1,3776,3
7553,0,130,129,1,1,22660,2
7554,1,130,129,1,1,3777,0
7555,0,130,129,1,1,22666,1
7556,2,81,80,1,1,3778,1
7557,0,81,80,1,1,22672,3
7558,1,81,80,1,1,3779,0
7559,0,130,129,1,1,22678,1
7560,3,37,36,1,1,3780,2
7561,0,81,80,1,1,22684,2
7562,1,37,36,1,1,3781,0
7563,0,81,80,1,1,22690,1
7564,2,37,36,1,1,3782,1
7565,0,37,36,1,1,22696,3
7566,1,130,129,1,1,3783,0
7567,0,42,41,1,1,22702,1
7568,3,37,36,1,1,3784,3
7569,0,130,129,1,1,22708,2
7570,1,130,129,1,1,3785,0
7571,0,130,129,1,1,22714,1
7572,2,37,36,1,1,3786,1
7573,0,37,36,1,1,22720,3
7574,1,81,80,1,1,3787,0
7575,0,81,80,1,1,22726,1
7576,3,37,36,1,1,3788,2
7577,0,81,80,1,1,22732,2
7578,1,37,36,1,1,3789,0
7579,0,190,189,1,1,22738,1
7580,2,150,149,1,1,3790,1
7581,0,150,149,1,1,22744,3
7582,1,150,149,1,1,3791,0
7583,0,166,165,1,1,22750,1
7584,3,37,36,1,1,3792,3
7585,0,130,129,1,1,22756,2
7586,1,68,67,1,1,3793,0
7587,0,68,67,1,1,22762,1
7588,2,68,67,1,1,3794,1
7589,0,68,67,1,1,22768,3
7590,1,68,67,1,1,3795,0
7591,0,174,173,1,1,22774,1
7592,3,37,36,1,1,3796,2
7593,0,159,158,1,1,22780,2
7594,1,37,36,1,1,3797,0
7595,0,130,129,1,1,22786,1
7596,2,68,67,1,1,3798,1
7597,0,68,67,1,1,22792,3
7598,1,68,67,1,1,3799,0
7599,0,34,33,1,1,22798,1
7600,3,29,28,1,1,3800,3
7601,0,29,28,1,1,22804,2
7602,1,29,28,1,1,3801,0
7603,0,29,28,1,1,22810,1
7604,2,29,28,1,1,3802,1
7605,0,29,28,1,1,22816,3
7606,1,81,80,1,1,3803,0
7607,0,81,80,1,1,22822,1
7608,3,29,28,1,1,3804,2
7609,0,29,28,1,1,22828,2
7610,1,29,28,1,1,3805,0
7611,0,130,129,1,1,22834,1
7612,2,130,129,1,1,3806,1
7613,0,130,129,1,1,22840,3
7614,1,130,129,1,1,3807,0
7615,0,45,44,1,1,22846,1
7616,3,37,36,1,1,3808,3
7617,0,174,173,1,1,22852,2
7618,1,174,173,1,1,3809,0
7619,0,174,173,1,1,22858,1
7620,2,37,36,1,1,3810,1
7621,0,37,36,1,1,22864,3
7622,1,37,36,1,1,3811,0
7623,0,68,67,1,1,22870,1
7624,3,29,28,1,1,3812,2
7625,0,81,80,1,1,22876,2
7626,1,29,28,1,1,3813,0
7627,0,81,80,1,1,22882,1
7628,2,29,28,1,1,3814,1
7629,0,29,28,1,1,22888,3
7630,1,174,173,1,1,3815,0
7631,0,148,147,1,1,22894,1
7632,3,37,36,1,1,3816,3
7633,0,29,28,1,1,22900,2
7634,1,81,80,1,1,3817,0
7635,0,81,80,1,1,22906,1
7636,2,37,36,1,1,3818,1
7637,0,37,36,1,1,22912,3
7638,1,29,28,1,1,3819,0
7639,0,29,28,1,1,22918,1
7640,3,29,28,1,1,3820,2
7641,0,29,28,1,1,22924,2
7642,1,29,28,1,1,3821,0
7643,0,68,67,1,1,22930,1
7644,2,29,28,1,1,3822,1
7645,0,29,28,1,1,22936,3
7646,1,82,81,1,1,3823,0
7647,0,104,103,1,1,22942,1
7648,3,55,54,1,1,3824,3
7649,0,201,200,1,1,22948,2
7650,1,37,36,1,1,3825,0
7651,0,37,36,1,1,22954,1
7652,2,81,80,1,1,3826,1
7653,0,81,80,1,1,22960,3
7654,1,81,80,1,1,3827,0
7655,0,66,65,1,1,22966,1
7656,3,55,54,1,1,3828,2
7657,0,81,80,1,1,22972,2
7658,1,55,54,1,1,3829,0
7659,0,65,64,1,1,22978,1
7660,2,119,118,1,1,3830,1
7661,0,119,118,1,1,22984,3
7662,1,119,118,1,1,3831,0
7663,0,99,98,1,1,22990,1
7664,3,55,54,1,1,3832,3
7665,0,55,54,1,1,22996,2
7666,1,55,54,1,1,3833,0
7667,0,55,54,1,1,23002,1
7668,2,55,54,1,1,3834,1
7669,0,55,54,1,1,23008,3
7670,1,130,129,1,1,3835,0
7671,0,130,129,1,1,23014,1
7672,3,130,129,1,1,3836,2
7673,0,55,54,1,1,23020,2
7674,1,130,129,1,1,3837,0
7675,0,174,173,1,1,23026,1
7676,2,35,34,1,1,3838,1
7677,0,35,34,1,1,23032,3
7678,1,111,110,1,1,3839,0
7679,0,59,58,1,1,23038,1
7680,3,24,23,1,1,3840,3
7681,0,120,119,1,1,23044,2
7682,1,37,36,1,1,3841,0
7683,0,37,36,1,1,23050,1
7684,2,143,142,1,1,3842,1
7685,0,143,142,1,1,23056,3
7686,1,143,142,1,1,3843,0
7687,0,55,54,1,1,23062,1
7688,3,50,49,1,1,3844,2
7689,0,55,54,1,1,23068,2
7690,1,50,49,1,1,3845,0
7691,0,143,142,1,1,23074,1
7692,2,50,49,1,1,3846,1
7693,0,50,49,1,1,23080,3
7694,1,143,142,1,1,3847,0
7695,0,130,129,1,1,23086,1
7696,3,50,49,1,1,3848,3
7697,0,50,49,1,1,23092,2
7698,1,130,129,1,1,3849,0
7699,0,130,129,1,1,23098,1
7700,2,50,49,1,1,3850,1
7701,0,50,49,1,1,23104,3
7702,1,143,142,1,1,3851,0
7703,0,143,142,1,1,23110,1
7704,3,50,49,1,1,3852,2
7705,0,143,142,1,1,23116,2
7706,1,50,49,1,1,3853,0
7707,0,128,127,1,1,23122,1
7708,2,50,49,1,1,3854,1
7709,0,50,49,1,1,23128,3
7710,1,50,49,1,1,3855,0
7711,0,68,67,1,1,23134,1
7712,3,24,23,1,1,3856,3
7713,0,81,80,1,1,23140,2
7714,1,50,49,1,1,3857,0
7715,0,50,49,1,1,23146,1
7716,2,55,54,1,1,3858,1
7717,0,55,54,1,1,23152,3
7718,1,55,54,1,1,3859,0
7719,0,50,49,1,1,23158,1
7720,3,24,23,1,1,3860,2
7721,0,79,78,1,1,23164,2
7722,1,24,23,1,1,3861,0
7723,0,50,49,1,1,23170,1
7724,2,143,142,1,1,3862,1
7725,0,143,142,1,1,23176,3
7726,1,143,142,1,1,3863,0
7727,0,60,59,1,1,23182,1
7728,3,24,23,1,1,3864,3
7729,0,143,142,1,1,23188,2
7730,1,143,142,1,1,3865,0
7731,0,143,142,1,1,23194,1
7732,2,24,23,1,1,3866,1
7733,0,24,23,1,1,23200,3
7734,1,56,55,1,1,3867,0
7735,0,56,55,1,1,23206,1
7736,3,143,142,1,1,3868,2
7737,0,174,173,1,1,23212,2
7738,1,143,142,1,1,3869,0
7739,0,143,142,1,1,23218,1
7740,2,143,142,1,1,3870,1
7741,0,143,142,1,1,23224,3
7742,1,112,111,1,1,3871,0
7743,0,81,80,1,1,23230,1
7744,3,99,98,1,1,3872,3
7745,0,50,49,1,1,23236,2
7746,1,50,49,1,1,3873,0
7747,0,50,49,1,1,23242,1
7748,2,50,49,1,1,3874,1
7749,0,50,49,1,1,23248,3
7750,1,50,49,1,1,3875,0
7751,0,174,173,1,1,23254,1
7752,3,50,49,1,1,3876,2
7753,0,143,142,1,1,23260,2
7754,1,50,49,1,1,3877,0
7755,0,50,49,1,1,23266,1
7756,2,50,49,1,1,3878,1
7757,0,50,49,1,1,23272,3
7758,1,143,142,1,1,3879,0
7759,0,50,49,1,1,23278,1
7760,3,99,98,1,1,3880,3
7761,0,143,142,1,1,23284,2
7762,1,143,142,1,1,3881,0
7763,0,143,142,1,1,23290,1
7764,2,99,98,1,1,3882,1
7765,0,99,98,1,1,23296,3
7766,1,50,49,1,1,3883,0
7767,0,50,49,1,1,23302,1
7768,3,37,36,1,1,3884,2
7769,0,92,91,1,1,23308,2
7770,1,37,36,1,1,3885,0
7771,0,129,128,1,1,23314,1
7772,2,37,36,1,1,3886,1
7773,0,37,36,1,1,23320,3
7774,1,50,49,1,1,3887,0
7775,0,37,36,1,1,23326,1
7776,3,99,98,1,1,3888,3
7777,0,81,80,1,1,23332,2
7778,1,37,36,1,1,3889,0
7779,0,37,36,1,1,23338,1
7780,2,37,36,1,1,3890,1
7781,0,37,36,1,1,23344,3
7782,1,37,36,1,1,3891,0
7783,0,61,60,1,1,23350,1
7784,3,99,98,1,1,3892,2
7785,0,171,170,1,1,23356,2
7786,1,99,98,1,1,3893,0
7787,0,162,161,1,1,23362,1
7788,2,81,80,1,1,3894,1
7789,0,81,80,1,1,23368,3
7790,1,81,80,1,1,3895,0
7791,0,99,98,1,1,23374,1
7792,3,143,142,1,1,3896,3
7793,0,99,98,1,1,23380,2
7794,1,143,142,1,1,3897,0
7795,0,143,142,1,1,23386,1
7796,2,143,142,1,1,3898,1
7797,0,143,142,1,1,23392,3
7798,1,143,142,1,1,3899,0
7799,0,143,142,1,1,23398,1
7800,3,143,142,1,1,3900,2
7801,0,143,142,1,1,23404,2
7802,1,143,142,1,1,3901,0
7803,0,143,142,1,1,23410,1
7804,2,174,173,1,1,3902,1
7805,0,174,173,1,1,23416,3
7806,1,154,153,1,1,3903,0
7807,0,47,46,1,1,23422,1
7808,3,24,23,1,1,3904,3
7809,0,143,142,1,1,23428,2
7810,1,99,98,1,1,3905,0
7811,0,99,98,1,1,23434,1
7812,2,37,36,1,1,3906,1
7813,0,37,36,1,1,23440,3
7814,1,37,36,1,1,3907,0
7815,0,130,129,1,1,23446,1
7816,3,99,98,1,1,3908,2
7817,0,52,51,1,1,23452,2
7818,1,99,98,1,1,3909,0
7819,0,37,36,1,1,23458,1
7820,2,99,98,1,1,3910,1
7821,0,99,98,1,1,23464,3
7822,1,81,80,1,1,3911,0
7823,0,63,62,1,1,23470,1
7824,3,50,49,1,1,3912,3
7825,0,143,142,1,1,23476,2
7826,1,143,142,1,1,3913,0
7827,0,143,142,1,1,23482,1
7828,2,50,49,1,1,3914,1
7829,0,50,49,1,1,23488,3
7830,1,99,98,1,1,3915,0
7831,0,99,98,1,1,23494,1
7832,3,50,49,1,1,3916,2
7833,0,55,54,1,1,23500,2
7834,1,50,49,1,1,3917,0
7835,0,48,47,1,1,23506,1
7836,2,63,62,1,1,3918,1
7837,0,63,62,1,1,23512,3
7838,1,63,62,1,1,3919,0
7839,0,175,174,1,1,23518,1
7840,3,24,23,1,1,3920,3
7841,0,50,49,1,1,23524,2
7842,1,50,49,1,1,3921,0
7843,0,50,49,1,1,23530,1
7844,2,97,96,1,1,3922,1
7845,0,97,96,1,1,23536,3
7846,1,97,96,1,1,3923,0
7847,0,122,121,1,1,23542,1
7848,3,24,23,1,1,3924,2
7849,0,131,130,1,1,23548,2
7850,1,24,23,1,1,3925,0
7851,0,81,80,1,1,23554,1
7852,2,81,80,1,1,3926,1
7853,0,81,80,1,1,23560,3
7854,1,81,80,1,1,3927,0
7855,0,37,36,1,1,23566,1
7856,3,143,142,1,1,3928,3
7857,0,99,98,1,1,23572,2
7858,1,99,98,1,1,3929,0
7859,0,99,98,1,1,23578,1
7860,2,143,142,1,1,3930,1
7861,0,143,142,1,1,23584,3
7862,1,159,158,1,1,3931,0
7863,0,159,158,1,1,23590,1
7864,3,143,142,1,1,3932,2
7865,0,50,49,1,1,23596,2
7866,1,143,142,1,1,3933,0
7867,0,50,49,1,1,23602,1
7868,2,99,98,1,1,3934,1
7869,0,99,98,1,1,23608,3
7870,1,99,98,1,1,3935,0
7871,0,63,62,1,1,23614,1
7872,3,50,49,1,1,3936,3
7873,0,143,142,1,1,23620,2
7874,1,74,73,1,1,3937,0
7875,0,74,73,1,1,23626,1
7876,2,24,23,1,1,3938,1
7877,0,24,23,1,1,23632,3
7878,1,24,23,1,1,3939,0
7879,0,143,142,1,1,23638,1
7880,3,24,23,1,1,3940,2
7881,0,143,142,1,1,23644,2
7882,1,24,23,1,1,3941,0
7883,0,61,60,1,1,23650,1
7884,2,24,23,1,1,3942,1
7885,0,24,23,1,1,23656,3
7886,1,130,129,1,1,3943,0
7887,0,162,161,1,1,23662,1
7888,3,50,49,1,1,3944,3
7889,0,99,98,1,1,23668,2
7890,1,99,98,1,1,3945,0
7891,0,99,98,1,1,23674,1
7892,2,50,49,1,1,3946,1
7893,0,50,49,1,1,23680,3
7894,1,92,91,1,1,3947,0
7895,0,92,91,1,1,23686,1
7896,3,37,36,1,1,3948,2
7897,0,37,36,1,1,23692,2
7898,1,37,36,1,1,3949,0
7899,0,99,98,1,1,23698,1
7900,2,37,36,1,1,3950,1
7901,0,37,36,1,1,23704,3
7902,1,73,72,1,1,3951,0
7903,0,76,75,1,1,23710,1
7904,3,50,49,1,1,3952,3
7905,0,125,124,1,1,23716,2
7906,1,50,49,1,1,3953,0
7907,0,50,49,1,1,23722,1
7908,2,143,142,1,1,3954,1
7909,0,143,142,1,1,23728,3
7910,1,143,142,1,1,3955,0
7911,0,123,122,1,1,23734,1
7912,3,50,49,1,1,3956,2
7913,0,99,98,1,1,23740,2
7914,1,50,49,1,1,3957,0
7915,0,99,98,1,1,23746,1
7916,2,143,142,1,1,3958,1
7917,0,143,142,1,1,23752,3
7918,1,143,142,1,1,3959,0
7919,0,76,75,1,1,23758,1
7920,3,99,98,1,1,3960,3
7921,0,50,49,1,1,23764,2
7922,1,50,49,1,1,3961,0
7923,0,50,49,1,1,23770,1
7924,2,99,98,1,1,3962,1
7925,0,99,98,1,1,23776,3
7926,1,50,49,1,1,3963,0
7927,0,50,49,1,1,23782,1
7928,3,99,98,1,1,3964,2
7929,0,143,142,1,1,23788,2
7930,1,99,98,1,1,3965,0
7931,0,58,57,1,1,23794,1
7932,2,50,49,1,1,3966,1
7933,0,50,49,1,1,23800,3
7934,1,136,135,1,1,3967,0
7935,0,104,103,1,1,23806,1
7936,3,112,111,1,1,3968,3
7937,0,50,49,1,1,23812,2
7938,1,143,142,1,1,3969,0
7939,0,143,142,1,1,23818,1
7940,2,50,49,1,1,3970,1
7941,0,50,49,1,1,23824,3
7942,1,50,49,1,1,3971,0
7943,0,143,142,1,1,23830,1
7944,3,94,93,1,1,3972,2
7945,0,125,124,1,1,23836,2
7946,1,94,93,1,1,3973,0
7947,0,50,49,1,1,23842,1
7948,2,94,93,1,1,3974,1
7949,0,94,93,1,1,23848,3
7950,1,50,49,1,1,3975,0
7951,0,32,31,1,1,23854,1
7952,3,24,23,1,1,3976,3
7953,0,94,93,1,1,23860,2
7954,1,143,142,1,1,3977,0
7955,0,143,142,1,1,23866,1
7956,2,24,23,1,1,3978,1
7957,0,24,23,1,1,23872,3
7958,1,94,93,1,1,3979,0
7959,0,94,93,1,1,23878,1
7960,3,24,23,1,1,3980,2
7961,0,143,142,1,1,23884,2
7962,1,24,23,1,1,3981,0
7963,0,183,182,1,1,23890,1
7964,2,50,49,1,1,3982,1
7965,0,50,49,1,1,23896,3
7966,1,50,49,1,1,3983,0
7967,0,138,137,1,1,23902,1
7968,3,50,49,1,1,3984,3
7969,0,50,49,1,1,23908,2
7970,1,50,49,1,1,3985,0
