r,v,initial_rank,n_start,escaped,escape_steps,final_rank
17566,1,150,148638,True,1,149
17568,3,95,17568,True,1,94
17568,3,95,83104,True,55,94
17568,3,95,148640,True,1,94
17570,1,139,17570,True,1,138
17570,1,139,83106,True,1,114
17570,1,139,148642,True,1,138
17572,2,139,17572,True,1,138
17572,2,139,83108,True,1,64
17572,2,139,148644,True,1,138
17574,1,139,17574,True,1,138
17574,1,139,83110,True,1,57
17574,1,139,148646,True,1,138
17576,3,95,17576,True,1,94
17576,3,95,83112,True,55,94
17576,3,95,148648,True,1,94
17578,1,95,17578,True,1,94
17578,1,95,83114,True,55,94
17578,1,95,148650,True,1,94
17580,2,126,17580,True,1,125
17580,2,126,83116,True,1,110
17580,2,126,148652,True,1,125
17582,1,126,17582,True,1,125
17582,1,126,83118,True,3,49
17582,1,126,148654,True,1,125
17584,3,33,17584,True,1,32
17584,3,33,83120,True,73,32
17584,3,33,148656,True,1,32
17586,1,126,17586,True,1,125
17586,1,126,83122,True,1,115
17586,1,126,148658,True,1,125
17588,2,33,17588,True,1,32
17588,2,33,83124,True,73,32
17588,2,33,148660,True,1,32
17590,1,48,17590,True,1,47
17590,1,48,83126,True,32,33
17590,1,48,148662,True,1,47
17592,3,33,17592,True,1,32
17592,3,33,83128,True,2,32
17592,3,33,148664,True,1,32
17594,1,33,17594,True,1,32
17594,1,33,83130,True,3,31
17594,1,33,148666,True,1,32
17596,2,85,17596,True,1,84
17596,2,85,83132,True,6,46
17596,2,85,148668,True,1,84
17598,1,88,17598,True,1,87
17598,1,88,83134,True,1,70
17598,1,88,148670,True,1,87
17600,3,95,17600,True,1,94
17600,3,95,83136,True,55,94
17600,3,95,148672,True,1,94
17602,1,77,17602,True,1,76
17602,1,77,83138,True,1,69
17602,1,77,148674,True,1,76
17604,2,139,17604,True,1,138
17604,2,139,83140,True,11,138
17604,2,139,148676,True,1,138
17606,1,139,17606,True,1,138
17606,1,139,83142,True,1,52
17606,1,139,148678,True,1,138
17608,3,139,17608,True,1,138
17608,3,139,83144,True,11,138
17608,3,139,148680,True,1,138
17610,1,139,17610,True,1,138
17610,1,139,83146,True,1,72
17610,1,139,148682,True,1,138
17612,2,139,17612,True,1,138
17612,2,139,83148,True,1,35
17612,2,139,148684,True,1,138
17614,1,123,17614,True,1,122
17614,1,123,83150,True,1,81
17614,1,123,148686,True,1,122
17616,3,95,17616,True,1,94
17616,3,95,83152,True,55,94
17616,3,95,148688,True,1,94
17618,1,136,17618,True,1,135
17618,1,136,83154,True,1,128
17618,1,136,148690,True,1,135
17620,2,95,17620,True,1,94
17620,2,95,83156,True,55,94
17620,2,95,148692,True,1,94
17622,1,51,17622,True,1,50
17622,1,51,83158,True,37,50
17622,1,51,148694,True,1,50
17624,3,51,17624,True,1,50
17624,3,51,83160,True,6,50
17624,3,51,148696,True,1,50
17626,1,51,17626,True,1,50
17626,1,51,83162,True,6,50
17626,1,51,148698,True,1,50
17628,2,51,17628,True,1,50
17628,2,51,83164,True,9,47
17628,2,51,148700,True,1,50
17630,1,44,17630,True,1,43
17630,1,44,83166,True,17,25
17630,1,44,148702,True,1,43
17632,3,46,17632,True,1,45
17632,3,46,83168,True,104,45
17632,3,46,148704,True,1,45
17634,1,95,17634,True,1,94
17634,1,95,83170,True,3,59
17634,1,95,148706,True,1,94
17636,2,59,17636,True,1,58
17636,2,59,83172,True,9,48
17636,2,59,148708,True,1,58
17638,1,59,17638,True,1,58
17638,1,59,83174,True,9,48
17638,1,59,148710,True,1,58
17640,3,46,17640,True,1,45
17640,3,46,83176,True,104,45
17640,3,46,148712,True,1,45
17642,1,46,17642,True,1,45
17642,1,46,83178,True,104,45
17642,1,46,148714,True,1,45
17644,2,46,17644,True,1,45
17644,2,46,83180,True,104,45
17644,2,46,148716,True,1,45
17646,1,46,17646,True,1,45
17646,1,46,83182,True,1,39
17646,1,46,148718,True,1,45
17648,3,46,17648,True,1,45
17648,3,46,83184,True,104,45
17648,3,46,148720,True,1,45
17650,1,139,17650,True,1,138
17650,1,139,83186,True,1,48
17650,1,139,148722,True,1,138
17652,2,46,17652,True,1,45
17652,2,46,83188,True,104,45
17652,2,46,148724,True,1,45
17654,1,121,17654,True,1,120
17654,1,121,83190,True,1,83
17654,1,121,148726,True,1,120
17656,3,93,17656,True,1,92
17656,3,93,83192,True,11,35
17656,3,93,148728,True,1,92
17658,1,93,17658,True,1,92
17658,1,93,83194,True,11,35
17658,1,93,148730,True,1,92
17660,2,56,17660,True,1,55
17660,2,56,83196,True,10,41
17660,2,56,148732,True,1,55
17662,1,127,17662,True,1,126
17662,1,127,83198,True,1,52
17662,1,127,148734,True,1,126
17664,3,20,17664,True,1,19
17664,3,20,83200,True,11,19
17664,3,20,148736,True,1,19
17666,1,77,17666,True,1,76
17666,1,77,83202,True,1,75
17666,1,77,148738,True,1,76
17668,2,95,17668,True,1,94
17668,2,95,83204,True,55,94
17668,2,95,148740,True,1,94
17670,1,95,17670,True,1,94
17670,1,95,83206,True,3,59
17670,1,95,148742,True,1,94
17672,3,77,17672,True,1,76
17672,3,77,83208,True,73,76
17672,3,77,148744,True,1,76
17674,1,77,17674,True,1,76
17674,1,77,83210,True,73,76
17674,1,77,148746,True,1,76
17676,2,77,17676,True,1,76
17676,2,77,83212,True,1,48
17676,2,77,148748,True,1,76
17678,1,77,17678,True,1,76
17678,1,77,83214,True,3,62
17678,1,77,148750,True,1,76
17680,3,95,17680,True,1,94
17680,3,95,83216,True,55,94
17680,3,95,148752,True,1,94
17682,1,43,17682,True,1,42
17682,1,43,83218,True,21,42
17682,1,43,148754,True,1,42
17684,2,95,17684,True,1,94
17684,2,95,83220,True,55,94
17684,2,95,148756,True,1,94
17686,1,77,17686,True,1,76
17686,1,77,83222,True,3,46
17686,1,77,148758,True,1,76
17688,3,95,17688,True,1,94
17688,3,95,83224,True,55,94
17688,3,95,148760,True,1,94
17690,1,95,17690,True,1,94
17690,1,95,83226,True,55,94
17690,1,95,148762,True,1,94
17692,2,155,17692,True,1,154
17692,2,155,83228,True,1,87
17692,2,155,148764,True,1,154
17694,1,150,17694,True,1,149
17694,1,150,83230,True,1,145
17694,1,150,148766,True,1,149
17696,3,139,17696,True,1,138
17696,3,139,83232,True,42,138
17696,3,139,148768,True,1,138
17698,1,46,17698,True,1,45
17698,1,46,83234,True,104,45
17698,1,46,148770,True,1,45
17700,2,46,17700,True,1,45
17700,2,46,83236,True,104,45
17700,2,46,148772,True,1,45
17702,1,46,17702,True,1,45
17702,1,46,83238,True,1,39
17702,1,46,148774,True,1,45
17704,3,139,17704,True,1,138
17704,3,139,83240,True,42,138
17704,3,139,148776,True,1,138
17706,1,139,17706,True,1,138
17706,1,139,83242,True,1,121
17706,1,139,148778,True,1,138
17708,2,95,17708,True,1,94
17708,2,95,83244,True,1,61
17708,2,95,148780,True,1,94
17710,1,95,17710,True,1,94
17710,1,95,83246,True,55,94
17710,1,95,148782,True,1,94
17712,3,139,17712,True,1,138
17712,3,139,83248,True,42,138
17712,3,139,148784,True,1,138
17714,1,108,17714,True,1,107
17714,1,108,83250,True,1,43
17714,1,108,148786,True,1,107
17716,2,139,17716,True,1,138
17716,2,139,83252,True,42,138
17716,2,139,148788,True,1,138
17718,1,157,17718,True,1,156
17718,1,157,83254,True,1,129
17718,1,157,148790,True,1,156
17720,3,70,17720,True,1,69
17720,3,70,83256,True,1,64
17720,3,70,148792,True,1,69
17722,1,70,17722,True,1,69
17722,1,70,83258,True,3,62
17722,1,70,148794,True,1,69
17724,2,70,17724,True,1,69
17724,2,70,83260,True,6,59
17724,2,70,148796,True,1,69
17726,1,139,17726,True,1,138
17726,1,139,83262,True,1,65
17726,1,139,148798,True,1,138
17728,3,20,17728,True,1,19
17728,3,20,83264,True,11,19
17728,3,20,148800,True,1,19
17730,1,102,17730,True,1,101
17730,1,102,83266,True,6,59
17730,1,102,148802,True,1,101
17732,2,139,17732,True,1,138
17732,2,139,83268,True,42,138
17732,2,139,148804,True,1,138
17734,1,139,17734,True,1,138
17734,1,139,83270,True,1,52
17734,1,139,148806,True,1,138
17736,3,57,17736,True,1,56
17736,3,57,83272,True,1,52
17736,3,57,148808,True,1,56
17738,1,57,17738,True,1,56
17738,1,57,83274,True,3,50
17738,1,57,148810,True,1,56
17740,2,57,17740,True,1,56
17740,2,57,83276,True,6,47
17740,2,57,148812,True,1,56
17742,1,139,17742,True,1,138
17742,1,139,83278,True,1,127
17742,1,139,148814,True,1,138
17744,3,20,17744,True,1,19
17744,3,20,83280,True,11,19
17744,3,20,148816,True,1,19
17746,1,126,17746,True,1,125
17746,1,126,83282,True,3,43
17746,1,126,148818,True,1,125
17748,2,20,17748,True,1,19
17748,2,20,83284,True,11,19
17748,2,20,148820,True,1,19
17750,1,95,17750,True,1,94
17750,1,95,83286,True,3,59
17750,1,95,148822,True,1,94
17752,3,95,17752,True,1,94
17752,3,95,83288,True,55,94
17752,3,95,148824,True,1,94
17754,1,95,17754,True,1,94
17754,1,95,83290,True,55,94
17754,1,95,148826,True,1,94
17756,2,95,17756,True,1,94
17756,2,95,83292,True,6,77
17756,2,95,148828,True,1,94
17758,1,44,17758,True,1,43
17758,1,44,83294,True,16,42
17758,1,44,148830,True,1,43
17760,3,33,17760,True,1,32
17760,3,33,83296,True,73,32
17760,3,33,148832,True,1,32
17762,1,88,17762,True,1,87
17762,1,88,83298,True,1,72
17762,1,88,148834,True,1,87
17764,2,88,17764,True,1,87
17764,2,88,83300,True,1,82
17764,2,88,148836,True,1,87
17766,1,88,17766,True,1,87
17766,1,88,83302,True,6,77
17766,1,88,148838,True,1,87
17768,3,33,17768,True,1,32
17768,3,33,83304,True,73,32
17768,3,33,148840,True,1,32
17770,1,33,17770,True,1,32
17770,1,33,83306,True,73,32
17770,1,33,148842,True,1,32
17772,2,95,17772,True,1,94
17772,2,95,83308,True,6,77
17772,2,95,148844,True,1,94
17774,1,95,17774,True,1,94
17774,1,95,83310,True,3,80
17774,1,95,148846,True,1,94
17776,3,33,17776,True,1,32
17776,3,33,83312,True,73,32
17776,3,33,148848,True,1,32
17778,1,88,17778,True,1,87
17778,1,88,83314,True,6,77
17778,1,88,148850,True,1,87
17780,2,33,17780,True,1,32
17780,2,33,83316,True,73,32
17780,2,33,148852,True,1,32
17782,1,69,17782,True,1,68
17782,1,69,83318,True,3,67
17782,1,69,148854,True,1,68
17784,3,88,17784,True,1,87
17784,3,88,83320,True,9,54
17784,3,88,148856,True,1,87
17786,1,88,17786,True,1,87
17786,1,88,83322,True,1,45
17786,1,88,148858,True,1,87
17788,2,121,17788,True,1,120
17788,2,121,83324,True,6,103
17788,2,121,148860,True,1,120
17790,1,97,17790,True,1,96
17790,1,97,83326,True,1,57
17790,1,97,148862,True,1,96
17792,3,46,17792,True,1,45
17792,3,46,83328,True,60,45
17792,3,46,148864,True,1,45
17794,1,33,17794,True,1,32
17794,1,33,83330,True,6,28
17794,1,33,148866,True,1,32
17796,2,69,17796,True,1,68
17796,2,69,83332,True,1,55
17796,2,69,148868,True,1,68
17798,1,69,17798,True,1,68
17798,1,69,83334,True,3,59
17798,1,69,148870,True,1,68
17800,3,139,17800,True,1,138
17800,3,139,83336,True,1,42
17800,3,139,148872,True,1,138
17802,1,139,17802,True,1,138
17802,1,139,83338,True,1,134
17802,1,139,148874,True,1,138
17804,2,139,17804,True,1,138
17804,2,139,83340,True,1,35
17804,2,139,148876,True,1,138
17806,1,95,17806,True,1,94
17806,1,95,83342,True,1,94
17806,1,95,148878,True,1,94
17808,3,139,17808,True,1,138
17808,3,139,83344,True,1,42
17808,3,139,148880,True,1,138
17810,1,95,17810,True,1,94
17810,1,95,83346,True,1,38
17810,1,95,148882,True,1,94
17812,2,139,17812,True,1,138
17812,2,139,83348,True,1,42
17812,2,139,148884,True,1,138
17814,1,95,17814,True,1,94
17814,1,95,83350,True,1,39
17814,1,95,148886,True,1,94
17816,3,139,17816,True,1,138
17816,3,139,83352,True,1,42
17816,3,139,148888,True,1,138
17818,1,139,17818,True,1,138
17818,1,139,83354,True,1,134
17818,1,139,148890,True,1,138
17820,2,43,17820,True,1,42
17820,2,43,83356,True,9,41
17820,2,43,148892,True,1,42
17822,1,119,17822,True,1,118
17822,1,119,83358,True,3,75
17822,1,119,148894,True,1,118
17824,3,46,17824,True,1,45
17824,3,46,83360,True,60,45
17824,3,46,148896,True,1,45
17826,1,46,17826,True,1,45
17826,1,46,83362,True,2,45
17826,1,46,148898,True,1,45
17828,2,46,17828,True,1,45
17828,2,46,83364,True,91,45
17828,2,46,148900,True,1,45
17830,1,46,17830,True,1,45
17830,1,46,83366,True,91,45
17830,1,46,148902,True,1,45
17832,3,46,17832,True,1,45
17832,3,46,83368,True,60,45
17832,3,46,148904,True,1,45
17834,1,46,17834,True,1,45
17834,1,46,83370,True,1,41
17834,1,46,148906,True,1,45
17836,2,46,17836,True,1,45
17836,2,46,83372,True,91,45
17836,2,46,148908,True,1,45
17838,1,46,17838,True,1,45
17838,1,46,83374,True,91,45
17838,1,46,148910,True,1,45
17840,3,95,17840,True,1,94
17840,3,95,83376,True,1,57
17840,3,95,148912,True,1,94
17842,1,139,17842,True,1,138
17842,1,139,83378,True,1,25
17842,1,139,148914,True,1,138
17844,2,95,17844,True,1,94
17844,2,95,83380,True,1,57
17844,2,95,148916,True,1,94
17846,1,54,17846,True,1,53
17846,1,54,83382,True,1,52
17846,1,54,148918,True,1,53
17848,3,95,17848,True,1,94
17848,3,95,83384,True,1,77
17848,3,95,148920,True,1,94
17850,1,95,17850,True,1,94
17850,1,95,83386,True,1,54
17850,1,95,148922,True,1,94
17852,2,46,17852,True,1,45
17852,2,46,83388,True,91,45
17852,2,46,148924,True,1,45
17854,1,132,17854,True,1,131
17854,1,132,83390,True,1,47
17854,1,132,148926,True,1,131
17856,3,46,17856,True,1,45
17856,3,46,83392,True,60,45
17856,3,46,148928,True,1,45
17858,1,131,17858,True,1,130
17858,1,131,83394,True,1,82
17858,1,131,148930,True,1,130
17860,2,46,17860,True,1,45
17860,2,46,83396,True,60,45
17860,2,46,148932,True,1,45
17862,1,46,17862,True,1,45
17862,1,46,83398,True,1,26
17862,1,46,148934,True,1,45
17864,3,139,17864,True,1,138
17864,3,139,83400,True,1,42
17864,3,139,148936,True,1,138
17866,1,139,17866,True,1,138
17866,1,139,83402,True,1,134
17866,1,139,148938,True,1,138
17868,2,139,17868,True,1,138
17868,2,139,83404,True,1,35
17868,2,139,148940,True,1,138
17870,1,114,17870,True,1,113
17870,1,114,83406,True,14,40
17870,1,114,148942,True,1,113
17872,3,46,17872,True,1,45
17872,3,46,83408,True,60,45
17872,3,46,148944,True,1,45
17874,1,67,17874,True,1,66
17874,1,67,83410,True,1,51
17874,1,67,148946,True,1,66
17876,2,46,17876,True,1,45
17876,2,46,83412,True,60,45
17876,2,46,148948,True,1,45
17878,1,121,17878,True,1,120
17878,1,121,83414,True,1,52
17878,1,121,148950,True,1,120
17880,3,46,17880,True,1,45
17880,3,46,83416,True,50,45
17880,3,46,148952,True,1,45
17882,1,46,17882,True,1,45
17882,1,46,83418,True,50,45
17882,1,46,148954,True,1,45
17884,2,46,17884,True,1,45
17884,2,46,83420,True,7,45
17884,2,46,148956,True,1,45
17886,1,48,17886,True,1,47
17886,1,48,83422,True,208,47
17886,1,48,148958,True,1,47
17888,3,90,17888,True,1,89
17888,3,90,83424,True,1,86
17888,3,90,148960,True,1,89
17890,1,46,17890,True,1,45
17890,1,46,83426,True,1,41
17890,1,46,148962,True,1,45
17892,2,62,17892,True,1,61
17892,2,62,83428,True,9,27
17892,2,62,148964,True,1,61
17894,1,62,17894,True,1,61
17894,1,62,83430,True,9,27
17894,1,62,148966,True,1,61
17896,3,90,17896,True,1,89
17896,3,90,83432,True,1,86
17896,3,90,148968,True,1,89
17898,1,90,17898,True,1,89
17898,1,90,83434,True,1,72
17898,1,90,148970,True,1,89
17900,2,139,17900,True,1,138
17900,2,139,83436,True,1,61
17900,2,139,148972,True,1,138
17902,1,139,17902,True,1,138
17902,1,139,83438,True,1,52
17902,1,139,148974,True,1,138
17904,3,90,17904,True,1,89
17904,3,90,83440,True,1,68
17904,3,90,148976,True,1,89
17906,1,139,17906,True,1,138
17906,1,139,83442,True,1,126
17906,1,139,148978,True,1,138
17908,2,90,17908,True,1,89
17908,2,90,83444,True,1,68
17908,2,90,148980,True,1,89
17910,1,56,17910,True,1,55
17910,1,56,83446,True,40,45
17910,1,56,148982,True,1,55
17912,3,139,17912,True,1,138
17912,3,139,83448,True,2,138
17912,3,139,148984,True,1,138
17914,1,139,17914,True,1,138
17914,1,139,83450,True,1,100
17914,1,139,148986,True,1,138
17916,2,36,17916,True,1,35
17916,2,36,83452,True,5,35
17916,2,36,148988,True,1,35
17918,1,179,17918,True,1,178
17918,1,179,83454,True,1,78
17918,1,179,148990,True,1,178
17920,3,20,17920,True,1,19
17920,3,20,83456,True,11,19
17920,3,20,148992,True,1,19
17922,1,46,17922,True,1,45
17922,1,46,83458,True,6,41
17922,1,46,148994,True,1,45
17924,2,46,17924,True,1,45
17924,2,46,83460,True,104,45
17924,2,46,148996,True,1,45
17926,1,46,17926,True,1,45
17926,1,46,83462,True,104,45
17926,1,46,148998,True,1,45
17928,3,46,17928,True,1,45
17928,3,46,83464,True,104,45
17928,3,46,149000,True,1,45
17930,1,46,17930,True,1,45
17930,1,46,83466,True,104,45
17930,1,46,149002,True,1,45
17932,2,46,17932,True,1,45
17932,2,46,83468,True,104,45
17932,2,46,149004,True,1,45
17934,1,139,17934,True,1,138
17934,1,139,83470,True,1,83
17934,1,139,149006,True,1,138
17936,3,46,17936,True,1,45
17936,3,46,83472,True,104,45
17936,3,46,149008,True,1,45
17938,1,51,17938,True,1,50
17938,1,51,83474,True,10,50
17938,1,51,149010,True,1,50
17940,2,46,17940,True,1,45
17940,2,46,83476,True,104,45
17940,2,46,149012,True,1,45
17942,1,139,17942,True,1,138
17942,1,139,83478,True,1,52
17942,1,139,149014,True,1,138
17944,3,46,17944,True,1,45
17944,3,46,83480,True,104,45
17944,3,46,149016,True,1,45
17946,1,46,17946,True,1,45
17946,1,46,83482,True,104,45
17946,1,46,149018,True,1,45
17948,2,46,17948,True,1,45
17948,2,46,83484,True,6,41
17948,2,46,149020,True,1,45
17950,1,39,17950,True,1,38
17950,1,39,83486,True,9,38
17950,1,39,149022,True,1,38
17952,3,46,17952,True,1,45
17952,3,46,83488,True,11,45
17952,3,46,149024,True,1,45
17954,1,46,17954,True,1,45
17954,1,46,83490,True,104,45
17954,1,46,149026,True,1,45
17956,2,90,17956,True,1,89
17956,2,90,83492,True,9,43
17956,2,90,149028,True,1,89
17958,1,90,17958,True,1,89
17958,1,90,83494,True,1,44
17958,1,90,149030,True,1,89
17960,3,46,17960,True,1,45
17960,3,46,83496,True,11,45
17960,3,46,149032,True,1,45
17962,1,46,17962,True,1,45
17962,1,46,83498,True,11,45
17962,1,46,149034,True,1,45
17964,2,159,17964,True,1,158
17964,2,159,83500,True,1,92
17964,2,159,149036,True,1,158
17966,1,159,17966,True,1,158
17966,1,159,83502,True,1,145
17966,1,159,149038,True,1,158
17968,3,46,17968,True,1,45
17968,3,46,83504,True,11,45
17968,3,46,149040,True,1,45
17970,1,159,17970,True,1,158
17970,1,159,83506,True,1,95
17970,1,159,149042,True,1,158
17972,2,46,17972,True,1,45
17972,2,46,83508,True,11,45
17972,2,46,149044,True,1,45
17974,1,75,17974,True,1,74
17974,1,75,83510,True,14,70
17974,1,75,149046,True,1,74
17976,3,77,17976,True,1,76
17976,3,77,83512,True,11,76
17976,3,77,149048,True,1,76
17978,1,77,17978,True,1,76
17978,1,77,83514,True,1,72
17978,1,77,149050,True,1,76
17980,2,77,17980,True,1,76
17980,2,77,83516,True,1,61
17980,2,77,149052,True,1,76
17982,1,132,17982,True,1,131
17982,1,132,83518,True,3,75
17982,1,132,149054,True,1,131
17984,3,46,17984,True,1,45
17984,3,46,83520,True,11,45
17984,3,46,149056,True,1,45
17986,1,77,17986,True,1,76
17986,1,77,83522,True,1,72
17986,1,77,149058,True,1,76
17988,2,46,17988,True,1,45
17988,2,46,83524,True,60,45
17988,2,46,149060,True,1,45
17990,1,46,17990,True,1,45
17990,1,46,83526,True,1,26
17990,1,46,149062,True,1,45
17992,3,46,17992,True,1,45
17992,3,46,83528,True,60,45
17992,3,46,149064,True,1,45
17994,1,46,17994,True,1,45
17994,1,46,83530,True,1,41
17994,1,46,149066,True,1,45
17996,2,46,17996,True,1,45
17996,2,46,83532,True,60,45
17996,2,46,149068,True,1,45
17998,1,93,17998,True,1,92
17998,1,93,83534,True,16,42
17998,1,93,149070,True,1,92
18000,3,46,18000,True,1,45
18000,3,46,83536,True,11,45
18000,3,46,149072,True,1,45
18002,1,137,18002,True,1,136
18002,1,137,83538,True,1,59
18002,1,137,149074,True,1,136
18004,2,46,18004,True,1,45
18004,2,46,83540,True,11,45
18004,2,46,149076,True,1,45
18006,1,77,18006,True,1,76
18006,1,77,83542,True,1,44
18006,1,77,149078,True,1,76
18008,3,38,18008,True,1,37
18008,3,38,83544,True,24,37
18008,3,38,149080,True,1,37
18010,1,38,18010,True,1,37
18010,1,38,83546,True,24,37
18010,1,38,149082,True,1,37
18012,2,38,18012,True,1,37
18012,2,38,83548,True,24,37
18012,2,38,149084,True,1,37
18014,1,70,18014,True,1,69
18014,1,70,83550,True,1,44
18014,1,70,149086,True,1,69
18016,3,46,18016,True,1,45
18016,3,46,83552,True,11,45
18016,3,46,149088,True,1,45
18018,1,38,18018,True,1,37
18018,1,38,83554,True,24,37
18018,1,38,149090,True,1,37
18020,2,38,18020,True,1,37
18020,2,38,83556,True,24,37
18020,2,38,149092,True,1,37
18022,1,38,18022,True,1,37
18022,1,38,83558,True,24,37
18022,1,38,149094,True,1,37
18024,3,46,18024,True,1,45
18024,3,46,83560,True,11,45
18024,3,46,149096,True,1,45
18026,1,46,18026,True,1,45
18026,1,46,83562,True,11,45
18026,1,46,149098,True,1,45
18028,2,90,18028,True,1,89
18028,2,90,83564,True,1,55
18028,2,90,149100,True,1,89
18030,1,90,18030,True,1,89
18030,1,90,83566,True,3,75
18030,1,90,149102,True,1,89
18032,3,139,18032,True,1,138
18032,3,139,83568,True,1,53
18032,3,139,149104,True,1,138
18034,1,38,18034,True,1,37
18034,1,38,83570,True,1,33
18034,1,38,149106,True,1,37
18036,2,139,18036,True,1,138
18036,2,139,83572,True,1,53
18036,2,139,149108,True,1,138
18038,1,38,18038,True,1,37
18038,1,38,83574,True,24,37
18038,1,38,149110,True,1,37
18040,3,139,18040,True,1,138
18040,3,139,83576,True,2,138
18040,3,139,149112,True,1,138
18042,1,139,18042,True,1,138
18042,1,139,83578,True,1,65
18042,1,139,149114,True,1,138
18044,2,57,18044,True,1,56
18044,2,57,83580,True,10,42
18044,2,57,149116,True,1,56
18046,1,176,18046,True,1,175
18046,1,176,83582,True,1,166
18046,1,176,149118,True,1,175
18048,3,20,18048,True,1,19
18048,3,20,83584,True,11,19
18048,3,20,149120,True,1,19
18050,1,46,18050,True,1,45
18050,1,46,83586,True,6,41
18050,1,46,149122,True,1,45
18052,2,183,18052,True,1,182
18052,2,183,83588,True,1,83
18052,2,183,149124,True,1,182
18054,1,183,18054,True,1,182
18054,1,183,83590,True,1,50
18054,1,183,149126,True,1,182
18056,3,38,18056,True,1,37
18056,3,38,83592,True,32,37
18056,3,38,149128,True,1,37
18058,1,38,18058,True,1,37
18058,1,38,83594,True,32,37
18058,1,38,149130,True,1,37
18060,2,38,18060,True,1,37
18060,2,38,83596,True,32,37
18060,2,38,149132,True,1,37
18062,1,157,18062,True,1,156
18062,1,157,83598,True,1,140
18062,1,157,149134,True,1,156
18064,3,38,18064,True,1,37
18064,3,38,83600,True,32,37
18064,3,38,149136,True,1,37
18066,1,46,18066,True,1,45
18066,1,46,83602,True,1,20
18066,1,46,149138,True,1,45
18068,2,38,18068,True,1,37
18068,2,38,83604,True,32,37
18068,2,38,149140,True,1,37
18070,1,38,18070,True,1,37
18070,1,38,83606,True,32,37
18070,1,38,149142,True,1,37
18072,3,38,18072,True,1,37
18072,3,38,83608,True,32,37
18072,3,38,149144,True,1,37
18074,1,38,18074,True,1,37
18074,1,38,83610,True,32,37
18074,1,38,149146,True,1,37
18076,2,90,18076,True,1,89
18076,2,90,83612,True,1,53
18076,2,90,149148,True,1,89
18078,1,145,18078,True,1,144
18078,1,145,83614,True,1,65
18078,1,145,149150,True,1,144
18080,3,20,18080,True,1,19
18080,3,20,83616,True,11,19
18080,3,20,149152,True,1,19
18082,1,183,18082,True,1,182
18082,1,183,83618,True,1,52
18082,1,183,149154,True,1,182
18084,2,157,18084,True,1,156
18084,2,157,83620,True,1,95
18084,2,157,149156,True,1,156
18086,1,157,18086,True,1,156
18086,1,157,83622,True,3,97
18086,1,157,149158,True,1,156
18088,3,20,18088,True,1,19
18088,3,20,83624,True,11,19
18088,3,20,149160,True,1,19
18090,1,20,18090,True,1,19
18090,1,20,83626,True,11,19
18090,1,20,149162,True,1,19
18092,2,90,18092,True,1,89
18092,2,90,83628,True,1,53
18092,2,90,149164,True,1,89
18094,1,90,18094,True,1,89
18094,1,90,83630,True,3,44
18094,1,90,149166,True,1,89
18096,3,38,18096,True,1,37
18096,3,38,83632,True,19,37
18096,3,38,149168,True,1,37
18098,1,46,18098,True,1,45
18098,1,46,83634,True,1,28
18098,1,46,149170,True,1,45
18100,2,38,18100,True,1,37
18100,2,38,83636,True,19,37
18100,2,38,149172,True,1,37
18102,1,70,18102,True,1,69
18102,1,70,83638,True,16,51
18102,1,70,149174,True,1,69
18104,3,38,18104,True,1,37
18104,3,38,83640,True,19,37
18104,3,38,149176,True,1,37
18106,1,38,18106,True,1,37
18106,1,38,83642,True,19,37
18106,1,38,149178,True,1,37
18108,2,38,18108,True,1,37
18108,2,38,83644,True,1,35
18108,2,38,149180,True,1,37
18110,1,52,18110,True,1,51
18110,1,52,83646,True,1,42
18110,1,52,149182,True,1,51
18112,3,64,18112,True,1,63
18112,3,64,83648,True,32,39
18112,3,64,149184,True,1,63
18114,1,77,18114,True,1,76
18114,1,77,83650,True,1,64
18114,1,77,149186,True,1,76
18116,2,64,18116,True,1,63
18116,2,64,83652,True,1,55
18116,2,64,149188,True,1,63
18118,1,64,18118,True,1,63
18118,1,64,83654,True,6,50
18118,1,64,149190,True,1,63
18120,3,64,18120,True,1,63
18120,3,64,83656,True,1,55
18120,3,64,149192,True,1,63
18122,1,64,18122,True,1,63
18122,1,64,83658,True,3,53
18122,1,64,149194,True,1,63
18124,2,64,18124,True,1,63
18124,2,64,83660,True,6,50
18124,2,64,149196,True,1,63
18126,1,145,18126,True,1,144
18126,1,145,83662,True,1,144
18126,1,145,149198,True,1,144
18128,3,64,18128,True,1,63
18128,3,64,83664,True,32,39
18128,3,64,149200,True,1,63
18130,1,101,18130,True,1,100
18130,1,101,83666,True,1,54
18130,1,101,149202,True,1,100
18132,2,64,18132,True,1,63
18132,2,64,83668,True,32,39
18132,2,64,149204,True,1,63
18134,1,46,18134,True,1,45
18134,1,46,83670,True,6,41
18134,1,46,149206,True,1,45
18136,3,90,18136,True,1,89
18136,3,90,83672,True,60,89
18136,3,90,149208,True,1,89
18138,1,90,18138,True,1,89
18138,1,90,83674,True,1,64
18138,1,90,149210,True,1,89
18140,2,90,18140,True,1,89
18140,2,90,83676,True,1,53
18140,2,90,149212,True,1,89
18142,1,145,18142,True,1,144
18142,1,145,83678,True,1,39
18142,1,145,149214,True,1,144
18144,3,64,18144,True,1,63
18144,3,64,83680,True,32,39
18144,3,64,149216,True,1,63
18146,1,64,18146,True,1,63
18146,1,64,83682,True,32,39
18146,1,64,149218,True,1,63
18148,2,64,18148,True,1,63
18148,2,64,83684,True,1,46
