r,v,initial_rank,n_start,escaped,escape_steps,final_rank
49606,1,21,49606,True,1,20
49606,1,21,115142,True,101,20
49606,1,21,180678,True,1,20
49608,3,37,49608,True,1,36
49608,3,37,115144,True,36,36
49608,3,37,180680,True,1,36
49610,1,34,49610,True,1,33
49610,1,34,115146,True,39,33
49610,1,34,180682,True,1,33
49612,2,37,49612,True,1,36
49612,2,37,115148,True,36,36
49612,2,37,180684,True,1,36
49614,1,96,49614,True,1,95
49614,1,96,115150,True,7,26
49614,1,96,180686,True,1,95
49616,3,156,49616,True,1,155
49616,3,156,115152,True,1,71
49616,3,156,180688,True,1,155
49618,1,89,49618,True,1,88
49618,1,89,115154,True,4,53
49618,1,89,180690,True,1,88
49620,2,156,49620,True,1,155
49620,2,156,115156,True,1,105
49620,2,156,180692,True,1,155
49622,1,70,49622,True,1,69
49622,1,70,115158,True,1,56
49622,1,70,180694,True,1,69
49624,3,94,49624,True,1,93
49624,3,94,115160,True,12,60
49624,3,94,180696,True,1,93
49626,1,140,49626,True,1,139
49626,1,140,115162,True,1,43
49626,1,140,180698,True,1,139
49628,2,66,49628,True,1,65
49628,2,66,115164,True,1,43
49628,2,66,180700,True,1,65
49630,1,44,49630,True,1,43
49630,1,44,115166,True,5,31
49630,1,44,180702,True,1,43
49632,3,156,49632,True,1,155
49632,3,156,115168,True,1,71
49632,3,156,180704,True,1,155
49634,1,47,49634,True,1,46
49634,1,47,115170,True,26,46
49634,1,47,180706,True,1,46
49636,2,160,49636,True,1,159
49636,2,160,115172,True,1,58
49636,2,160,180708,True,1,159
49638,1,96,49638,True,1,95
49638,1,96,115174,True,1,58
49638,1,96,180710,True,1,95
49640,3,156,49640,True,1,155
49640,3,156,115176,True,1,71
49640,3,156,180712,True,1,155
49642,1,47,49642,True,1,46
49642,1,47,115178,True,26,46
49642,1,47,180714,True,1,46
49644,2,94,49644,True,1,93
49644,2,94,115180,True,1,43
49644,2,94,180716,True,1,93
49646,1,140,49646,True,1,139
49646,1,140,115182,True,1,36
49646,1,140,180718,True,1,139
49648,3,94,49648,True,1,93
49648,3,94,115184,True,12,43
49648,3,94,180720,True,1,93
49650,1,47,49650,True,1,46
49650,1,47,115186,True,31,46
49650,1,47,180722,True,1,46
49652,2,94,49652,True,1,93
49652,2,94,115188,True,1,87
49652,2,94,180724,True,1,93
49654,1,63,49654,True,1,62
49654,1,63,115190,True,23,37
49654,1,63,180726,True,1,62
49656,3,43,49656,True,1,42
49656,3,43,115192,True,1,37
49656,3,43,180728,True,1,42
49658,1,91,49658,True,1,90
49658,1,91,115194,True,1,69
49658,1,91,180730,True,1,90
49660,2,59,49660,True,1,58
49660,2,59,115196,True,4,27
49660,2,59,180732,True,1,58
49662,1,37,49662,True,1,36
49662,1,37,115198,True,7,31
49662,1,37,180734,True,1,36
49664,3,125,49664,True,1,124
49664,3,125,115200,True,1,58
49664,3,125,180736,True,1,124
49666,1,47,49666,True,1,46
49666,1,47,115202,True,4,46
49666,1,47,180738,True,1,46
49668,2,112,49668,True,1,111
49668,2,112,115204,True,17,55
49668,2,112,180740,True,1,111
49670,1,47,49670,True,1,46
49670,1,47,115206,True,5,45
49670,1,47,180742,True,1,46
49672,3,156,49672,True,1,155
49672,3,156,115208,True,10,155
49672,3,156,180744,True,1,155
49674,1,47,49674,True,1,46
49674,1,47,115210,True,119,46
49674,1,47,180746,True,1,46
49676,2,156,49676,True,1,155
49676,2,156,115212,True,1,56
49676,2,156,180748,True,1,155
49678,1,160,49678,True,1,159
49678,1,160,115214,True,1,93
49678,1,160,180750,True,1,159
49680,3,156,49680,True,1,155
49680,3,156,115216,True,10,155
49680,3,156,180752,True,1,155
49682,1,78,49682,True,1,77
49682,1,78,115218,True,17,56
49682,1,78,180754,True,1,77
49684,2,156,49684,True,1,155
49684,2,156,115220,True,1,56
49684,2,156,180756,True,1,155
49686,1,47,49686,True,1,46
49686,1,47,115222,True,5,41
49686,1,47,180758,True,1,46
49688,3,156,49688,True,1,155
49688,3,156,115224,True,10,155
49688,3,156,180760,True,1,155
49690,1,47,49690,True,1,46
49690,1,47,115226,True,119,46
49690,1,47,180762,True,1,46
49692,2,159,49692,True,1,158
49692,2,159,115228,True,1,61
49692,2,159,180764,True,1,158
49694,1,39,49694,True,1,38
49694,1,39,115230,True,22,38
49694,1,39,180766,True,1,38
49696,3,125,49696,True,1,124
49696,3,125,115232,True,1,120
49696,3,125,180768,True,1,124
49698,1,47,49698,True,1,46
49698,1,47,115234,True,119,46
49698,1,47,180770,True,1,46
49700,2,116,49700,True,1,115
49700,2,116,115236,True,1,54
49700,2,116,180772,True,1,115
49702,1,140,49702,True,1,139
49702,1,140,115238,True,1,54
49702,1,140,180774,True,1,139
49704,3,125,49704,True,1,124
49704,3,125,115240,True,1,120
49704,3,125,180776,True,1,124
49706,1,21,49706,True,1,20
49706,1,21,115242,True,101,20
49706,1,21,180778,True,1,20
49708,2,63,49708,True,1,62
49708,2,63,115244,True,4,46
49708,2,63,180780,True,1,62
49710,1,39,49710,True,1,38
49710,1,39,115246,True,158,38
49710,1,39,180782,True,1,38
49712,3,125,49712,True,1,124
49712,3,125,115248,True,1,120
49712,3,125,180784,True,1,124
49714,1,39,49714,True,1,38
49714,1,39,115250,True,12,30
49714,1,39,180786,True,1,38
49716,2,125,49716,True,1,124
49716,2,125,115252,True,1,30
49716,2,125,180788,True,1,124
49718,1,158,49718,True,1,157
49718,1,158,115254,True,1,96
49718,1,158,180790,True,1,157
49720,3,63,49720,True,1,62
49720,3,63,115256,True,17,48
49720,3,63,180792,True,1,62
49722,1,39,49722,True,1,38
49722,1,39,115258,True,34,38
49722,1,39,180794,True,1,38
49724,2,66,49724,True,1,65
49724,2,66,115260,True,1,47
49724,2,66,180796,True,1,65
49726,1,39,49726,True,1,38
49726,1,39,115262,True,1,36
49726,1,39,180798,True,1,38
49728,3,37,49728,True,1,36
49728,3,37,115264,True,129,36
49728,3,37,180800,True,1,36
49730,1,65,49730,True,1,64
49730,1,65,115266,True,1,56
49730,1,65,180802,True,1,64
49732,2,112,49732,True,1,111
49732,2,112,115268,True,1,103
49732,2,112,180804,True,1,111
49734,1,65,49734,True,1,64
49734,1,65,115270,True,5,64
49734,1,65,180806,True,1,64
49736,3,112,49736,True,1,111
49736,3,112,115272,True,25,74
49736,3,112,180808,True,1,111
49738,1,65,49738,True,1,64
49738,1,65,115274,True,27,37
49738,1,65,180810,True,1,64
49740,2,112,49740,True,1,111
49740,2,112,115276,True,1,103
49740,2,112,180812,True,1,111
49742,1,129,49742,True,1,128
49742,1,129,115278,True,1,80
49742,1,129,180814,True,1,128
49744,3,37,49744,True,1,36
49744,3,37,115280,True,129,36
49744,3,37,180816,True,1,36
49746,1,65,49746,True,1,64
49746,1,65,115282,True,1,39
49746,1,65,180818,True,1,64
49748,2,37,49748,True,1,36
49748,2,37,115284,True,129,36
49748,2,37,180820,True,1,36
49750,1,140,49750,True,1,139
49750,1,140,115286,True,1,66
49750,1,140,180822,True,1,139
49752,3,125,49752,True,1,124
49752,3,125,115288,True,1,120
49752,3,125,180824,True,1,124
49754,1,21,49754,True,1,20
49754,1,21,115290,True,101,20
49754,1,21,180826,True,1,20
49756,2,35,49756,True,1,34
49756,2,35,115292,True,1,30
49756,2,35,180828,True,1,34
49758,1,130,49758,True,1,129
49758,1,130,115294,True,1,80
49758,1,130,180830,True,1,129
49760,3,37,49760,True,1,36
49760,3,37,115296,True,129,36
49760,3,37,180832,True,1,36
49762,1,60,49762,True,1,59
49762,1,60,115298,True,13,59
49762,1,60,180834,True,1,59
49764,2,87,49764,True,1,86
49764,2,87,115300,True,2,86
49764,2,87,180836,True,1,86
49766,1,60,49766,True,1,59
49766,1,60,115302,True,13,59
49766,1,60,180838,True,1,59
49768,3,37,49768,True,1,36
49768,3,37,115304,True,129,36
49768,3,37,180840,True,1,36
49770,1,109,49770,True,1,108
49770,1,109,115306,True,57,108
49770,1,109,180842,True,1,108
49772,2,88,49772,True,1,87
49772,2,88,115308,True,1,43
49772,2,88,180844,True,1,87
49774,1,153,49774,True,1,152
49774,1,153,115310,True,1,60
49774,1,153,180846,True,1,152
49776,3,37,49776,True,1,36
49776,3,37,115312,True,36,36
49776,3,37,180848,True,1,36
49778,1,60,49778,True,1,59
49778,1,60,115314,True,5,59
49778,1,60,180850,True,1,59
49780,2,37,49780,True,1,36
49780,2,37,115316,True,36,36
49780,2,37,180852,True,1,36
49782,1,34,49782,True,1,33
49782,1,34,115318,True,2,33
49782,1,34,180854,True,1,33
49784,3,37,49784,True,1,36
49784,3,37,115320,True,36,36
49784,3,37,180856,True,1,36
49786,1,34,49786,True,1,33
49786,1,34,115322,True,39,33
49786,1,34,180858,True,1,33
49788,2,124,49788,True,1,123
49788,2,124,115324,True,4,123
49788,2,124,180860,True,1,123
49790,1,110,49790,True,1,109
49790,1,110,115326,True,1,86
49790,1,110,180862,True,1,109
49792,3,125,49792,True,1,124
49792,3,125,115328,True,1,58
49792,3,125,180864,True,1,124
49794,1,109,49794,True,1,108
49794,1,109,115330,True,4,46
49794,1,109,180866,True,1,108
49796,2,156,49796,True,1,155
49796,2,156,115332,True,4,75
49796,2,156,180868,True,1,155
49798,1,153,49798,True,1,152
49798,1,153,115334,True,6,73
49798,1,153,180870,True,1,152
49800,3,37,49800,True,1,36
49800,3,37,115336,True,129,36
49800,3,37,180872,True,1,36
49802,1,109,49802,True,1,108
49802,1,109,115338,True,57,108
49802,1,109,180874,True,1,108
49804,2,37,49804,True,1,36
49804,2,37,115340,True,129,36
49804,2,37,180876,True,1,36
49806,1,122,49806,True,1,121
49806,1,122,115342,True,7,100
49806,1,122,180878,True,1,121
49808,3,74,49808,True,1,73
49808,3,74,115344,True,17,55
49808,3,74,180880,True,1,73
49810,1,60,49810,True,1,59
49810,1,60,115346,True,2,59
49810,1,60,180882,True,1,59
49812,2,74,49812,True,1,73
49812,2,74,115348,True,17,55
49812,2,74,180884,True,1,73
49814,1,109,49814,True,1,108
49814,1,109,115350,True,5,54
49814,1,109,180886,True,1,108
49816,3,74,49816,True,1,73
49816,3,74,115352,True,17,55
49816,3,74,180888,True,1,73
49818,1,47,49818,True,1,46
49818,1,47,115354,True,26,46
49818,1,47,180890,True,1,46
49820,2,79,49820,True,1,78
49820,2,79,115356,True,18,60
49820,2,79,180892,True,1,78
49822,1,153,49822,True,1,152
49822,1,153,115358,True,1,75
49822,1,153,180894,True,1,152
49824,3,125,49824,True,1,124
49824,3,125,115360,True,1,58
49824,3,125,180896,True,1,124
49826,1,47,49826,True,1,46
49826,1,47,115362,True,6,42
49826,1,47,180898,True,1,46
49828,2,176,49828,True,1,175
49828,2,176,115364,True,1,69
49828,2,176,180900,True,1,175
49830,1,60,49830,True,1,59
49830,1,60,115366,True,13,53
49830,1,60,180902,True,1,59
49832,3,125,49832,True,1,124
49832,3,125,115368,True,1,58
49832,3,125,180904,True,1,124
49834,1,29,49834,True,1,28
49834,1,29,115370,True,31,28
49834,1,29,180906,True,1,28
49836,2,37,49836,True,1,36
49836,2,37,115372,True,129,36
49836,2,37,180908,True,1,36
49838,1,109,49838,True,1,108
49838,1,109,115374,True,1,62
49838,1,109,180910,True,1,108
49840,3,63,49840,True,1,62
49840,3,63,115376,True,59,62
49840,3,63,180912,True,1,62
49842,1,153,49842,True,1,152
49842,1,153,115378,True,1,80
49842,1,153,180914,True,1,152
49844,2,63,49844,True,1,62
49844,2,63,115380,True,1,30
49844,2,63,180916,True,1,62
49846,1,109,49846,True,1,108
49846,1,109,115382,True,5,29
49846,1,109,180918,True,1,108
49848,3,63,49848,True,1,62
49848,3,63,115384,True,1,33
49848,3,63,180920,True,1,62
49850,1,34,49850,True,1,33
49850,1,34,115386,True,1,30
49850,1,34,180922,True,1,33
49852,2,113,49852,True,1,112
49852,2,113,115388,True,1,78
49852,2,113,180924,True,1,112
49854,1,153,49854,True,1,152
49854,1,153,115390,True,1,75
49854,1,153,180926,True,1,152
49856,3,63,49856,True,1,62
49856,3,63,115392,True,1,45
49856,3,63,180928,True,1,62
49858,1,109,49858,True,1,108
49858,1,109,115394,True,4,48
49858,1,109,180930,True,1,108
49860,2,63,49860,True,1,62
49860,2,63,115396,True,1,30
49860,2,63,180932,True,1,62
49862,1,34,49862,True,1,33
49862,1,34,115398,True,1,30
49862,1,34,180934,True,1,33
49864,3,63,49864,True,1,62
49864,3,63,115400,True,59,62
49864,3,63,180936,True,1,62
49866,1,34,49866,True,1,33
49866,1,34,115402,True,1,30
49866,1,34,180938,True,1,33
49868,2,63,49868,True,1,62
49868,2,63,115404,True,1,30
49868,2,63,180940,True,1,62
49870,1,73,49870,True,1,72
49870,1,73,115406,True,5,47
49870,1,73,180942,True,1,72
49872,3,63,49872,True,1,62
49872,3,63,115408,True,1,45
49872,3,63,180944,True,1,62
49874,1,60,49874,True,1,59
49874,1,60,115410,True,2,59
49874,1,60,180946,True,1,59
49876,2,63,49876,True,1,62
49876,2,63,115412,True,1,56
49876,2,63,180948,True,1,62
49878,1,60,49878,True,1,59
49878,1,60,115414,True,6,53
49878,1,60,180950,True,1,59
49880,3,89,49880,True,1,88
49880,3,89,115416,True,1,84
49880,3,89,180952,True,1,88
49882,1,107,49882,True,1,106
49882,1,107,115418,True,4,81
49882,1,107,180954,True,1,106
49884,2,115,49884,True,1,114
49884,2,115,115420,True,4,61
49884,2,115,180956,True,1,114
49886,1,60,49886,True,1,59
49886,1,60,115422,True,4,59
49886,1,60,180958,True,1,59
49888,3,63,49888,True,1,62
49888,3,63,115424,True,1,45
49888,3,63,180960,True,1,62
49890,1,122,49890,True,1,121
49890,1,122,115426,True,1,56
49890,1,122,180962,True,1,121
49892,2,105,49892,True,1,104
49892,2,105,115428,True,2,104
49892,2,105,180964,True,1,104
49894,1,153,49894,True,1,152
49894,1,153,115430,True,1,105
49894,1,153,180966,True,1,152
49896,3,63,49896,True,1,62
49896,3,63,115432,True,1,45
49896,3,63,180968,True,1,62
49898,1,122,49898,True,1,121
49898,1,122,115434,True,1,56
49898,1,122,180970,True,1,121
49900,2,105,49900,True,1,104
49900,2,105,115436,True,2,104
49900,2,105,180972,True,1,104
49902,1,153,49902,True,1,152
49902,1,153,115438,True,1,49
49902,1,153,180974,True,1,152
49904,3,50,49904,True,1,49
49904,3,50,115440,True,1,47
49904,3,50,180976,True,1,49
49906,1,109,49906,True,1,108
49906,1,109,115442,True,1,82
49906,1,109,180978,True,1,108
49908,2,50,49908,True,1,49
49908,2,50,115444,True,4,44
49908,2,50,180980,True,1,49
49910,1,84,49910,True,1,83
49910,1,84,115446,True,6,47
49910,1,84,180982,True,1,83
49912,3,144,49912,True,1,143
49912,3,144,115448,True,1,133
49912,3,144,180984,True,1,143
49914,1,34,49914,True,1,33
49914,1,34,115450,True,39,33
49914,1,34,180986,True,1,33
49916,2,115,49916,True,1,114
49916,2,115,115452,True,1,47
49916,2,115,180988,True,1,114
49918,1,64,49918,True,1,63
49918,1,64,115454,True,1,33
49918,1,64,180990,True,1,63
49920,3,125,49920,True,1,124
49920,3,125,115456,True,1,58
49920,3,125,180992,True,1,124
49922,1,60,49922,True,1,59
49922,1,60,115458,True,1,43
49922,1,60,180994,True,1,59
49924,2,50,49924,True,1,49
49924,2,50,115460,True,1,43
49924,2,50,180996,True,1,49
49926,1,60,49926,True,1,59
49926,1,60,115462,True,1,43
49926,1,60,180998,True,1,59
49928,3,50,49928,True,1,49
49928,3,50,115464,True,23,49
49928,3,50,181000,True,1,49
49930,1,60,49930,True,1,59
49930,1,60,115466,True,1,43
49930,1,60,181002,True,1,59
49932,2,50,49932,True,1,49
49932,2,50,115468,True,1,43
49932,2,50,181004,True,1,49
49934,1,60,49934,True,1,59
49934,1,60,115470,True,5,54
49934,1,60,181006,True,1,59
49936,3,63,49936,True,1,62
49936,3,63,115472,True,1,45
49936,3,63,181008,True,1,62
49938,1,153,49938,True,1,152
49938,1,153,115474,True,1,135
49938,1,153,181010,True,1,152
49940,2,63,49940,True,1,62
49940,2,63,115476,True,1,56
49940,2,63,181012,True,1,62
49942,1,153,49942,True,1,152
49942,1,153,115478,True,1,79
49942,1,153,181014,True,1,152
49944,3,63,49944,True,1,62
49944,3,63,115480,True,1,45
49944,3,63,181016,True,1,62
49946,1,122,49946,True,1,121
49946,1,122,115482,True,1,56
49946,1,122,181018,True,1,121
49948,2,159,49948,True,1,158
49948,2,159,115484,True,1,98
49948,2,159,181020,True,1,158
49950,1,109,49950,True,1,108
49950,1,109,115486,True,1,49
49950,1,109,181022,True,1,108
49952,3,63,49952,True,1,62
49952,3,63,115488,True,1,45
49952,3,63,181024,True,1,62
49954,1,122,49954,True,1,121
49954,1,122,115490,True,1,56
49954,1,122,181026,True,1,121
49956,2,63,49956,True,1,62
49956,2,63,115492,True,1,56
49956,2,63,181028,True,1,62
49958,1,122,49958,True,1,121
49958,1,122,115494,True,1,56
49958,1,122,181030,True,1,121
49960,3,63,49960,True,1,62
49960,3,63,115496,True,1,45
49960,3,63,181032,True,1,62
49962,1,122,49962,True,1,121
49962,1,122,115498,True,1,56
49962,1,122,181034,True,1,121
49964,2,63,49964,True,1,62
49964,2,63,115500,True,6,54
49964,2,63,181036,True,1,62
49966,1,34,49966,True,1,33
49966,1,34,115502,True,13,33
49966,1,34,181038,True,1,33
49968,3,63,49968,True,1,62
49968,3,63,115504,True,1,45
49968,3,63,181040,True,1,62
49970,1,34,49970,True,1,33
49970,1,34,115506,True,13,33
49970,1,34,181042,True,1,33
49972,2,63,49972,True,1,62
49972,2,63,115508,True,1,56
49972,2,63,181044,True,1,62
49974,1,153,49974,True,1,152
49974,1,153,115510,True,1,86
49974,1,153,181046,True,1,152
49976,3,98,49976,True,1,97
49976,3,98,115512,True,1,54
49976,3,98,181048,True,1,97
49978,1,60,49978,True,1,59
49978,1,60,115514,True,4,51
49978,1,60,181050,True,1,59
49980,2,66,49980,True,1,65
49980,2,66,115516,True,4,55
49980,2,66,181052,True,1,65
49982,1,104,49982,True,1,103
49982,1,104,115518,True,7,65
49982,1,104,181054,True,1,103
49984,3,125,49984,True,1,124
49984,3,125,115520,True,1,58
49984,3,125,181056,True,1,124
49986,1,60,49986,True,1,59
49986,1,60,115522,True,12,53
49986,1,60,181058,True,1,59
49988,2,156,49988,True,1,155
49988,2,156,115524,True,1,149
49988,2,156,181060,True,1,155
49990,1,60,49990,True,1,59
49990,1,60,115526,True,6,40
49990,1,60,181062,True,1,59
49992,3,156,49992,True,1,155
49992,3,156,115528,True,1,47
49992,3,156,181064,True,1,155
49994,1,60,49994,True,1,59
49994,1,60,115530,True,4,44
49994,1,60,181066,True,1,59
49996,2,156,49996,True,1,155
49996,2,156,115532,True,1,149
49996,2,156,181068,True,1,155
49998,1,60,49998,True,1,59
49998,1,60,115534,True,1,49
49998,1,60,181070,True,1,59
50000,3,125,50000,True,1,124
50000,3,125,115536,True,1,58
50000,3,125,181072,True,1,124
50002,1,91,50002,True,1,90
50002,1,91,115538,True,1,86
50002,1,91,181074,True,1,90
50004,2,125,50004,True,1,124
50004,2,125,115540,True,1,118
50004,2,125,181076,True,1,124
50006,1,60,50006,True,1,59
50006,1,60,115542,True,6,47
50006,1,60,181078,True,1,59
50008,3,112,50008,True,1,111
50008,3,112,115544,True,1,56
50008,3,112,181080,True,1,111
50010,1,153,50010,True,1,152
50010,1,153,115546,True,1,56
50010,1,153,181082,True,1,152
50012,2,66,50012,True,1,65
50012,2,66,115548,True,1,56
50012,2,66,181084,True,1,65
50014,1,60,50014,True,1,59
50014,1,60,115550,True,14,40
50014,1,60,181086,True,1,59
50016,3,156,50016,True,1,155
50016,3,156,115552,True,1,71
50016,3,156,181088,True,1,155
50018,1,78,50018,True,1,77
50018,1,78,115554,True,6,66
50018,1,78,181090,True,1,77
50020,2,156,50020,True,1,155
50020,2,156,115556,True,1,105
50020,2,156,181092,True,1,155
50022,1,78,50022,True,1,77
50022,1,78,115558,True,6,54
50022,1,78,181094,True,1,77
50024,3,156,50024,True,1,155
50024,3,156,115560,True,1,71
50024,3,156,181096,True,1,155
50026,1,78,50026,True,1,77
50026,1,78,115562,True,4,68
50026,1,78,181098,True,1,77
50028,2,144,50028,True,1,143
50028,2,144,115564,True,1,56
50028,2,144,181100,True,1,143
50030,1,52,50030,True,1,51
50030,1,52,115566,True,14,40
50030,1,52,181102,True,1,51
50032,3,156,50032,True,1,155
50032,3,156,115568,True,1,71
50032,3,156,181104,True,1,155
50034,1,78,50034,True,1,77
50034,1,78,115570,True,6,54
50034,1,78,181106,True,1,77
50036,2,156,50036,True,1,155
50036,2,156,115572,True,1,105
50036,2,156,181108,True,1,155
50038,1,34,50038,True,1,33
50038,1,34,115574,True,7,33
50038,1,34,181110,True,1,33
50040,3,41,50040,True,1,40
50040,3,41,115576,True,117,40
50040,3,41,181112,True,1,40
50042,1,52,50042,True,1,51
50042,1,52,115578,True,14,48
50042,1,52,181114,True,1,51
50044,2,66,50044,True,1,65
50044,2,66,115580,True,4,64
50044,2,66,181116,True,1,65
50046,1,160,50046,True,1,159
50046,1,160,115582,True,1,64
50046,1,160,181118,True,1,159
50048,3,125,50048,True,1,124
50048,3,125,115584,True,1,120
50048,3,125,181120,True,1,124
50050,1,104,50050,True,1,103
50050,1,104,115586,True,1,56
50050,1,104,181122,True,1,103
50052,2,93,50052,True,1,92
50052,2,93,115588,True,12,47
50052,2,93,181124,True,1,92
50054,1,104,50054,True,1,103
50054,1,104,115590,True,5,79
50054,1,104,181126,True,1,103
50056,3,125,50056,True,1,124
50056,3,125,115592,True,1,58
50056,3,125,181128,True,1,124
50058,1,29,50058,True,1,28
50058,1,29,115594,True,31,28
50058,1,29,181130,True,1,28
50060,2,125,50060,True,1,124
50060,2,125,115596,True,1,118
50060,2,125,181132,True,1,124
50062,1,78,50062,True,1,77
50062,1,78,115598,True,17,46
50062,1,78,181134,True,1,77
50064,3,112,50064,True,1,111
50064,3,112,115600,True,1,45
50064,3,112,181136,True,1,111
50066,1,122,50066,True,1,121
50066,1,122,115602,True,1,29
50066,1,122,181138,True,1,121
50068,2,112,50068,True,1,111
50068,2,112,115604,True,1,56
50068,2,112,181140,True,1,111
50070,1,73,50070,True,1,72
50070,1,73,115606,True,5,41
50070,1,73,181142,True,1,72
50072,3,112,50072,True,1,111
50072,3,112,115608,True,1,45
50072,3,112,181144,True,1,111
50074,1,122,50074,True,1,121
50074,1,122,115610,True,1,56
50074,1,122,181146,True,1,121
50076,2,66,50076,True,1,65
50076,2,66,115612,True,15,65
50076,2,66,181148,True,1,65
50078,1,34,50078,True,1,33
50078,1,34,115614,True,30,32
50078,1,34,181150,True,1,33
50080,3,125,50080,True,1,124
50080,3,125,115616,True,1,120
50080,3,125,181152,True,1,124
50082,1,122,50082,True,1,121
50082,1,122,115618,True,1,56
50082,1,122,181154,True,1,121
50084,2,82,50084,True,1,81
50084,2,82,115620,True,4,50
50084,2,82,181156,True,1,81
50086,1,73,50086,True,1,72
50086,1,73,115622,True,5,34
50086,1,73,181158,True,1,72
50088,3,125,50088,True,1,124
50088,3,125,115624,True,1,120
50088,3,125,181160,True,1,124
50090,1,21,50090,True,1,20
50090,1,21,115626,True,101,20
50090,1,21,181162,True,1,20
50092,2,155,50092,True,1,154
50092,2,155,115628,True,1,131
50092,2,155,181164,True,1,154
50094,1,166,50094,True,1,165
50094,1,166,115630,True,1,75
50094,1,166,181166,True,1,165
50096,3,112,50096,True,1,111
50096,3,112,115632,True,1,100
50096,3,112,181168,True,1,111
50098,1,60,50098,True,1,59
50098,1,60,115634,True,4,55
50098,1,60,181170,True,1,59
50100,2,112,50100,True,1,111
50100,2,112,115636,True,1,100
50100,2,112,181172,True,1,111
50102,1,47,50102,True,1,46
50102,1,47,115638,True,5,45
50102,1,47,181174,True,1,46
50104,3,112,50104,True,1,111
50104,3,112,115640,True,9,92
50104,3,112,181176,True,1,111
50106,1,60,50106,True,1,59
50106,1,60,115642,True,35,53
50106,1,60,181178,True,1,59
50108,2,104,50108,True,1,103
50108,2,104,115644,True,12,103
50108,2,104,181180,True,1,103
50110,1,73,50110,True,1,72
50110,1,73,115646,True,33,47
50110,1,73,181182,True,1,72
50112,3,125,50112,True,1,124
50112,3,125,115648,True,1,120
50112,3,125,181184,True,1,124
50114,1,122,50114,True,1,121
50114,1,122,115650,True,1,38
50114,1,122,181186,True,1,121
50116,2,125,50116,True,1,124
50116,2,125,115652,True,1,30
50116,2,125,181188,True,1,124
50118,1,21,50118,True,1,20
50118,1,21,115654,True,101,20
50118,1,21,181190,True,1,20
50120,3,71,50120,True,1,70
50120,3,71,115656,True,10,70
50120,3,71,181192,True,1,70
50122,1,73,50122,True,1,72
50122,1,73,115658,True,8,72
50122,1,73,181194,True,1,72
50124,2,71,50124,True,1,70
50124,2,71,115660,True,10,70
50124,2,71,181196,True,1,70
50126,1,79,50126,True,1,78
50126,1,79,115662,True,1,68
50126,1,79,181198,True,1,78
50128,3,125,50128,True,1,124
50128,3,125,115664,True,1,120
50128,3,125,181200,True,1,124
50130,1,122,50130,True,1,121
50130,1,122,115666,True,1,29
50130,1,122,181202,True,1,121
50132,2,125,50132,True,1,124
50132,2,125,115668,True,1,30
50132,2,125,181204,True,1,124
50134,1,56,50134,True,1,55
50134,1,56,115670,True,26,47
50134,1,56,181206,True,1,55
50136,3,63,50136,True,1,62
50136,3,63,115672,True,4,62
50136,3,63,181208,True,1,62
50138,1,60,50138,True,1,59
50138,1,60,115674,True,7,59
50138,1,60,181210,True,1,59
50140,2,110,50140,True,1,109
50140,2,110,115676,True,1,100
50140,2,110,181212,True,1,109
50142,1,172,50142,True,1,171
50142,1,172,115678,True,1,67
50142,1,172,181214,True,1,171
50144,3,63,50144,True,1,62
50144,3,63,115680,True,10,62
50144,3,63,181216,True,1,62
50146,1,21,50146,True,1,20
50146,1,21,115682,True,101,20
50146,1,21,181218,True,1,20
50148,2,149,50148,True,1,148
50148,2,149,115684,True,2,148
50148,2,149,181220,True,1,148
50150,1,73,50150,True,1,72
50150,1,73,115686,True,6,65
50150,1,73,181222,True,1,72
50152,3,63,50152,True,1,62
50152,3,63,115688,True,10,62
50152,3,63,181224,True,1,62
50154,1,47,50154,True,1,46
50154,1,47,115690,True,26,46
50154,1,47,181226,True,1,46
50156,2,72,50156,True,1,71
50156,2,72,115692,True,17,71
50156,2,72,181228,True,1,71
50158,1,111,50158,True,1,110
50158,1,111,115694,True,1,81
50158,1,111,181230,True,1,110
50160,3,36,50160,True,1,35
50160,3,36,115696,True,37,35
50160,3,36,181232,True,1,35
50162,1,122,50162,True,1,121
50162,1,122,115698,True,1,100
50162,1,122,181234,True,1,121
50164,2,36,50164,True,1,35
50164,2,36,115700,True,37,35
50164,2,36,181236,True,1,35
50166,1,166,50166,True,1,165
50166,1,166,115702,True,1,42
50166,1,166,181238,True,1,165
50168,3,128,50168,True,1,127
50168,3,128,115704,True,1,102
50168,3,128,181240,True,1,127
50170,1,166,50170,True,1,165
50170,1,166,115706,True,1,144
50170,1,166,181242,True,1,165
50172,2,67,50172,True,1,66
50172,2,67,115708,True,4,59
50172,2,67,181244,True,1,66
50174,1,124,50174,True,1,123
50174,1,124,115710,True,5,65
50174,1,124,181246,True,1,123
50176,3,32,50176,True,1,31
50176,3,32,115712,True,1,19
50176,3,32,181248,True,1,31
50178,1,47,50178,True,1,46
50178,1,47,115714,True,6,46
50178,1,47,181250,True,1,46
50180,2,63,50180,True,1,62
50180,2,63,115716,True,1,56
50180,2,63,181252,True,1,62
50182,1,135,50182,True,1,134
50182,1,135,115718,True,1,56
50182,1,135,181254,True,1,134
50184,3,63,50184,True,1,62
50184,3,63,115720,True,103,62
50184,3,63,181256,True,1,62
50186,1,135,50186,True,1,134
50186,1,135,115722,True,1,56
50186,1,135,181258,True,1,134
