r,v
5786,1
5788,2
5790,1
5792,3
5794,1
5796,2
5798,1
5800,3
5802,1
5804,2
5806,1
5808,3
5810,1
5812,2
5814,1
5816,3
5818,1
5820,2
5822,1
5824,3
5826,1
5828,2
5830,1
5832,3
5834,1
5836,2
5838,1
5840,3
5842,1
5844,2
5846,1
5848,3
5850,1
5852,2
5854,1
5856,3
5858,1
5860,2
5862,1
5864,3
5866,1
5868,2
5870,1
5872,3
5874,1
5876,2
5878,1
5880,3
5882,1
5884,2
5886,1
5888,3
5890,1
5892,2
5894,1
5896,3
5898,1
5900,2
5902,1
5904,3
5906,1
5908,2
5910,1
5912,3
5914,1
5916,2
5918,1
5920,3
5922,1
5924,2
5926,1
5928,3
5930,1
5932,2
5934,1
5936,3
5938,1
5940,2
5942,1
5944,3
5946,1
5948,2
5950,1
5952,3
5954,1
5956,2
5958,1
5960,3
5962,1
5964,2
5966,1
5968,3
5970,1
5972,2
5974,1
5976,3
5978,1
5980,2
5982,1
5984,3
5986,1
5988,2
5990,1
5992,3
5994,1
5996,2
5998,1
6000,3
6002,1
6004,2
6006,1
6008,3
6010,1
6012,2
6014,1
6016,3
6018,1
6020,2
6022,1
6024,3
6026,1
6028,2
6030,1
6032,3
6034,1
6036,2
6038,1
6040,3
6042,1
6044,2
6046,1
6048,3
6050,1
6052,2
6054,1
6056,3
6058,1
6060,2
6062,1
6064,3
6066,1
6068,2
6070,1
6072,3
6074,1
6076,2
6078,1
6080,3
6082,1
6084,2
6086,1
6088,3
6090,1
6092,2
6094,1
6096,3
6098,1
6100,2
6102,1
6104,3
6106,1
6108,2
6110,1
6112,3
6114,1
6116,2
6118,1
6120,3
6122,1
6124,2
6126,1
6128,3
6130,1
6132,2
6134,1
6136,3
6138,1
6140,2
6142,1
6144,3
6146,1
6148,2
6150,1
6152,3
6154,1
6156,2
6158,1
6160,3
6162,1
6164,2
6166,1
6168,3
6170,1
6172,2
6174,1
6176,3
6178,1
6180,2
6182,1
6184,3
6186,1
6188,2
6190,1
6192,3
6194,1
6196,2
6198,1
6200,3
6202,1
6204,2
6206,1
6208,3
6210,1
6212,2
6214,1
6216,3
6218,1
6220,2
6222,1
6224,3
6226,1
6228,2
6230,1
6232,3
6234,1
6236,2
6238,1
6240,3
6242,1
6244,2
6246,1
6248,3
6250,1
6252,2
6254,1
6256,3
6258,1
6260,2
6262,1
6264,3
6266,1
6268,2
6270,1
6272,3
6274,1
6276,2
6278,1
6280,3
6282,1
6284,2
6286,1
6288,3
6290,1
6292,2
6294,1
6296,3
6298,1
6300,2
6302,1
6304,3
6306,1
6308,2
6310,1
6312,3
6314,1
6316,2
6318,1
6320,3
6322,1
6324,2
6326,1
6328,3
6330,1
6332,2
6334,1
6336,3
6338,1
6340,2
6342,1
6344,3
6346,1
6348,2
6350,1
6352,3
6354,1
6356,2
6358,1
6360,3
6362,1
6364,2
6366,1
6368,3
6370,1
6372,2
6374,1
6376,3
6378,1
6380,2
6382,1
6384,3
6386,1
6388,2
6390,1
6392,3
6394,1
6396,2
6398,1
6400,3
6402,1
6404,2
6406,1
6408,3
6410,1
6412,2
6414,1
6416,3
6418,1
6420,2
6422,1
6424,3
6426,1
6428,2
6430,1
6432,3
6434,1
6436,2
6438,1
6440,3
6442,1
6444,2
6446,1
6448,3
6450,1
6452,2
6454,1
6456,3
6458,1
6460,2
6462,1
6464,3
6466,1
6468,2
6470,1
6472,3
6474,1
6476,2
6478,1
6480,3
6482,1
6484,2
6486,1
6488,3
6490,1
6492,2
6494,1
6496,3
6498,1
6500,2
6502,1
6504,3
6506,1
6508,2
6510,1
6512,3
6514,1
6516,2
6518,1
6520,3
6522,1
6524,2
6526,1
6528,3
6530,1
6532,2
6534,1
6536,3
6538,1
6540,2
6542,1
6544,3
6546,1
6548,2
6550,1
6552,3
6554,1
6556,2
6558,1
6560,3
6562,1
6564,2
6566,1
6568,3
6570,1
6572,2
6574,1
6576,3
6578,1
6580,2
6582,1
6584,3
6586,1
6588,2
6590,1
6592,3
6594,1
6596,2
6598,1
6600,3
6602,1
6604,2
6606,1
6608,3
6610,1
6612,2
6614,1
6616,3
6618,1
6620,2
6622,1
6624,3
6626,1
6628,2
6630,1
6632,3
6634,1
6636,2
6638,1
6640,3
6642,1
6644,2
6646,1
6648,3
6650,1
6652,2
6654,1
6656,3
6658,1
6660,2
6662,1
6664,3
6666,1
6668,2
6670,1
6672,3
6674,1
6676,2
6678,1
6680,3
6682,1
6684,2
6686,1
6688,3
6690,1
6692,2
6694,1
6696,3
6698,1
6700,2
6702,1
6704,3
6706,1
6708,2
6710,1
6712,3
6714,1
6716,2
6718,1
6720,3
6722,1
6724,2
6726,1
6728,3
6730,1
6732,2
6734,1
6736,3
6738,1
6740,2
6742,1
6744,3
6746,1
6748,2
6750,1
6752,3
6754,1
6756,2
6758,1
6760,3
6762,1
6764,2
6766,1
6768,3
6770,1
6772,2
6774,1
6776,3
6778,1
6780,2
6782,1
6784,3
6786,1
6788,2
6790,1
6792,3
6794,1
6796,2
6798,1
6800,3
6802,1
6804,2
6806,1
6808,3
6810,1
6812,2
6814,1
6816,3
6818,1
6820,2
6822,1
6824,3
6826,1
6828,2
6830,1
6832,3
6834,1
6836,2
6838,1
6840,3
6842,1
6844,2
6846,1
6848,3
6850,1
6852,2
6854,1
6856,3
6858,1
6860,2
6862,1
6864,3
6866,1
6868,2
6870,1
6872,3
6874,1
6876,2
6878,1
6880,3
6882,1
6884,2
6886,1
6888,3
6890,1
6892,2
6894,1
6896,3
6898,1
6900,2
6902,1
6904,3
6906,1
6908,2
6910,1
6912,3
6914,1
6916,2
6918,1
6920,3
6922,1
6924,2
6926,1
6928,3
6930,1
6932,2
6934,1
6936,3
6938,1
6940,2
6942,1
6944,3
6946,1
6948,2
6950,1
6952,3
6954,1
6956,2
6958,1
6960,3
6962,1
6964,2
6966,1
6968,3
6970,1
6972,2
6974,1
6976,3
6978,1
6980,2
6982,1
6984,3
6986,1
6988,2
6990,1
6992,3
6994,1
6996,2
6998,1
7000,3
7002,1
7004,2
7006,1
7008,3
7010,1
7012,2
7014,1
7016,3
7018,1
7020,2
7022,1
7024,3
7026,1
7028,2
7030,1
7032,3
7034,1
7036,2
7038,1
7040,3
7042,1
7044,2
7046,1
7048,3
7050,1
7052,2
7054,1
7056,3
7058,1
7060,2
7062,1
7064,3
7066,1
7068,2
7070,1
7072,3
7074,1
7076,2
7078,1
7080,3
7082,1
7084,2
7086,1
7088,3
7090,1
7092,2
7094,1
7096,3
7098,1
7100,2
7102,1
7104,3
7106,1
7108,2
7110,1
7112,3
7114,1
7116,2
7118,1
7120,3
7122,1
7124,2
7126,1
7128,3
7130,1
7132,2
7134,1
7136,3
7138,1
7140,2
7142,1
7144,3
7146,1
7148,2
7150,1
7152,3
7154,1
7156,2
7158,1
7160,3
7162,1
7164,2
7166,1
7168,3
7170,1
7172,2
7174,1
7176,3
7178,1
7180,2
7182,1
7184,3
7186,1
7188,2
7190,1
7192,3
7194,1
7196,2
7198,1
7200,3
7202,1
7204,2
7206,1
7208,3
7210,1
7212,2
7214,1
7216,3
7218,1
7220,2
7222,1
7224,3
7226,1
7228,2
7230,1
7232,3
7234,1
7236,2
7238,1
7240,3
7242,1
7244,2
7246,1
7248,3
7250,1
7252,2
7254,1
7256,3
7258,1
7260,2
7262,1
7264,3
7266,1
7268,2
7270,1
7272,3
7274,1
7276,2
7278,1
7280,3
7282,1
7284,2
7286,1
7288,3
7290,1
7292,2
7294,1
7296,3
7298,1
7300,2
7302,1
7304,3
7306,1
7308,2
7310,1
7312,3
7314,1
7316,2
7318,1
7320,3
7322,1
7324,2
7326,1
7328,3
7330,1
7332,2
7334,1
7336,3
7338,1
7340,2
7342,1
7344,3
7346,1
7348,2
7350,1
7352,3
7354,1
7356,2
7358,1
7360,3
7362,1
7364,2
7366,1
7368,3
7370,1
7372,2
7374,1
7376,3
7378,1
7380,2
7382,1
7384,3
7386,1
7388,2
7390,1
7392,3
7394,1
7396,2
7398,1
7400,3
7402,1
7404,2
7406,1
7408,3
7410,1
7412,2
7414,1
7416,3
7418,1
7420,2
7422,1
7424,3
7426,1
7428,2
7430,1
7432,3
7434,1
7436,2
7438,1
7440,3
7442,1
7444,2
7446,1
7448,3
7450,1
7452,2
7454,1
7456,3
7458,1
7460,2
7462,1
7464,3
7466,1
7468,2
7470,1
7472,3
7474,1
7476,2
7478,1
7480,3
7482,1
7484,2
7486,1
7488,3
7490,1
7492,2
7494,1
7496,3
7498,1
7500,2
7502,1
7504,3
7506,1
7508,2
7510,1
7512,3
7514,1
7516,2
7518,1
7520,3
7522,1
7524,2
7526,1
7528,3
7530,1
7532,2
7534,1
7536,3
7538,1
7540,2
7542,1
7544,3
7546,1
7548,2
7550,1
7552,3
7554,1
7556,2
7558,1
7560,3
7562,1
7564,2
7566,1
7568,3
7570,1
7572,2
7574,1
7576,3
7578,1
7580,2
7582,1
7584,3
7586,1
7588,2
7590,1
7592,3
7594,1
7596,2
7598,1
7600,3
7602,1
7604,2
7606,1
7608,3
7610,1
7612,2
7614,1
7616,3
7618,1
7620,2
7622,1
7624,3
7626,1
7628,2
7630,1
7632,3
7634,1
7636,2
7638,1
7640,3
7642,1
7644,2
7646,1
7648,3
7650,1
7652,2
7654,1
7656,3
7658,1
7660,2
7662,1
7664,3
7666,1
7668,2
7670,1
7672,3
7674,1
7676,2
7678,1
7680,3
7682,1
7684,2
7686,1
7688,3
7690,1
7692,2
7694,1
7696,3
7698,1
7700,2
7702,1
7704,3
7706,1
7708,2
7710,1
7712,3
7714,1
7716,2
7718,1
7720,3
7722,1
7724,2
7726,1
7728,3
7730,1
7732,2
7734,1
7736,3
7738,1
7740,2
7742,1
7744,3
7746,1
7748,2
7750,1
7752,3
7754,1
7756,2
7758,1
7760,3
7762,1
7764,2
7766,1
7768,3
7770,1
7772,2
7774,1
7776,3
7778,1
7780,2
7782,1
7784,3
7786,1
7788,2
7790,1
7792,3
7794,1
7796,2
7798,1
7800,3
7802,1
7804,2
7806,1
7808,3
7810,1
7812,2
7814,1
7816,3
7818,1
7820,2
7822,1
7824,3
7826,1
7828,2
7830,1
7832,3
7834,1
7836,2
7838,1
7840,3
7842,1
7844,2
7846,1
7848,3
7850,1
7852,2
7854,1
7856,3
7858,1
7860,2
7862,1
7864,3
7866,1
7868,2
7870,1
7872,3
7874,1
7876,2
7878,1
7880,3
7882,1
7884,2
7886,1
7888,3
7890,1
7892,2
7894,1
7896,3
7898,1
7900,2
7902,1
7904,3
7906,1
7908,2
7910,1
7912,3
7914,1
7916,2
7918,1
7920,3
7922,1
7924,2
7926,1
7928,3
7930,1
7932,2
7934,1
7936,3
7938,1
7940,2
7942,1
7944,3
7946,1
7948,2
7950,1
7952,3
7954,1
7956,2
7958,1
7960,3
7962,1
7964,2
7966,1
7968,3
7970,1
7972,2
7974,1
7976,3
7978,1
7980,2
7982,1
7984,3
7986,1
7988,2
7990,1
7992,3
7994,1
7996,2
7998,1
8000,3
8002,1
8004,2
8006,1
8008,3
8010,1
8012,2
8014,1
8016,3
8018,1
8020,2
8022,1
8024,3
8026,1
8028,2
8030,1
8032,3
8034,1
8036,2
8038,1
8040,3
8042,1
8044,2
8046,1
8048,3
8050,1
8052,2
8054,1
8056,3
8058,1
8060,2
8062,1
8064,3
8066,1
8068,2
8070,1
8072,3
8074,1
8076,2
8078,1
8080,3
8082,1
8084,2
8086,1
8088,3
8090,1
8092,2
8094,1
8096,3
8098,1
8100,2
8102,1
8104,3
8106,1
8108,2
8110,1
8112,3
8114,1
8116,2
8118,1
8120,3
8122,1
8124,2
8126,1
8128,3
8130,1
8132,2
8134,1
8136,3
8138,1
8140,2
8142,1
8144,3
8146,1
8148,2
8150,1
8152,3
8154,1
8156,2
8158,1
8160,3
8162,1
8164,2
8166,1
8168,3
8170,1
8172,2
8174,1
8176,3
8178,1
8180,2
8182,1
8184,3
8186,1
8188,2
8190,1
8192,3
8194,1
8196,2
8198,1
8200,3
8202,1
8204,2
8206,1
8208,3
8210,1
8212,2
8214,1
8216,3
8218,1
8220,2
8222,1
8224,3
8226,1
8228,2
8230,1
8232,3
8234,1
8236,2
8238,1
8240,3
8242,1
8244,2
8246,1
8248,3
8250,1
8252,2
8254,1
8256,3
8258,1
8260,2
8262,1
8264,3
8266,1
8268,2
8270,1
8272,3
8274,1
8276,2
8278,1
8280,3
8282,1
8284,2
8286,1
8288,3
8290,1
8292,2
8294,1
8296,3
8298,1
8300,2
8302,1
8304,3
8306,1
8308,2
8310,1
8312,3
8314,1
8316,2
8318,1
8320,3
8322,1
8324,2
8326,1
8328,3
8330,1
8332,2
8334,1
8336,3
8338,1
8340,2
8342,1
8344,3
8346,1
8348,2
8350,1
8352,3
8354,1
8356,2
8358,1
8360,3
8362,1
8364,2
8366,1
8368,3
8370,1
8372,2
8374,1
8376,3
8378,1
8380,2
8382,1
8384,3
8386,1
8388,2
8390,1
8392,3
8394,1
8396,2
8398,1
8400,3
8402,1
8404,2
8406,1
8408,3
8410,1
8412,2
8414,1
8416,3
8418,1
8420,2
8422,1
8424,3
8426,1
8428,2
8430,1
8432,3
8434,1
8436,2
8438,1
8440,3
8442,1
8444,2
8446,1
8448,3
8450,1
8452,2
8454,1
8456,3
8458,1
8460,2
8462,1
8464,3
8466,1
8468,2
8470,1
8472,3
8474,1
8476,2
8478,1
8480,3
8482,1
8484,2
8486,1
8488,3
8490,1
8492,2
8494,1
8496,3
8498,1
8500,2
8502,1
8504,3
8506,1
8508,2
8510,1
8512,3
8514,1
8516,2
8518,1
8520,3
8522,1
8524,2
8526,1
8528,3
8530,1
8532,2
8534,1
8536,3
8538,1
8540,2
8542,1
8544,3
8546,1
8548,2
8550,1
8552,3
8554,1
8556,2
8558,1
8560,3
8562,1
8564,2
8566,1
8568,3
8570,1
8572,2
8574,1
8576,3
8578,1
8580,2
8582,1
8584,3
8586,1
8588,2
8590,1
8592,3
8594,1
8596,2
8598,1
8600,3
8602,1
8604,2
8606,1
8608,3
8610,1
8612,2
8614,1
8616,3
8618,1
8620,2
8622,1
8624,3
8626,1
8628,2
8630,1
8632,3
8634,1
8636,2
8638,1
8640,3
8642,1
8644,2
8646,1
8648,3
8650,1
8652,2
8654,1
8656,3
8658,1
8660,2
8662,1
8664,3
8666,1
8668,2
8670,1
8672,3
8674,1
8676,2
8678,1
8680,3
8682,1
8684,2
8686,1
8688,3
8690,1
8692,2
8694,1
8696,3
8698,1
8700,2
8702,1
8704,3
8706,1
8708,2
8710,1
8712,3
8714,1
8716,2
8718,1
8720,3
8722,1
8724,2
8726,1
8728,3
8730,1
8732,2
8734,1
8736,3
8738,1
8740,2
8742,1
8744,3
8746,1
8748,2
8750,1
8752,3
8754,1
8756,2
8758,1
8760,3
8762,1
8764,2
8766,1
8768,3
8770,1
8772,2
8774,1
8776,3
8778,1
8780,2
8782,1
8784,3
8786,1
8788,2
8790,1
8792,3
8794,1
8796,2
8798,1
8800,3
8802,1
8804,2
8806,1
8808,3
8810,1
8812,2
8814,1
8816,3
8818,1
8820,2
8822,1
8824,3
8826,1
8828,2
8830,1
8832,3
8834,1
8836,2
8838,1
8840,3
8842,1
8844,2
8846,1
8848,3
8850,1
8852,2
8854,1
8856,3
8858,1
8860,2
8862,1
8864,3
8866,1
8868,2
8870,1
8872,3
8874,1
8876,2
8878,1
8880,3
8882,1
8884,2
8886,1
8888,3
8890,1
8892,2
8894,1
8896,3
8898,1
8900,2
8902,1
8904,3
8906,1
8908,2
8910,1
8912,3
8914,1
8916,2
8918,1
8920,3
8922,1
8924,2
8926,1
8928,3
8930,1
8932,2
8934,1
8936,3
8938,1
8940,2
8942,1
8944,3
8946,1
8948,2
8950,1
8952,3
8954,1
8956,2
8958,1
8960,3
8962,1
8964,2
8966,1
8968,3
8970,1
8972,2
8974,1
8976,3
8978,1
8980,2
8982,1
8984,3
8986,1
8988,2
8990,1
8992,3
8994,1
8996,2
8998,1
9000,3
9002,1
9004,2
9006,1
9008,3
9010,1
9012,2
9014,1
9016,3
9018,1
9020,2
9022,1
9024,3
9026,1
9028,2
9030,1
9032,3
9034,1
9036,2
9038,1
9040,3
9042,1
9044,2
9046,1
9048,3
9050,1
9052,2
9054,1
9056,3
9058,1
9060,2
9062,1
9064,3
9066,1
9068,2
9070,1
9072,3
9074,1
9076,2
9078,1
9080,3
9082,1
9084,2
9086,1
9088,3
9090,1
9092,2
9094,1
9096,3
9098,1
9100,2
9102,1
9104,3
9106,1
9108,2
9110,1
9112,3
9114,1
9116,2
9118,1
9120,3
9122,1
9124,2
9126,1
9128,3
9130,1
9132,2
9134,1
9136,3
9138,1
9140,2
9142,1
9144,3
9146,1
9148,2
9150,1
9152,3
9154,1
9156,2
9158,1
9160,3
9162,1
9164,2
9166,1
9168,3
9170,1
9172,2
9174,1
9176,3
9178,1
9180,2
9182,1
9184,3
9186,1
9188,2
9190,1
9192,3
9194,1
9196,2
9198,1
9200,3
9202,1
9204,2
9206,1
9208,3
9210,1
9212,2
9214,1
9216,3
9218,1
9220,2
9222,1
9224,3
9226,1
9228,2
9230,1
9232,3
9234,1
9236,2
9238,1
9240,3
9242,1
9244,2
9246,1
9248,3
9250,1
9252,2
9254,1
9256,3
9258,1
9260,2
9262,1
9264,3
9266,1
9268,2
9270,1
9272,3
9274,1
9276,2
9278,1
9280,3
9282,1
9284,2
9286,1
9288,3
9290,1
9292,2
9294,1
9296,3
9298,1
9300,2
9302,1
9304,3
9306,1
9308,2
9310,1
9312,3
9314,1
9316,2
9318,1
9320,3
9322,1
9324,2
9326,1
9328,3
9330,1
9332,2
9334,1
9336,3
9338,1
9340,2
9342,1
9344,3
9346,1
9348,2
9350,1
9352,3
9354,1
9356,2
9358,1
9360,3
9362,1
9364,2
9366,1
9368,3
9370,1
9372,2
9374,1
9376,3
9378,1
9380,2
9382,1
9384,3
9386,1
9388,2
9390,1
9392,3
9394,1
9396,2
9398,1
9400,3
9402,1
9404,2
9406,1
9408,3
9410,1
9412,2
9414,1
9416,3
9418,1
9420,2
9422,1
9424,3
9426,1
9428,2
9430,1
9432,3
9434,1
9436,2
9438,1
9440,3
9442,1
9444,2
9446,1
9448,3
9450,1
9452,2
9454,1
9456,3
9458,1
9460,2
9462,1
9464,3
9466,1
9468,2
9470,1
9472,3
9474,1
9476,2
9478,1
9480,3
9482,1
9484,2
9486,1
9488,3
9490,1
9492,2
9494,1
9496,3
9498,1
9500,2
9502,1
9504,3
9506,1
9508,2
9510,1
9512,3
9514,1
9516,2
9518,1
9520,3
9522,1
9524,2
9526,1
9528,3
9530,1
9532,2
9534,1
9536,3
9538,1
9540,2
9542,1
9544,3
9546,1
9548,2
9550,1
9552,3
9554,1
9556,2
9558,1
9560,3
9562,1
9564,2
9566,1
9568,3
9570,1
9572,2
9574,1
9576,3
9578,1
9580,2
9582,1
9584,3
9586,1
9588,2
9590,1
9592,3
9594,1
9596,2
9598,1
9600,3
9602,1
9604,2
9606,1
9608,3
9610,1
9612,2
9614,1
9616,3
9618,1
9620,2
9622,1
9624,3
9626,1
9628,2
9630,1
9632,3
9634,1
9636,2
9638,1
9640,3
9642,1
9644,2
9646,1
9648,3
9650,1
9652,2
9654,1
9656,3
9658,1
9660,2
9662,1
9664,3
9666,1
9668,2
9670,1
9672,3
9674,1
9676,2
9678,1
9680,3
9682,1
9684,2
9686,1
9688,3
9690,1
9692,2
9694,1
9696,3
9698,1
9700,2
9702,1
9704,3
9706,1
9708,2
9710,1
9712,3
9714,1
9716,2
9718,1
9720,3
9722,1
9724,2
9726,1
9728,3
9730,1
9732,2
9734,1
9736,3
9738,1
9740,2
9742,1
9744,3
9746,1
9748,2
9750,1
9752,3
9754,1
9756,2
9758,1
9760,3
9762,1
9764,2
9766,1
9768,3
9770,1
9772,2
9774,1
9776,3
9778,1
9780,2
9782,1
9784,3
9786,1
9788,2
9790,1
9792,3
9794,1
9796,2
9798,1
9800,3
9802,1
9804,2
9806,1
9808,3
9810,1
9812,2
9814,1
9816,3
9818,1
9820,2
9822,1
9824,3
9826,1
9828,2
9830,1
9832,3
9834,1
9836,2
9838,1
9840,3
9842,1
9844,2
9846,1
9848,3
9850,1
9852,2
9854,1
9856,3
9858,1
9860,2
9862,1
9864,3
9866,1
9868,2
9870,1
9872,3
9874,1
9876,2
9878,1
9880,3
9882,1
9884,2
9886,1
9888,3
9890,1
9892,2
9894,1
9896,3
9898,1
9900,2
9902,1
9904,3
9906,1
9908,2
9910,1
9912,3
9914,1
9916,2
9918,1
9920,3
9922,1
9924,2
9926,1
9928,3
9930,1
9932,2
9934,1
9936,3
9938,1
9940,2
9942,1
9944,3
9946,1
9948,2
9950,1
9952,3
9954,1
9956,2
9958,1
9960,3
9962,1
9964,2
9966,1
9968,3
9970,1
9972,2
9974,1
9976,3
9978,1
9980,2
9982,1
9984,3
9986,1
9988,2
9990,1
9992,3
9994,1
9996,2
9998,1
10000,3
10002,1
10004,2
10006,1
10008,3
10010,1
10012,2
10014,1
10016,3
10018,1
10020,2
10022,1
10024,3
10026,1
10028,2
10030,1
10032,3
10034,1
10036,2
10038,1
10040,3
10042,1
10044,2
10046,1
10048,3
10050,1
10052,2
10054,1
10056,3
10058,1
10060,2
10062,1
10064,3
10066,1
10068,2
10070,1
10072,3
10074,1
10076,2
10078,1
10080,3
10082,1
10084,2
10086,1
10088,3
10090,1
10092,2
10094,1
10096,3
10098,1
10100,2
10102,1
10104,3
10106,1
10108,2
